"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2005;"ACRELANDIA (AC)";"AC";"ACRELANDIA";54;0;11;65
2005;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";11;0;1;12
2005;"BRASILEIA (AC)";"AC";"BRASILEIA";96;0;3;99
2005;"BUJARI (AC)";"AC";"BUJARI";34;3;2;39
2005;"CAPIXABA (AC)";"AC";"CAPIXABA";16;0;3;19
2005;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";249;23;15;287
2005;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";78;1;6;85
2005;"FEIJO (AC)";"AC";"FEIJO";28;1;0;29
2005;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";16;1;4;21
2005;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";4;0;0;4
2005;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";45;1;1;47
2005;"PORTO ACRE (AC)";"AC";"PORTO ACRE";45;3;13;61
2005;"RIO BRANCO (AC)";"AC";"RIO BRANCO";2481;81;343;2905
2005;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";2;0;0;2
2005;"SANTA ROSA (AC)";"AC";"SANTA ROSA";0;0;0;0
2005;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";42;1;1;44
2005;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";117;0;6;123
2005;"TARAUACA (AC)";"AC";"TARAUACA";30;0;0;30
2005;"XAPURI (AC)";"AC";"XAPURI";23;0;0;23
2005;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2037;300;240;2577
2005;"ATALAIA (AL)";"AL";"ATALAIA";406;115;126;647
2005;"CAJUEIRO (AL)";"AL";"CAJUEIRO";0;0;0;0
2005;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";0;0;0;0
2005;"CORURIPE (AL)";"AL";"CORURIPE";363;82;201;646
2005;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";483;252;35;770
2005;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";190;41;57;288
2005;"MACEIO (AL)";"AL";"MACEIO";4257;731;1497;6485
2005;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";621;230;201;1052
2005;"NOVO LINO (AL)";"AL";"NOVO LINO";0;0;0;0
2005;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";562;194;93;849
2005;"PENEDO (AL)";"AL";"PENEDO";470;90;230;790
2005;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";1;0;0;1
2005;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";0;0;0;0
2005;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";670;116;62;848
2005;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";752;207;257;1216
2005;"TRAIPU (AL)";"AL";"TRAIPU";0;0;0;0
2005;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";638;216;149;1003
2005;"VICOSA (AL)";"AL";"VICOSA";229;34;40;303
2005;"ALVARAES (AM)";"AM";"ALVARAES";0;0;1;1
2005;"AMATURA (AM)";"AM";"AMATURA";0;0;0;0
2005;"ANAMA (AM)";"AM";"ANAMA";0;0;0;0
2005;"ANORI (AM)";"AM";"ANORI";1;0;0;1
2005;"APUI (AM)";"AM";"APUI";18;1;1;20
2005;"ATALAIA DO NORTE (AM)";"AM";"ATALAIA DO NORTE";1;0;0;1
2005;"AUTAZES (AM)";"AM";"AUTAZES";3;1;2;6
2005;"BARCELOS (AM)";"AM";"BARCELOS";4;1;0;5
2005;"BARREIRINHA (AM)";"AM";"BARREIRINHA";0;0;0;0
2005;"BENJAMIN CONSTANT (AM)";"AM";"BENJAMIN CONSTANT";2;1;1;4
2005;"BERURI (AM)";"AM";"BERURI";0;0;0;0
2005;"BOA VISTA DO RAMOS (AM)";"AM";"BOA VISTA DO RAMOS";1;0;0;1
2005;"BOCA DO ACRE (AM)";"AM";"BOCA DO ACRE";16;2;0;18
2005;"BORBA (AM)";"AM";"BORBA";2;0;0;2
2005;"CAAPIRANGA (AM)";"AM";"CAAPIRANGA";4;1;1;6
2005;"CANUTAMA (AM)";"AM";"CANUTAMA";0;0;0;0
2005;"CARAUARI (AM)";"AM";"CARAUARI";7;1;0;8
2005;"CAREIRO (AM)";"AM";"CAREIRO";17;3;22;42
2005;"CAREIRO DA VARZEA (AM)";"AM";"CAREIRO DA VARZEA";6;5;7;18
2005;"COARI (AM)";"AM";"COARI";46;3;2;51
2005;"CODAJAS (AM)";"AM";"CODAJAS";2;0;0;2
2005;"EIRUNEPE (AM)";"AM";"EIRUNEPE";11;0;0;11
2005;"ENVIRA (AM)";"AM";"ENVIRA";4;0;1;5
2005;"FONTE BOA (AM)";"AM";"FONTE BOA";10;0;0;10
2005;"GUAJARA (AM)";"AM";"GUAJARA";0;0;0;0
2005;"HUMAITA (AM)";"AM";"HUMAITA";60;0;7;67
2005;"IPIXUNA (AM)";"AM";"IPIXUNA";1;0;0;1
2005;"IRANDUBA (AM)";"AM";"IRANDUBA";74;4;19;97
2005;"ITACOATIARA (AM)";"AM";"ITACOATIARA";204;14;53;271
2005;"ITAMARATI (AM)";"AM";"ITAMARATI";2;0;0;2
2005;"ITAPIRANGA (AM)";"AM";"ITAPIRANGA";1;0;0;1
2005;"JAPURA (AM)";"AM";"JAPURA";2;0;0;2
2005;"JURUA (AM)";"AM";"JURUA";3;0;0;3
2005;"JUTAI (AM)";"AM";"JUTAI";1;0;0;1
