"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2005;"ACRELANDIA (AC)";"AC";"ACRELANDIA";889;5046494.4
2005;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";163;2624837.04
2005;"BRASILEIA (AC)";"AC";"BRASILEIA";891;2857507.51
2005;"BUJARI (AC)";"AC";"BUJARI";267;6617805.87
2005;"CAPIXABA (AC)";"AC";"CAPIXABA";685;5814268.87
2005;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";327;2775012.81
2005;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";581;1649586.56
2005;"FEIJO (AC)";"AC";"FEIJO";178;1373240.73
2005;"JORDAO (AC)";"AC";"JORDAO";4;79603
2005;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";161;344952.5
2005;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";156;325017.2
2005;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";929;4850813.28
2005;"PORTO ACRE (AC)";"AC";"PORTO ACRE";730;4288105.08
2005;"PORTO WALTER (AC)";"AC";"PORTO WALTER";34;73352.79
2005;"RIO BRANCO (AC)";"AC";"RIO BRANCO";1995;40736450.68
2005;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";49;94332.83
2005;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";822;5905868.66
2005;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";630;4491223.4
2005;"TARAUACA (AC)";"AC";"TARAUACA";211;2181355.12
2005;"XAPURI (AC)";"AC";"XAPURI";159;3812457.69
2005;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";1283;549500
2005;"ANADIA (AL)";"AL";"ANADIA";311;465943.79
2005;"ARAPIRACA (AL)";"AL";"ARAPIRACA";3844;5662714.85
2005;"ATALAIA (AL)";"AL";"ATALAIA";82;7581005.8
2005;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";121;110009.58
2005;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";15;121076.3
2005;"BATALHA (AL)";"AL";"BATALHA";226;427669.39
2005;"BELEM (AL)";"AL";"BELEM";300;117898.28
2005;"BELO MONTE (AL)";"AL";"BELO MONTE";538;966968.74
2005;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";163;10535676.73
2005;"BRANQUINHA (AL)";"AL";"BRANQUINHA";464;1048453.63
2005;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";653;775277.39
2005;"CAJUEIRO (AL)";"AL";"CAJUEIRO";338;697751.97
2005;"CAMPESTRE (AL)";"AL";"CAMPESTRE";181;104746.73
2005;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";38;1268911.61
2005;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";759;944594.15
2005;"CANAPI (AL)";"AL";"CANAPI";1101;1760988.29
