"ano";"chave";"Estado";"Mun";"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.GIRASSOL";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"PRODUTOR.DA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"Total"
2005;"ALTA FLORESTA D OESTE (RO)";"RO";"ALTA FLORESTA D OESTE";"RO-ALTA FLORESTA D OESTE";0;0;0;0;0;0;0;0;0
2005;"ARIQUEMES (RO)";"RO";"ARIQUEMES";"RO-ARIQUEMES";0;0;0;0;0;0;0;0;0
2005;"CABIXI (RO)";"RO";"CABIXI";"RO-CABIXI";0;0;0;0;0;0;0;0;0
2005;"CACOAL (RO)";"RO";"CACOAL";"RO-CACOAL";0;0;0;0;711.870000000112;0;0;0;711.870000000112
2005;"CEREJEIRAS (RO)";"RO";"CEREJEIRAS";"RO-CEREJEIRAS";0;0;0;0;0;0;0;0;0
2005;"COLORADO DO OESTE (RO)";"RO";"COLORADO DO OESTE";"RO-COLORADO DO OESTE";0;0;0;0;0;0;0;0;0
2005;"CORUMBIARA (RO)";"RO";"CORUMBIARA";"RO-CORUMBIARA";0;0;0;0;0;0;0;0;0
2005;"COSTA MARQUES (RO)";"RO";"COSTA MARQUES";"RO-COSTA MARQUES";0;0;0;0;0;0;0;0;0
2005;"ESPIGAO D OESTE (RO)";"RO";"ESPIGAO D OESTE";"RO-ESPIGAO D OESTE";0;0;0;0;0;0;0;0;0
2005;"GUAJARA MIRIM (RO)";"RO";"GUAJARA MIRIM";"RO-GUAJARA-MIRIM";0;0;0;0;0;0;0;0;0
2005;"JARU (RO)";"RO";"JARU";"RO-JARU";0;0;0;0;0;0;0;0;0
2005;"JI PARANA (RO)";"RO";"JI PARANA";"RO-JI-PARANA";0;0;0;0;0;0;0;0;0
2005;"MACHADINHO D OESTE (RO)";"RO";"MACHADINHO D OESTE";"RO-MACHADINHO D OESTE";0;0;0;0;0;0;0;0;0
2005;"NOVA BRASILANDIA D OESTE (RO)";"RO";"NOVA BRASILANDIA D OESTE";"RO-NOVA BRASILANDIA D OESTE";0;0;0;0;0;0;0;0;0
2005;"OURO PRETO DO OESTE (RO)";"RO";"OURO PRETO DO OESTE";"RO-OURO PRETO DO OESTE";0;0;0;0;0;0;0;0;0
2005;"PIMENTA BUENO (RO)";"RO";"PIMENTA BUENO";"RO-PIMENTA BUENO";0;0;0;0;0;0;0;0;0
2005;"PORTO VELHO (RO)";"RO";"PORTO VELHO";"RO-PORTO VELHO";0;0;0;0;0;0;0;900;900
2005;"PRESIDENTE MEDICI (RO)";"RO";"PRESIDENTE MEDICI";"RO-PRESIDENTE MEDICI";0;0;0;0;0;0;0;0;0
2005;"RIO CRESPO (RO)";"RO";"RIO CRESPO";"RO-RIO CRESPO";0;0;0;0;0;0;0;0;0
2005;"ROLIM DE MOURA (RO)";"RO";"ROLIM DE MOURA";"RO-ROLIM DE MOURA";0;0;0;0;0;0;0;0;0
2005;"SANTA LUZIA D OESTE (RO)";"RO";"SANTA LUZIA D OESTE";"RO-SANTA LUZIA D OESTE";0;0;0;0;0;0;0;0;0
2005;"VILHENA (RO)";"RO";"VILHENA";"RO-VILHENA";0;0;0;0;0;0;0;1212.87000000011;1212.87000000011
2005;"SAO MIGUEL DO GUAPORE (RO)";"RO";"SAO MIGUEL DO GUAPORE";"RO-SAO MIGUEL DO GUAPORE";0;0;0;0;0;0;0;0;0
