"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2010;" ACRELANDIA (AC)";"AC";" ACRELANDIA";791;13993380.46
2010;" ASSIS BRASIL (AC)";"AC";" ASSIS BRASIL";186;743115.23
2010;" BRASILEIA (AC)";"AC";" BRASILEIA";660;4862870.34
2010;" BUJARI (AC)";"AC";" BUJARI";200;22941029.73
2010;" CAPIXABA (AC)";"AC";" CAPIXABA";125;3008492.26
2010;" CRUZEIRO DO SUL (AC)";"AC";" CRUZEIRO DO SUL";458;2535500.2
2010;" EPITACIOLANDIA (AC)";"AC";" EPITACIOLANDIA";368;2791620.04
2010;" FEIJO (AC)";"AC";" FEIJO";454;1712657.78
2010;" MANCIO LIMA (AC)";"AC";" MANCIO LIMA";127;604170.49
2010;" MARECHAL THAUMATURGO (AC)";"AC";" MARECHAL THAUMATURGO";223;446000
2010;" PLACIDO DE CASTRO (AC)";"AC";" PLACIDO DE CASTRO";452;6995438.63
2010;" PORTO ACRE (AC)";"AC";" PORTO ACRE";274;2620540.96
2010;" PORTO WALTER (AC)";"AC";" PORTO WALTER";219;528831.5
2010;" RIO BRANCO (AC)";"AC";" RIO BRANCO";659;33530576.1
2010;" RODRIGUES ALVES (AC)";"AC";" RODRIGUES ALVES";68;105000
2010;" SENA MADUREIRA (AC)";"AC";" SENA MADUREIRA";402;8235796.75
2010;" SENADOR GUIOMARD (AC)";"AC";" SENADOR GUIOMARD";505;13049077.12
2010;" TARAUACA (AC)";"AC";" TARAUACA";352;1579433.67
2010;" XAPURI (AC)";"AC";" XAPURI";354;13228731.38
2010;" AGUA BRANCA (AL)";"AL";" AGUA BRANCA";524;975589.36
2010;" ANADIA (AL)";"AL";" ANADIA";66;10149758.14
2010;" ARAPIRACA (AL)";"AL";" ARAPIRACA";849;18772551.17
2010;" ATALAIA (AL)";"AL";" ATALAIA";246;6993729.84
2010;" BARRA DE SANTO ANTONIO (AL)";"AL";" BARRA DE SANTO ANTONIO";26;247494.4
2010;" BARRA DE SAO MIGUEL (AL)";"AL";" BARRA DE SAO MIGUEL";27;118982.94
2010;" BATALHA (AL)";"AL";" BATALHA";353;1247178.38
2010;" BELEM (AL)";"AL";" BELEM";107;273931.36
2010;" BELO MONTE (AL)";"AL";" BELO MONTE";755;1854640.43
2010;" BOCA DA MATA (AL)";"AL";" BOCA DA MATA";161;3058761.66
2010;" BRANQUINHA (AL)";"AL";" BRANQUINHA";109;789405.9
2010;" CACIMBINHAS (AL)";"AL";" CACIMBINHAS";157;825253.76
2010;" CAJUEIRO (AL)";"AL";" CAJUEIRO";92;1749789.54
2010;" CAMPESTRE (AL)";"AL";" CAMPESTRE";128;720973.31
2010;" CAMPO ALEGRE (AL)";"AL";" CAMPO ALEGRE";33;3392664.19
2010;" CAMPO GRANDE (AL)";"AL";" CAMPO GRANDE";612;4124382.2
2010;" CANAPI (AL)";"AL";" CANAPI";894;2093450.4
2010;" CAPELA (AL)";"AL";" CAPELA";64;1877787.54
2010;" CARNEIROS (AL)";"AL";" CARNEIROS";87;183660.81
2010;" CHA PRETA (AL)";"AL";" CHA PRETA";83;2115751.2
2010;" COITE DO NOIA (AL)";"AL";" COITE DO NOIA";160;1154263.73
2010;" COLONIA LEOPOLDINA (AL)";"AL";" COLONIA LEOPOLDINA";82;626672.1
2010;" COQUEIRO SECO (AL)";"AL";" COQUEIRO SECO";13;35408
2010;" CORURIPE (AL)";"AL";" CORURIPE";1523;39450082.94
2010;" CRAIBAS (AL)";"AL";" CRAIBAS";811;2874032.15
2010;" DELMIRO GOUVEIA (AL)";"AL";" DELMIRO GOUVEIA";223;684895.07
2010;" DOIS RIACHOS (AL)";"AL";" DOIS RIACHOS";324;691932.06
2010;" ESTRELA DE ALAGOAS (AL)";"AL";" ESTRELA DE ALAGOAS";927;2077943.3
2010;" FEIRA GRANDE (AL)";"AL";" FEIRA GRANDE";576;1439239.81
2010;" FELIZ DESERTO (AL)";"AL";" FELIZ DESERTO";82;1902642.3
2010;" FLEXEIRAS (AL)";"AL";" FLEXEIRAS";21;1698673.33
2010;" GIRAU DO PONCIANO (AL)";"AL";" GIRAU DO PONCIANO";1336;4392415.15
2010;" IBATEGUARA (AL)";"AL";" IBATEGUARA";286;4110033.84
2010;" IGACI (AL)";"AL";" IGACI";594;1677700.8
2010;" IGREJA NOVA (AL)";"AL";" IGREJA NOVA";2377;8869030.09
2010;" INHAPI (AL)";"AL";" INHAPI";611;1799810
2010;" JACARE DOS HOMENS (AL)";"AL";" JACARE DOS HOMENS";292;617612.94
2010;" JACUIPE (AL)";"AL";" JACUIPE";36;559994.4
2010;" JAPARATINGA (AL)";"AL";" JAPARATINGA";98;312918.91
2010;" JARAMATAIA (AL)";"AL";" JARAMATAIA";14;208276.46
2010;" JEQUIA DA PRAIA (AL)";"AL";" JEQUIA DA PRAIA";171;613755.77
2010;" JOAQUIM GOMES (AL)";"AL";" JOAQUIM GOMES";157;538158.68
2010;" JUNDIA (AL)";"AL";" JUNDIA";86;1057579.6
2010;" JUNQUEIRO (AL)";"AL";" JUNQUEIRO";911;4599227.21
2010;" LAGOA DA CANOA (AL)";"AL";" LAGOA DA CANOA";377;1236175.14
2010;" LIMOEIRO DE ANADIA (AL)";"AL";" LIMOEIRO DE ANADIA";287;3906449.32
2010;" MACEIO (AL)";"AL";" MACEIO";415;28018288.69
2010;" MAJOR ISIDORO (AL)";"AL";" MAJOR ISIDORO";922;2501414.48
2010;" MAR VERMELHO (AL)";"AL";" MAR VERMELHO";119;832842.44
2010;" MARAGOGI (AL)";"AL";" MARAGOGI";273;929125.25
2010;" MARAVILHA (AL)";"AL";" MARAVILHA";434;1572627.17
2010;" MARECHAL DEODORO (AL)";"AL";" MARECHAL DEODORO";47;1558076.36
2010;" MARIBONDO (AL)";"AL";" MARIBONDO";106;1076622.55
2010;" MATA GRANDE (AL)";"AL";" MATA GRANDE";713;1606628.94
2010;" MATRIZ DE CAMARAGIBE (AL)";"AL";" MATRIZ DE CAMARAGIBE";37;775738.18
2010;" MESSIAS (AL)";"AL";" MESSIAS";11;105844.74
2010;" MINADOR DO NEGRAO (AL)";"AL";" MINADOR DO NEGRAO";249;2047844.62
2010;" MONTEIROPOLIS (AL)";"AL";" MONTEIROPOLIS";509;1350802.74
2010;" MURICI (AL)";"AL";" MURICI";34;1404936.85
2010;" NOVO LINO (AL)";"AL";" NOVO LINO";136;977032.75
2010;" OLHO D AGUA DAS FLORES (AL)";"AL";" OLHO D AGUA DAS FLORES";328;561698.87
2010;" OLHO D AGUA DO CASADO (AL)";"AL";" OLHO D AGUA DO CASADO";281;835336.29
2010;" OLHO D AGUA GRANDE (AL)";"AL";" OLHO D AGUA GRANDE";509;1910171.94
2010;" OLIVENCA (AL)";"AL";" OLIVENCA";322;638296.66
2010;" OURO BRANCO (AL)";"AL";" OURO BRANCO";642;1331174.7
2010;" PALESTINA (AL)";"AL";" PALESTINA";72;96300
2010;" PALMEIRA DOS INDIOS (AL)";"AL";" PALMEIRA DOS INDIOS";1286;4083941.06
2010;" PAO DE ACUCAR (AL)";"AL";" PAO DE ACUCAR";838;1564259.77
2010;" PARICONHA (AL)";"AL";" PARICONHA";303;528461.33
2010;" PARIPUEIRA (AL)";"AL";" PARIPUEIRA";12;124990.36
2010;" PASSO DE CAMARAGIBE (AL)";"AL";" PASSO DE CAMARAGIBE";15;363440
2010;" PAULO JACINTO (AL)";"AL";" PAULO JACINTO";181;1706722.33
2010;" PENEDO (AL)";"AL";" PENEDO";468;2384918.95
2010;" PIACABUCU (AL)";"AL";" PIACABUCU";52;183188.1
2010;" PILAR (AL)";"AL";" PILAR";42;1507930.85
2010;" PINDOBA (AL)";"AL";" PINDOBA";34;378948.75
2010;" PIRANHAS (AL)";"AL";" PIRANHAS";616;2266201.76
2010;" POCO DAS TRINCHEIRAS (AL)";"AL";" POCO DAS TRINCHEIRAS";430;800715.1
2010;" PORTO CALVO (AL)";"AL";" PORTO CALVO";129;2240419.39
2010;" PORTO DE PEDRAS (AL)";"AL";" PORTO DE PEDRAS";57;309873.76
2010;" PORTO REAL DO COLEGIO (AL)";"AL";" PORTO REAL DO COLEGIO";415;2213451.43
2010;" QUEBRANGULO (AL)";"AL";" QUEBRANGULO";577;2896338.95
2010;" RIO LARGO (AL)";"AL";" RIO LARGO";4;3049297.2
2010;" ROTEIRO (AL)";"AL";" ROTEIRO";5;30013.5
2010;" SANTA LUZIA DO NORTE (AL)";"AL";" SANTA LUZIA DO NORTE";23;83500
2010;" SANTANA DO IPANEMA (AL)";"AL";" SANTANA DO IPANEMA";1334;3609675.97
2010;" SANTANA DO MUNDAU (AL)";"AL";" SANTANA DO MUNDAU";260;1701608.58
2010;" SAO BRAS (AL)";"AL";" SAO BRAS";289;1804030.83
2010;" SAO JOSE DA LAJE (AL)";"AL";" SAO JOSE DA LAJE";494;7744284.91
2010;" SAO JOSE DA TAPERA (AL)";"AL";" SAO JOSE DA TAPERA";922;1932702.63
2010;" SAO LUIS DO QUITUNDE (AL)";"AL";" SAO LUIS DO QUITUNDE";212;1570187.67
2010;" SAO MIGUEL DOS CAMPOS (AL)";"AL";" SAO MIGUEL DOS CAMPOS";18;2704352.61
2010;" SAO MIGUEL DOS MILAGRES (AL)";"AL";" SAO MIGUEL DOS MILAGRES";106;345918.76
2010;" SAO SEBASTIAO (AL)";"AL";" SAO SEBASTIAO";1787;7017937.24
2010;" SATUBA (AL)";"AL";" SATUBA";4;6384.76
2010;" SENADOR RUI PALMEIRA (AL)";"AL";" SENADOR RUI PALMEIRA";411;1013256.22
2010;" TANQUE D ARCA (AL)";"AL";" TANQUE D ARCA";155;617058.63
2010;" TAQUARANA (AL)";"AL";" TAQUARANA";239;1385698.05
2010;" TEOTONIO VILELA (AL)";"AL";" TEOTONIO VILELA";231;10932077.45
2010;" TRAIPU (AL)";"AL";" TRAIPU";424;2447212.49
2010;" UNIAO DOS PALMARES (AL)";"AL";" UNIAO DOS PALMARES";971;2751975.28
2010;" VICOSA (AL)";"AL";" VICOSA";571;5497160.21
2010;" ALVARAES (AM)";"AM";" ALVARAES";19;40793.82
2010;" APUI (AM)";"AM";" APUI";60;2002445.24
2010;" AUTAZES (AM)";"AM";" AUTAZES";660;6358606.81
2010;" BARREIRINHA (AM)";"AM";" BARREIRINHA";185;2077966.34
2010;" BENJAMIN CONSTANT (AM)";"AM";" BENJAMIN CONSTANT";52;1398175.78
2010;" BOA VISTA DO RAMOS (AM)";"AM";" BOA VISTA DO RAMOS";26;211927.5
2010;" BOCA DO ACRE (AM)";"AM";" BOCA DO ACRE";83;749804.44
2010;" BORBA (AM)";"AM";" BORBA";188;1053112.26
2010;" CANUTAMA (AM)";"AM";" CANUTAMA";100;3191880.25
2010;" CARAUARI (AM)";"AM";" CARAUARI";128;6273376.2
2010;" CAREIRO (AM)";"AM";" CAREIRO";33;743363.72
2010;" CAREIRO DA VARZEA (AM)";"AM";" CAREIRO DA VARZEA";99;1438869.16
2010;" COARI (AM)";"AM";" COARI";251;1993380.29
2010;" CODAJAS (AM)";"AM";" CODAJAS";21;91986.2
2010;" EIRUNEPE (AM)";"AM";" EIRUNEPE";1;3130.86
2010;" ENVIRA (AM)";"AM";" ENVIRA";152;902745.24
2010;" GUAJARA (AM)";"AM";" GUAJARA";156;499710
2010;" HUMAITA (AM)";"AM";" HUMAITA";297;1925241.69
2010;" IPIXUNA (AM)";"AM";" IPIXUNA";28;56000
2010;" IRANDUBA (AM)";"AM";" IRANDUBA";51;1856574.19
2010;" ITACOATIARA (AM)";"AM";" ITACOATIARA";1149;14526317.1
2010;" ITAMARATI (AM)";"AM";" ITAMARATI";9;114022.74
2010;" ITAPIRANGA (AM)";"AM";" ITAPIRANGA";94;523564.56
2010;" JAPURA (AM)";"AM";" JAPURA";26;74917.66
2010;" JURUA (AM)";"AM";" JURUA";80;167434.2
2010;" JUTAI (AM)";"AM";" JUTAI";226;788796.48
2010;" LABREA (AM)";"AM";" LABREA";64;3097173.41
2010;" MANACAPURU (AM)";"AM";" MANACAPURU";1023;6428048.96
2010;" MANAUS (AM)";"AM";" MANAUS";218;9088144.03
2010;" MANICORE (AM)";"AM";" MANICORE";757;9340675.68
2010;" MARAA (AM)";"AM";" MARAA";18;68351.56
2010;" MAUES (AM)";"AM";" MAUES";1831;15813744.39
