"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2010;"ACRELANDIA (AC)";"AC";"ACRELANDIA";139;1;25;165
2010;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";14;0;2;16
2010;"BRASILEIA (AC)";"AC";"BRASILEIA";135;3;8;146
2010;"BUJARI (AC)";"AC";"BUJARI";72;3;3;78
2010;"CAPIXABA (AC)";"AC";"CAPIXABA";53;1;7;61
2010;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";436;31;37;504
2010;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";120;0;10;130
2010;"FEIJO (AC)";"AC";"FEIJO";74;1;1;76
2010;"JORDAO (AC)";"AC";"JORDAO";0;0;0;0
2010;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";51;1;6;58
2010;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";15;0;1;16
2010;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";3;0;0;3
2010;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";106;1;5;112
2010;"PORTO ACRE (AC)";"AC";"PORTO ACRE";101;3;22;126
2010;"PORTO WALTER (AC)";"AC";"PORTO WALTER";0;0;0;0
2010;"RIO BRANCO (AC)";"AC";"RIO BRANCO";3343;123;433;3899
2010;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";6;1;1;8
2010;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";1;0;1;2
2010;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";79;3;3;85
2010;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";245;3;13;261
2010;"TARAUACA (AC)";"AC";"TARAUACA";108;0;4;112
2010;"XAPURI (AC)";"AC";"XAPURI";47;0;1;48
2010;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";45;77;6;128
2010;"ANADIA (AL)";"AL";"ANADIA";34;50;31;115
2010;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2437;414;256;3107
2010;"ATALAIA (AL)";"AL";"ATALAIA";176;50;89;315
2010;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";21;7;12;40
2010;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";16;2;5;23
2010;"BATALHA (AL)";"AL";"BATALHA";70;18;2;90
2010;"BELEM (AL)";"AL";"BELEM";8;14;1;23
2010;"BELO MONTE (AL)";"AL";"BELO MONTE";25;4;1;30
2010;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";225;65;83;373
2010;"BRANQUINHA (AL)";"AL";"BRANQUINHA";13;21;7;41
2010;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";36;23;7;66
2010;"CAJUEIRO (AL)";"AL";"CAJUEIRO";94;12;38;144
2010;"CAMPESTRE (AL)";"AL";"CAMPESTRE";11;43;8;62
2010;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";136;115;94;345
2010;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";42;14;6;62
2010;"CANAPI (AL)";"AL";"CANAPI";23;20;10;53
2010;"CAPELA (AL)";"AL";"CAPELA";57;4;30;91
2010;"CARNEIROS (AL)";"AL";"CARNEIROS";18;5;0;23
2010;"CHA PRETA (AL)";"AL";"CHA PRETA";20;7;5;32
2010;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";33;4;11;48
2010;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";45;15;20;80
2010;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";8;5;3;16
2010;"CORURIPE (AL)";"AL";"CORURIPE";302;49;146;497
2010;"CRAIBAS (AL)";"AL";"CRAIBAS";69;23;13;105
2010;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";383;287;28;698
2010;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";46;9;4;59
2010;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";31;33;12;76
2010;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";34;0;27;61
2010;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";3;6;5;14
2010;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";22;14;28;64
2010;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";86;28;32;146
2010;"IBATEGUARA (AL)";"AL";"IBATEGUARA";30;45;10;85
2010;"IGACI (AL)";"AL";"IGACI";55;45;22;122
2010;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";60;17;51;128
2010;"INHAPI (AL)";"AL";"INHAPI";33;9;2;44
