"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2004;"ACRELANDIA (AC)";"AC";"ACRELANDIA";905;3758275.34
2004;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";74;73933.4
2004;"BRASILEIA (AC)";"AC";"BRASILEIA";156;1041101.54
2004;"BUJARI (AC)";"AC";"BUJARI";276;8186154.47
2004;"CAPIXABA (AC)";"AC";"CAPIXABA";417;2243134.89
2004;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";305;1474642.31
2004;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";1358;2049465.98
2004;"FEIJO (AC)";"AC";"FEIJO";151;859490.13
2004;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";57;86840.64
2004;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";95;94914.5
2004;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";64;63942.4
2004;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";986;3643605.68
2004;"PORTO ACRE (AC)";"AC";"PORTO ACRE";634;2094107.07
2004;"RIO BRANCO (AC)";"AC";"RIO BRANCO";2013;28346904.95
2004;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";229;346008.91
2004;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";726;5347145.25
2004;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";786;4708146.92
2004;"TARAUACA (AC)";"AC";"TARAUACA";44;1402587.64
2004;"XAPURI (AC)";"AC";"XAPURI";37;2669672.01
2004;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";1466;518247.35
2004;"ANADIA (AL)";"AL";"ANADIA";100;207080.7
2004;"ARAPIRACA (AL)";"AL";"ARAPIRACA";1024;5623337.53
2004;"ATALAIA (AL)";"AL";"ATALAIA";52;1122537.48
2004;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";224;261539.28
2004;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";19;93962.8
2004;"BATALHA (AL)";"AL";"BATALHA";127;437412.75
2004;"BELEM (AL)";"AL";"BELEM";221;77452.3
2004;"BELO MONTE (AL)";"AL";"BELO MONTE";282;960083.13
2004;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";18;152573
2004;"BRANQUINHA (AL)";"AL";"BRANQUINHA";333;307942.25
2004;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";856;1213936.27
2004;"CAJUEIRO (AL)";"AL";"CAJUEIRO";23;105333.7
2004;"CAMPESTRE (AL)";"AL";"CAMPESTRE";23;118250
2004;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";11;780306
2004;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";77;305511.4
2004;"CANAPI (AL)";"AL";"CANAPI";646;892494.68
2004;"CAPELA (AL)";"AL";"CAPELA";22;518736.63
2004;"CARNEIROS (AL)";"AL";"CARNEIROS";777;601181.93
2004;"CHA PRETA (AL)";"AL";"CHA PRETA";386;744449.6
2004;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";68;70870.9
2004;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";128;328203.43
2004;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";90;124255
2004;"CORURIPE (AL)";"AL";"CORURIPE";460;4600547.2
2004;"CRAIBAS (AL)";"AL";"CRAIBAS";461;979750.34
2004;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";1474;2365792.47
2004;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";706;2510723.57
2004;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";526;784293.12
2004;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";82;156297.15
2004;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";45;205545.12
2004;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";21;493075.5
2004;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";638;1558697.5
2004;"IBATEGUARA (AL)";"AL";"IBATEGUARA";13;312451.04
2004;"IGACI (AL)";"AL";"IGACI";910;1120972.56
2004;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";566;1727448.23
2004;"INHAPI (AL)";"AL";"INHAPI";1496;875982.84
2004;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";103;457715.71
2004;"JACUIPE (AL)";"AL";"JACUIPE";39;167136.25
2004;"JAPARATINGA (AL)";"AL";"JAPARATINGA";3;30282
2004;"JARAMATAIA (AL)";"AL";"JARAMATAIA";302;474177.8
2004;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";114;196279.4
2004;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";204;542106.3
2004;"JUNDIA (AL)";"AL";"JUNDIA";5;102368
2004;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";421;867705.46
2004;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";143;177737.79
2004;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";50;509748.22
2004;"MACEIO (AL)";"AL";"MACEIO";152;26703473.27
2004;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";1620;2203257.37
