"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2004;"ACRELANDIA (AC)";"AC";"ACRELANDIA";48;0;9;57
2004;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";10;0;1;11
2004;"BRASILEIA (AC)";"AC";"BRASILEIA";83;0;3;86
2004;"BUJARI (AC)";"AC";"BUJARI";29;3;2;34
2004;"CAPIXABA (AC)";"AC";"CAPIXABA";12;1;2;15
2004;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";238;19;16;273
2004;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";71;0;7;78
2004;"FEIJO (AC)";"AC";"FEIJO";27;0;0;27
2004;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";14;1;4;19
2004;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";3;0;0;3
2004;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";38;1;1;40
2004;"PORTO ACRE (AC)";"AC";"PORTO ACRE";31;2;0;33
2004;"RIO BRANCO (AC)";"AC";"RIO BRANCO";2450;78;329;2857
2004;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";0;0;0;0
2004;"SANTA ROSA (AC)";"AC";"SANTA ROSA";0;0;0;0
2004;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";38;1;1;40
2004;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";92;0;5;97
2004;"TARAUACA (AC)";"AC";"TARAUACA";26;0;0;26
2004;"XAPURI (AC)";"AC";"XAPURI";18;0;0;18
2004;"ARAPIRACA (AL)";"AL";"ARAPIRACA";1919;291;225;2435
2004;"ATALAIA (AL)";"AL";"ATALAIA";415;112;113;640
2004;"CAJUEIRO (AL)";"AL";"CAJUEIRO";0;0;0;0
2004;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";0;0;0;0
2004;"CORURIPE (AL)";"AL";"CORURIPE";353;65;178;596
2004;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";442;158;27;627
2004;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";166;36;50;252
2004;"MACEIO (AL)";"AL";"MACEIO";4161;673;1437;6271
2004;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";625;203;164;992
2004;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";513;171;93;777
2004;"PENEDO (AL)";"AL";"PENEDO";479;81;190;750
2004;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";1;0;0;1
2004;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";0;0;0;0
2004;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";659;112;64;835
2004;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";758;177;230;1165
2004;"TRAIPU (AL)";"AL";"TRAIPU";0;0;0;0
2004;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";641;164;121;926
2004;"VICOSA (AL)";"AL";"VICOSA";210;32;35;277
2004;"ALVARAES (AM)";"AM";"ALVARAES";0;0;1;1
2004;"AMATURA (AM)";"AM";"AMATURA";0;0;0;0
2004;"ANAMA (AM)";"AM";"ANAMA";0;0;0;0
2004;"ANORI (AM)";"AM";"ANORI";1;0;0;1
2004;"APUI (AM)";"AM";"APUI";18;1;1;20
2004;"ATALAIA DO NORTE (AM)";"AM";"ATALAIA DO NORTE";1;0;0;1
2004;"AUTAZES (AM)";"AM";"AUTAZES";3;0;1;4
2004;"BARCELOS (AM)";"AM";"BARCELOS";4;0;0;4
