"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2011;"ACRELANDIA (AC)";"AC";"ACRELANDIA";176;3;35;214
2011;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";14;1;2;17
2011;"BRASILEIA (AC)";"AC";"BRASILEIA";155;2;9;166
2011;"BUJARI (AC)";"AC";"BUJARI";76;3;5;84
2011;"CAPIXABA (AC)";"AC";"CAPIXABA";62;1;8;71
2011;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";501;44;43;588
2011;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";148;1;11;160
2011;"FEIJO (AC)";"AC";"FEIJO";84;1;1;86
2011;"JORDAO (AC)";"AC";"JORDAO";1;0;0;1
2011;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";60;1;8;69
2011;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";21;0;1;22
2011;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";4;0;2;6
2011;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";128;1;8;137
2011;"PORTO ACRE (AC)";"AC";"PORTO ACRE";113;2;26;141
2011;"PORTO WALTER (AC)";"AC";"PORTO WALTER";2;0;0;2
2011;"RIO BRANCO (AC)";"AC";"RIO BRANCO";3563;158;487;4208
2011;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";9;1;1;11
2011;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";2;0;1;3
2011;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";83;3;4;90
2011;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";291;3;16;310
2011;"TARAUACA (AC)";"AC";"TARAUACA";121;2;7;130
2011;"XAPURI (AC)";"AC";"XAPURI";55;2;1;58
2011;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";50;66;7;123
2011;"ANADIA (AL)";"AL";"ANADIA";42;54;31;127
2011;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2639;431;273;3343
2011;"ATALAIA (AL)";"AL";"ATALAIA";192;46;101;339
2011;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";22;8;14;44
2011;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";17;2;5;24
2011;"BATALHA (AL)";"AL";"BATALHA";81;25;3;109
2011;"BELEM (AL)";"AL";"BELEM";10;17;1;28
2011;"BELO MONTE (AL)";"AL";"BELO MONTE";30;6;2;38
2011;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";233;64;84;381
2011;"BRANQUINHA (AL)";"AL";"BRANQUINHA";15;18;10;43
2011;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";37;31;8;76
2011;"CAJUEIRO (AL)";"AL";"CAJUEIRO";95;12;44;151
2011;"CAMPESTRE (AL)";"AL";"CAMPESTRE";14;47;8;69
2011;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";131;121;100;352
2011;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";42;22;9;73
2011;"CANAPI (AL)";"AL";"CANAPI";26;25;13;64
2011;"CAPELA (AL)";"AL";"CAPELA";62;5;33;100
2011;"CARNEIROS (AL)";"AL";"CARNEIROS";18;6;2;26
2011;"CHA PRETA (AL)";"AL";"CHA PRETA";21;6;4;31
2011;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";40;4;16;60
2011;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";53;21;23;97
2011;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";6;4;3;13
2011;"CORURIPE (AL)";"AL";"CORURIPE";318;61;163;542
2011;"CRAIBAS (AL)";"AL";"CRAIBAS";84;25;16;125
2011;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";406;345;29;780
2011;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";48;9;5;62
2011;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";38;42;12;92
2011;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";44;2;36;82
2011;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";3;5;6;14
2011;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";21;17;31;69
2011;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";114;37;36;187
2011;"IBATEGUARA (AL)";"AL";"IBATEGUARA";31;50;14;95
2011;"IGACI (AL)";"AL";"IGACI";60;46;24;130
2011;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";68;20;65;153
2011;"INHAPI (AL)";"AL";"INHAPI";42;12;4;58
2011;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";30;5;4;39
2011;"JACUIPE (AL)";"AL";"JACUIPE";11;7;10;28
2011;"JAPARATINGA (AL)";"AL";"JAPARATINGA";10;14;3;27
2011;"JARAMATAIA (AL)";"AL";"JARAMATAIA";14;8;3;25
2011;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";30;11;28;69
2011;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";79;27;63;169
2011;"JUNDIA (AL)";"AL";"JUNDIA";8;5;8;21
2011;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";191;27;92;310
2011;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";62;13;22;97
2011;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";68;14;36;118
2011;"MACEIO (AL)";"AL";"MACEIO";6156;939;1732;8827
2011;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";57;20;16;93
2011;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";10;2;5;17
2011;"MARAGOGI (AL)";"AL";"MARAGOGI";47;79;28;154
2011;"MARAVILHA (AL)";"AL";"MARAVILHA";28;31;5;64
2011;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";224;73;82;379
2011;"MARIBONDO (AL)";"AL";"MARIBONDO";43;18;12;73
2011;"MATA GRANDE (AL)";"AL";"MATA GRANDE";42;26;4;72
2011;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";116;25;102;243
2011;"MESSIAS (AL)";"AL";"MESSIAS";63;36;57;156
2011;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";24;10;5;39
2011;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";9;2;5;16
2011;"MURICI (AL)";"AL";"MURICI";98;24;81;203
2011;"NOVO LINO (AL)";"AL";"NOVO LINO";41;18;38;97
2011;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";90;48;16;154
2011;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";21;15;4;40
2011;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";9;1;9;19
2011;"OLIVENCA (AL)";"AL";"OLIVENCA";31;10;4;45
2011;"OURO BRANCO (AL)";"AL";"OURO BRANCO";37;30;15;82
2011;"PALESTINA (AL)";"AL";"PALESTINA";5;4;1;10
2011;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";534;133;41;708
