"ano";"cod_mun";"amc";"semiarido";"polos";"cod_uf";"uf";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta";"est_pop"
2011;1100320;1001;0;0;11;"RO";"SAO MIGUEL DO GUAPORE (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;307;1072;111165412504455;488030224103949;378431635654414;487783719077202;621474376553516;197571994846595;179250090922635;215497004631172;984949098516006;21878
2011;1100346;1005;0;0;11;"RO";"ALVORADA D OESTE (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;326;500;742895470979127;322486770829865;720432713916924;264272240360239;46402686808657;112282914374524;857717792132347;120860092295847;726977981073781;16624
2011;1100379;1001;0;0;11;"RO";"ALTO ALEGRE DOS PARECIS (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;141;424;520453899955769;310864369667362;525996906723333;1516688881434;369154445349927;884287393833022;551209844616045;939408378294627;732481870762703;12824
2011;1100403;1002;0;0;11;"RO";"ALTO PARAISO (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;262;246;508687734425339;334913404507593;618638931817812;247812425549786;495065621291519;113965534453068;834126597836655;122306800431434;701139469002087;17443
2011;1100452;1006;0;0;11;"RO";"BURITIS (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;431;128;604362822280193;590313485459396;227337755136175;678579281323066;901818286346335;239804880826497;238637289129455;263668609739443;80144872397416;32898
2011;1100502;1003;0;0;11;"RO";"NOVO HORIZONTE DO OESTE (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;97;492;686576368655946;20819476294828;429131078988337;128380200086648;280210473352738;659698551209631;384707973760999;69816934858573;692353322581695;10084
2011;1100601;1002;0;0;11;"RO";"CACAULANDIA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;76;230;729755614198356;285316192969108;170975390855412;68213360328346;184350043570313;554977135953308;283818975741692;583359033527477;101207323614145;5764
2011;1100700;1006;0;0;11;"RO";"CAMPO NOVO DE RONDONIA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;71;141;2631666543075;340524748123386;171929654557364;124919077324986;359300842024546;996674328953414;458266732524621;104250100220588;817135155744174;12757
2011;1100809;1006;0;0;11;"RO";"CANDEIAS DO JAMARI (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;164;35;880825800298406;233461445112256;488145085781721;344815802065083;572584411378492;163900674433755;119346600170468;175835334450802;866525469492277;20291
2011;1100908;1003;0;0;11;"RO";"CASTANHEIRAS (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;35;101;14353546496289;131486803121026;91685248295725;322807837984851;119156691745239;292092803494323;165349654048848;308627768899208;875042998403323;3526
2011;1100924;1001;0;0;11;"RO";"CHUPINGUAIA (RO)";0;0;0;47414;0;0;0;14910;0;"0";"0";257021263775155;0;0;0;0;120;151;110060161669752;358170931548635;197937388736815;305656866168971;292879638179625;115464482463405;913879067130212;124603273134707;146333819020596;8514
2011;1100940;1002;0;0;11;"RO";"CUJUBIM (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;167;41;11115648207997;184092115376287;437894787538941;308961650770941;472837328545437;140378588223161;110926666646774;151471254887838;914129615265862;16569
2011;1101005;1002;0;0;11;"RO";"GOVERNADOR JORGE TEIXEIRA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;60;227;731925707901986;327042849175565;21573696799079;834363299708937;309949547046615;742002422992153;351402794936601;777142702485813;756563984326121;10272
2011;1101104;1002;0;0;11;"RO";"ITAPUA DO OESTE (RO)";0;0;0;781;0;0;0;315;0;"0";"0";395310819166636;0;0;0;0;143;65;177270440802313;1672052264185;17766942918903;155835000327593;260718970715861;761428633574116;492991430269544;810727776601071;93187083251974;8700
2011;1101203;1003;0;0;11;"RO";"MINISTRO ANDREAZZA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;170;440;251195172922277;193738599371072;342106552173719;189696134318758;311441059613523;729086455443856;800936204535581;809180075897414;787369843381213;10276
2011;1101302;1005;0;0;11;"RO";"MIRANTE DA SERRA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;195;349;624825632676916;181248729808541;700699919371458;194428641752297;331338513922965;777085877420949;500765207143758;827162398135325;702115630569556;11780
2011;1101401;1002;0;0;11;"RO";"MONTE NEGRO (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;300;267;550749702130222;301067965255957;239534623919568;204887631404669;408855047069009;11543452676492;66024058395858;122036932604506;859173103643679;14203
2011;1101435;1005;0;0;11;"RO";"NOVA UNIAO (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;61;298;501375154429903;215858462028716;161489177359116;538240534338121;215937378806784;501768818928355;247334833310553;52650230225941;707949753639814;7436
2011;1101450;1004;0;0;11;"RO";"PARECIS (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;46;143;364697074246527;154648064015999;179435388542162;453848112958511;151132518516168;369108932682235;187705969346034;387879522693707;791267566519406;4901
2011;1101468;1001;0;0;11;"RO";"PIMENTEIRAS DO OESTE (RO)";0;0;0;51840;0;0;0;16000;0;"0";"0";281016838192521;0;0;0;0;22;181;668646158214848;20448733593069;194593100745455;398239511562995;878349763020954;351605566540499;170478656157072;368653432156206;160353852994228;2299
2011;1101476;1004;0;0;11;"RO";"PRIMAVERA DE RONDONIA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;40;82;149038396490387;925953147250054;122106527385761;317968499706293;116483172136497;253085996493839;120847555888993;265170752082738;76550451658307;3464
2011;1101484;1004;0;0;11;"RO";"SAO FELIPE D OESTE (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;86;113;201968112850106;146537539093535;167819758202446;621295683601616;179494339008453;404943422282394;216333949635917;426576817245986;718263835222904;5938
2011;1101492;1001;0;0;11;"RO";"SAO FRANCISCO DO GUAPORE (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;260;424;804446025990135;419253147778219;798166398011374;288359421656049;48105139582537;126848061198391;122417410614039;139089802259795;851170655729936;16340
2011;1101500;1001;0;0;11;"RO";"SERINGUEIRAS (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;197;741;720434486238635;257395694429163;807149784453448;18294105473308;335342410208666;856394144739386;736099207067687;930004065446154;800072405395346;11624
2011;1101559;1005;0;0;11;"RO";"TEIXEIROPOLIS (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;40;142;236462351310585;140237413106483;263534546063631;531723028939318;150249459223588;370012629830366;219939516617037;39200658149207;811271955520842;4832
2011;1101609;1002;0;0;11;"RO";"THEOBROMA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;78;192;475963908968604;321200044498176;191071165195079;6442246111204;286807504765197;69153712689492;307367800471477;722273900018936;680619999003348;10611
2011;1101708;1005;0;0;11;"RO";"URUPA (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;134;469;764446523599094;267317982143982;441892349159151;165544304819281;365564704647836;842616226527013;563157231426067;89893194966962;700758004446289;12828
2011;1101757;1002;0;0;11;"RO";"VALE DO ANARI (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;86;204;305454028795322;203524487545449;260425159930316;875023475171973;273158426033467;590227770166014;312772273989415;621505004488087;653459168779976;9510
2011;1101807;1005;0;0;11;"RO";"VALE DO PARAISO (RO)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;67;162;382157620818797;262947409111759;192369875467715;832272513940315;241654680688951;607066328741513;32185756892988;639252085634501;790762177906461;8083
2011;1200013;21001;0;0;12;"AC";"ACRELANDIA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;214;556;801917782068966;357662766759884;667536872440537;15221708940268;374542587200221;951176123683707;37175652516282;988351769276858;773419040724424;12778
2011;1200054;21002;0;0;12;"AC";"ASSIS BRASIL (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;17;100;411538923682751;723550130882993;806692303911758;457705543470302;188411422618388;314603913092835;788143849503505;32248535158787;520809888771596;6192
2011;1200104;21003;0;0;12;"AC";"BRASILEIA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;166;433;341349555493662;307041575583387;976729333498696;298636686024843;605760743799116;130911193183408;995985539659023;140871048579999;645102256524003;21837
2011;1200138;21003;0;0;12;"AC";"BUJARI (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;84;92;109350439594401;373429949937862;192719078229865;617004795815078;247852828946295;702255166288651;876723242463073;711022398713282;823991825364185;8629
2011;1200179;21003;0;0;12;"AC";"CAPIXABA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;71;383;508140854099584;290800891737002;129246429246104;899630431348369;259261118415201;769271482533144;348415809771462;80411306351029;884807383330689;9087
2011;1200203;21004;0;0;12;"AC";"CRUZEIRO DO SUL (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;588;404;127133606457018;479343459238883;392789317683415;184997066303566;216345541727609;488555885723405;365521213534596;525108007076864;663232553778532;79173
2011;1200252;21003;0;0;12;"AC";"EPITACIOLANDIA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;160;260;178159766221381;156487367026194;566284271545177;376798787354174;435541116614007;102545570507202;799200160034456;110537572107547;718056141272379;15394
2011;1200302;21005;0;0;12;"AC";"FEIJO (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;86;172;264809786919857;238764612444259;668209939302872;190799799202455;903409360469993;139979476604699;198952181379082;14196899841849;437002610481932;32487
2011;1200336;21004;0;0;12;"AC";"MANCIO LIMA (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;69;163;421739985141098;141311737758102;298344606022219;8937325462353;454999090524137;71551853658486;980738449825688;725325921083117;466327611669779;15553
2011;1200344;21007;0;0;12;"AC";"MANOEL URBANO (AC)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;22;29;113089356061068;782672636996131;127150028817686;54620843582476;248779123196243;394382233360101;178739406113952;412256173971496;508644561776156;8104
