"ano";"chave";"Estado";"Mun";"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.GIRASSOL";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"PRODUTOR.DA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"Total"
2014;"ALTA FLORESTA D OESTE (RO)";"RO";"ALTA FLORESTA D OESTE";"RO-ALTA FLORESTA D OESTE";0;0;0;0;0;0;0;0;0
2014;"ARIQUEMES (RO)";"RO";"ARIQUEMES";"RO-ARIQUEMES";0;0;0;0;0;0;0;0;0
2014;"CABIXI (RO)";"RO";"CABIXI";"RO-CABIXI";0;0;0;0;0;0;0;0;0
2014;"CACOAL (RO)";"RO";"CACOAL";"RO-CACOAL";0;0;0;0;0;0;0;0;0
2014;"CEREJEIRAS (RO)";"RO";"CEREJEIRAS";"RO-CEREJEIRAS";0;0;0;0;0;0;0;724;724
2014;"COLORADO DO OESTE (RO)";"RO";"COLORADO DO OESTE";"RO-COLORADO DO OESTE";0;0;0;0;0;0;0;0;0
2014;"CORUMBIARA (RO)";"RO";"CORUMBIARA";"RO-CORUMBIARA";0;0;0;0;0;0;0;0;0
2014;"COSTA MARQUES (RO)";"RO";"COSTA MARQUES";"RO-COSTA MARQUES";0;0;0;0;0;0;0;0;0
2014;"ESPIGAO D OESTE (RO)";"RO";"ESPIGAO D OESTE";"RO-ESPIGAO D OESTE";0;0;0;0;0;0;0;0;0
2014;"GUAJARA MIRIM (RO)";"RO";"GUAJARA MIRIM";"RO-GUAJARA-MIRIM";0;0;0;0;0;0;0;0;0
2014;"JARU (RO)";"RO";"JARU";"RO-JARU";0;0;0;0;0;0;0;0;0
2014;"JI PARANA (RO)";"RO";"JI PARANA";"RO-JI-PARANA";0;0;0;0;0;0;0;0;0
2014;"MACHADINHO D OESTE (RO)";"RO";"MACHADINHO D OESTE";"RO-MACHADINHO D OESTE";0;0;0;0;0;0;0;0;0
2014;"NOVA BRASILANDIA D OESTE (RO)";"RO";"NOVA BRASILANDIA D OESTE";"RO-NOVA BRASILANDIA D OESTE";0;0;0;0;0;0;0;0;0
2014;"OURO PRETO DO OESTE (RO)";"RO";"OURO PRETO DO OESTE";"RO-OURO PRETO DO OESTE";0;0;0;0;0;0;0;0;0
2014;"PIMENTA BUENO (RO)";"RO";"PIMENTA BUENO";"RO-PIMENTA BUENO";0;0;0;0;0;0;0;0;0
2014;"PORTO VELHO (RO)";"RO";"PORTO VELHO";"RO-PORTO VELHO";0;0;0;0;0;0;0;3000;3000
2014;"PRESIDENTE MEDICI (RO)";"RO";"PRESIDENTE MEDICI";"RO-PRESIDENTE MEDICI";0;0;0;0;0;0;0;0;0
2014;"RIO CRESPO (RO)";"RO";"RIO CRESPO";"RO-RIO CRESPO";0;0;0;0;0;0;0;0;0
2014;"ROLIM DE MOURA (RO)";"RO";"ROLIM DE MOURA";"RO-ROLIM DE MOURA";0;0;0;0;0;0;0;0;0
2014;"SANTA LUZIA D OESTE (RO)";"RO";"SANTA LUZIA D OESTE";"RO-SANTA LUZIA D OESTE";0;0;0;0;0;0;0;0;0
2014;"VILHENA (RO)";"RO";"VILHENA";"RO-VILHENA";0;0;0;0;0;0;0;0;0
2014;"SAO MIGUEL DO GUAPORE (RO)";"RO";"SAO MIGUEL DO GUAPORE";"RO-SAO MIGUEL DO GUAPORE";0;0;0;0;0;0;0;0;0
2014;"NOVA MAMORE (RO)";"RO";"NOVA MAMORE";"RO-NOVA MAMORE";0;0;0;0;0;0;0;0;0
2014;"ALVORADA D OESTE (RO)";"RO";"ALVORADA D OESTE";"RO-ALVORADA D OESTE";0;0;0;0;0;0;0;0;0
2014;"ALTO ALEGRE DOS PARECIS (RO)";"RO";"ALTO ALEGRE DOS PARECIS";"RO-ALTO ALEGRE DOS PARECIS";0;0;0;0;0;0;0;0;0
2014;"ALTO PARAISO (RO)";"RO";"ALTO PARAISO";"RO-ALTO PARAISO";0;0;0;0;0;0;0;0;0
2014;"BURITIS (RO)";"RO";"BURITIS";"RO-BURITIS";0;0;0;0;0;0;0;0;0
2014;"NOVO HORIZONTE DO OESTE (RO)";"RO";"NOVO HORIZONTE DO OESTE";"RO-NOVO HORIZONTE DO OESTE";0;0;0;0;0;0;0;0;0
2014;"CACAULANDIA (RO)";"RO";"CACAULANDIA";"RO-CACAULANDIA";0;0;0;0;0;0;0;0;0
2014;"CAMPO NOVO DE RONDONIA (RO)";"RO";"CAMPO NOVO DE RONDONIA";"RO-CAMPO NOVO DE RONDONIA";0;0;0;0;0;0;0;0;0
2014;"CANDEIAS DO JAMARI (RO)";"RO";"CANDEIAS DO JAMARI";"RO-CANDEIAS DO JAMARI";0;0;0;0;0;0;0;0;0
2014;"CASTANHEIRAS (RO)";"RO";"CASTANHEIRAS";"RO-CASTANHEIRAS";0;0;0;0;0;0;0;0;0
2014;"CHUPINGUAIA (RO)";"RO";"CHUPINGUAIA";"RO-CHUPINGUAIA";0;0;0;0;0;0;0;0;0
2014;"CUJUBIM (RO)";"RO";"CUJUBIM";"RO-CUJUBIM";0;0;0;0;0;0;0;0;0
2014;"GOVERNADOR JORGE TEIXEIRA (RO)";"RO";"GOVERNADOR JORGE TEIXEIRA";"RO-GOVERNADOR JORGE TEIXEIRA";0;0;0;0;0;0;0;0;0
2014;"ITAPUA DO OESTE (RO)";"RO";"ITAPUA DO OESTE";"RO-ITAPUA DO OESTE";0;0;0;0;0;0;0;0;0
2014;"MINISTRO ANDREAZZA (RO)";"RO";"MINISTRO ANDREAZZA";"RO-MINISTRO ANDREAZZA";0;0;0;0;0;0;0;0;0
2014;"MIRANTE DA SERRA (RO)";"RO";"MIRANTE DA SERRA";"RO-MIRANTE DA SERRA";0;0;0;0;0;0;0;0;0
2014;"MONTE NEGRO (RO)";"RO";"MONTE NEGRO";"RO-MONTE NEGRO";0;0;0;0;0;0;0;0;0
2014;"NOVA UNIAO (RO)";"RO";"NOVA UNIAO";"RO-NOVA UNIAO";0;0;0;0;0;0;0;0;0
2014;"PARECIS (RO)";"RO";"PARECIS";"RO-PARECIS";0;0;0;0;0;0;0;0;0
2014;"PIMENTEIRAS DO OESTE (RO)";"RO";"PIMENTEIRAS DO OESTE";"RO-PIMENTEIRAS DO OESTE";0;0;0;0;0;0;0;0;0
2014;"PRIMAVERA DE RONDONIA (RO)";"RO";"PRIMAVERA DE RONDONIA";"RO-PRIMAVERA DE RONDONIA";0;0;0;0;0;0;0;0;0
2014;"SAO FELIPE D OESTE (RO)";"RO";"SAO FELIPE D OESTE";"RO-SAO FELIPE D OESTE";0;0;0;0;0;0;0;0;0
2014;"SAO FRANCISCO DO GUAPORE (RO)";"RO";"SAO FRANCISCO DO GUAPORE";"RO-SAO FRANCISCO DO GUAPORE";0;0;0;0;0;0;0;0;0
2014;"SERINGUEIRAS (RO)";"RO";"SERINGUEIRAS";"RO-SERINGUEIRAS";0;0;0;0;0;0;0;0;0
2014;"TEIXEIROPOLIS (RO)";"RO";"TEIXEIROPOLIS";"RO-TEIXEIROPOLIS";0;0;0;0;0;0;0;0;0
2014;"THEOBROMA (RO)";"RO";"THEOBROMA";"RO-THEOBROMA";0;0;0;0;0;0;0;0;0
2014;"URUPA (RO)";"RO";"URUPA";"RO-URUPA";0;0;0;0;0;0;0;0;0
2014;"VALE DO ANARI (RO)";"RO";"VALE DO ANARI";"RO-VALE DO ANARI";0;0;0;0;0;0;0;0;0
2014;"VALE DO PARAISO (RO)";"RO";"VALE DO PARAISO";"RO-VALE DO PARAISO";0;0;0;0;0;0;0;0;0
2014;"ACRELANDIA (AC)";"AC";"ACRELANDIA";"AC-ACRELANDIA";0;0;0;0;0;0;0;0;0
2014;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";"AC-ASSIS BRASIL";0;0;0;0;0;0;0;0;0
2014;"BRASILEIA (AC)";"AC";"BRASILEIA";"AC-BRASILEIA";0;0;0;0;0;0;0;0;0
2014;"BUJARI (AC)";"AC";"BUJARI";"AC-BUJARI";0;0;0;0;0;0;0;0;0
2014;"CAPIXABA (AC)";"AC";"CAPIXABA";"AC-CAPIXABA";0;0;0;0;0;0;0;0;0
2014;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";"AC-CRUZEIRO DO SUL";0;0;0;0;0;0;0;0;0
2014;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";"AC-EPITACIOLANDIA";0;0;0;0;0;0;0;0;0
2014;"FEIJO (AC)";"AC";"FEIJO";"AC-FEIJO";0;0;0;0;0;0;0;0;0
2014;"JORDAO (AC)";"AC";"JORDAO";"AC-JORDAO";0;0;0;0;0;0;0;0;0
2014;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";"AC-MANCIO LIMA";0;0;0;0;0;0;0;0;0
2014;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";"AC-MANOEL URBANO";0;0;0;0;0;0;0;0;0
2014;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";"AC-MARECHAL THAUMATURGO";0;0;0;0;0;0;0;0;0
2014;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";"AC-PLACIDO DE CASTRO";0;0;0;0;0;0;0;0;0
2014;"PORTO WALTER (AC)";"AC";"PORTO WALTER";"AC-PORTO WALTER";0;0;0;0;0;0;0;0;0
2014;"RIO BRANCO (AC)";"AC";"RIO BRANCO";"AC-RIO BRANCO";0;0;0;0;0;0;0;0;0
2014;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";"AC-RODRIGUES ALVES";0;0;0;0;0;0;0;0;0
2014;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";"AC-SANTA ROSA DO PURUS";0;0;0;0;0;0;0;0;0
2014;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";"AC-SENADOR GUIOMARD";0;0;0;0;0;0;0;0;0
2014;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";"AC-SENA MADUREIRA";0;0;0;0;0;0;0;0;0
2014;"TARAUACA (AC)";"AC";"TARAUACA";"AC-TARAUACA";0;0;0;0;0;0;0;0;0
2014;"XAPURI (AC)";"AC";"XAPURI";"AC-XAPURI";0;0;0;0;0;0;0;0;0
2014;"PORTO ACRE (AC)";"AC";"PORTO ACRE";"AC-PORTO ACRE";0;0;0;0;0;0;0;0;0
2014;"ALVARAES (AM)";"AM";"ALVARAES";"AM-ALVARAES";0;0;0;0;0;0;0;0;0
2014;"AMATURA (AM)";"AM";"AMATURA";"AM-AMATURA";0;0;0;0;0;0;0;0;0
2014;"ANAMA (AM)";"AM";"ANAMA";"AM-ANAMA";0;0;0;0;0;0;0;0;0
2014;"ANORI (AM)";"AM";"ANORI";"AM-ANORI";0;0;0;0;0;0;0;0;0
2014;"APUI (AM)";"AM";"APUI";"AM-APUI";0;0;0;0;0;0;0;0;0
2014;"ATALAIA DO NORTE (AM)";"AM";"ATALAIA DO NORTE";"AM-ATALAIA DO NORTE";0;0;0;0;0;0;0;0;0
2014;"AUTAZES (AM)";"AM";"AUTAZES";"AM-AUTAZES";0;0;0;0;0;0;0;0;0
2014;"BARCELOS (AM)";"AM";"BARCELOS";"AM-BARCELOS";0;0;0;0;0;0;0;0;0
2014;"BARREIRINHA (AM)";"AM";"BARREIRINHA";"AM-BARREIRINHA";0;0;0;0;0;0;0;0;0
2014;"BENJAMIN CONSTANT (AM)";"AM";"BENJAMIN CONSTANT";"AM-BENJAMIN CONSTANT";0;0;0;0;0;0;0;0;0
2014;"BERURI (AM)";"AM";"BERURI";"AM-BERURI";0;0;0;0;0;0;0;0;0
2014;"BOA VISTA DO RAMOS (AM)";"AM";"BOA VISTA DO RAMOS";"AM-BOA VISTA DO RAMOS";0;0;0;0;0;0;0;0;0
2014;"BOCA DO ACRE (AM)";"AM";"BOCA DO ACRE";"AM-BOCA DO ACRE";0;0;0;0;0;0;0;0;0
2014;"BORBA (AM)";"AM";"BORBA";"AM-BORBA";0;0;0;0;0;0;0;0;0
2014;"CAAPIRANGA (AM)";"AM";"CAAPIRANGA";"AM-CAAPIRANGA";0;0;0;0;0;0;0;0;0
2014;"CANUTAMA (AM)";"AM";"CANUTAMA";"AM-CANUTAMA";0;0;0;0;0;0;0;0;0
2014;"CARAUARI (AM)";"AM";"CARAUARI";"AM-CARAUARI";0;0;0;0;0;0;0;0;0
2014;"CAREIRO (AM)";"AM";"CAREIRO";"AM-CAREIRO";0;0;0;0;0;0;0;0;0
2014;"CAREIRO DA VARZEA (AM)";"AM";"CAREIRO DA VARZEA";"AM-CAREIRO DA VARZEA";0;0;0;0;0;0;0;0;0
2014;"COARI (AM)";"AM";"COARI";"AM-COARI";0;0;0;0;0;0;0;0;0
2014;"CODAJAS (AM)";"AM";"CODAJAS";"AM-CODAJAS";0;0;0;0;0;0;0;0;0
2014;"EIRUNEPE (AM)";"AM";"EIRUNEPE";"AM-EIRUNEPE";0;0;0;0;0;0;0;0;0
2014;"ENVIRA (AM)";"AM";"ENVIRA";"AM-ENVIRA";0;0;0;0;0;0;0;0;0
2014;"FONTE BOA (AM)";"AM";"FONTE BOA";"AM-FONTE BOA";0;0;0;0;0;0;0;0;0
2014;"GUAJARA (AM)";"AM";"GUAJARA";"AM-GUAJARA";0;0;0;0;0;0;0;0;0
2014;"HUMAITA (AM)";"AM";"HUMAITA";"AM-HUMAITA";0;0;0;0;0;0;0;0;0
2014;"IPIXUNA (AM)";"AM";"IPIXUNA";"AM-IPIXUNA";0;0;0;0;0;0;0;0;0
2014;"IRANDUBA (AM)";"AM";"IRANDUBA";"AM-IRANDUBA";0;0;0;0;0;0;0;0;0
