"ano";"Cód.";"Município";"Dendê..cacho.de.coco.";"Girassol..em.grão.";"Mamona..baga.";"Soja..em.grão."
2014;"1200435";"SANTA ROSA DO PURUS (AC)";0;0;0;0
2014;"1200450";"SENADOR GUIOMARD (AC)";0;0;0;690
2014;"1200500";"SENA MADUREIRA (AC)";0;0;0;0
2014;"1200609";"TARAUACA (AC)";0;0;0;0
2014;"1200708";"XAPURI (AC)";0;0;0;0
2014;"1200807";"PORTO ACRE (AC)";0;0;0;0
2014;"1300029";"ALVARAES (AM)";0;0;0;0
2014;"1300060";"AMATURA (AM)";0;0;0;0
2014;"1300086";"ANAMA (AM)";0;0;0;0
2014;"1300102";"ANORI (AM)";0;0;0;0
2014;"1300144";"APUI (AM)";0;0;0;0
2014;"1300201";"ATALAIA DO NORTE (AM)";0;0;0;0
2014;"1300300";"AUTAZES (AM)";0;0;0;0
2014;"1300409";"BARCELOS (AM)";0;0;0;0
2014;"1300508";"BARREIRINHA (AM)";0;0;0;0
2014;"1300607";"BENJAMIN CONSTANT (AM)";0;0;0;0
2014;"1300631";"BERURI (AM)";0;0;0;0
2014;"1300680";"BOA VISTA DO RAMOS (AM)";0;0;0;0
2014;"1300706";"BOCA DO ACRE (AM)";0;0;0;0
2014;"1300805";"BORBA (AM)";0;0;0;0
2014;"1300839";"CAAPIRANGA (AM)";0;0;0;0
2014;"1300904";"CANUTAMA (AM)";0;0;0;0
2014;"1301001";"CARAUARI (AM)";0;0;0;0
2014;"1301100";"CAREIRO (AM)";0;0;0;0
2014;"1301159";"CAREIRO DA VARZEA (AM)";0;0;0;0
2014;"1301209";"COARI (AM)";0;0;0;0
2014;"1301308";"CODAJAS (AM)";0;0;0;0
2014;"1301407";"EIRUNEPE (AM)";0;0;0;0
2014;"1301506";"ENVIRA (AM)";0;0;0;0
2014;"1301605";"FONTE BOA (AM)";0;0;0;0
2014;"1301654";"GUAJARA (AM)";0;0;0;0
2014;"1301704";"HUMAITA (AM)";0;0;0;0
2014;"1301803";"IPIXUNA (AM)";0;0;0;0
2014;"1301852";"IRANDUBA (AM)";0;0;0;0
2014;"1301902";"ITACOATIARA (AM)";0;0;0;0
2014;"1301951";"ITAMARATI (AM)";0;0;0;0
2014;"1302009";"ITAPIRANGA (AM)";0;0;0;0
2014;"1302108";"JAPURA (AM)";0;0;0;0
2014;"1302207";"JURUA (AM)";0;0;0;0
2014;"1302306";"JUTAI (AM)";0;0;0;0
2014;"1302405";"LABREA (AM)";0;0;0;0
2014;"1302504";"MANACAPURU (AM)";0;0;0;0
2014;"1302553";"MANAQUIRI (AM)";0;0;0;0
2014;"1302603";"MANAUS (AM)";0;0;0;0
2014;"1302702";"MANICORE (AM)";70;0;0;0
2014;"1302801";"MARAA (AM)";0;0;0;0
2014;"1302900";"MAUES (AM)";0;0;0;0
2014;"1303007";"NHAMUNDA (AM)";0;0;0;0
2014;"1303106";"NOVA OLINDA DO NORTE (AM)";0;0;0;0
2014;"1303205";"NOVO AIRAO (AM)";0;0;0;0
2014;"1303304";"NOVO ARIPUANA (AM)";0;0;0;0
2014;"1303403";"PARINTINS (AM)";0;0;0;0
2014;"1303502";"PAUINI (AM)";0;0;0;0
2014;"1303536";"PRESIDENTE FIGUEIREDO (AM)";0;0;0;0
2014;"1303569";"RIO PRETO DA EVA (AM)";195;0;0;0
2014;"1303601";"SANTA ISABEL DO RIO NEGRO (AM)";0;0;0;0
2014;"1303700";"SANTO ANTONIO DO ICA (AM)";0;0;0;0
2014;"1303809";"SAO GABRIEL DA CACHOEIRA (AM)";0;0;0;0
2014;"1303908";"SAO PAULO DE OLIVENCA (AM)";0;0;0;0
2014;"1303957";"SAO SEBASTIAO DO UATUMA (AM)";0;0;0;0
2014;"1304005";"SILVES (AM)";0;0;0;0
2014;"1304062";"TABATINGA (AM)";0;0;0;0
2014;"1304104";"TAPAUA (AM)";0;0;0;0
2014;"1304203";"TEFE (AM)";0;0;0;0
2014;"1304237";"TONANTINS (AM)";0;0;0;0
2014;"1304260";"UARINI (AM)";0;0;0;0
2014;"1304302";"URUCARA (AM)";0;0;0;0
2014;"1304401";"URUCURITUBA (AM)";0;0;0;0
2014;"1400027";"AMAJARI (RR)";0;0;0;0
2014;"1400050";"ALTO ALEGRE (RR)";0;0;0;10462
2014;"1400100";"BOA VISTA (RR)";0;0;0;10845
2014;"1400159";"BONFIM (RR)";0;0;0;8175
2014;"1400175";"CANTA (RR)";0;0;0;1120
2014;"1400209";"CARACARAI (RR)";0;0;0;0
2014;"1400233";"CAROEBE (RR)";0;0;0;0
2014;"1400282";"IRACEMA (RR)";0;0;0;0
2014;"1400308";"MUCAJAI (RR)";0;0;0;0
2014;"1400407";"NORMANDIA (RR)";0;0;0;0
2014;"1400456";"PACARAIMA (RR)";0;0;0;0
2014;"1400472";"RORAINOPOLIS (RR)";0;0;0;0
2014;"1400506";"SAO JOAO DA BALIZA (RR)";0;0;0;0
2014;"1400605";"SAO LUIZ (RR)";0;0;0;0
2014;"1400704";"UIRAMUTA (RR)";0;0;0;0
2014;"1500107";"ABAETETUBA (PA)";4400;0;0;0
2014;"1500131";"ABEL FIGUEIREDO (PA)";0;0;0;0
2014;"1500206";"ACARA (PA)";36180;0;0;0
2014;"1500305";"AFUA (PA)";0;0;0;0
2014;"1500347";"AGUA AZUL DO NORTE (PA)";0;0;0;0
2014;"1500404";"ALENQUER (PA)";0;0;0;0
2014;"1500503";"ALMEIRIM (PA)";0;0;0;0
2014;"1500602";"ALTAMIRA (PA)";0;0;0;2934
2014;"1500701";"ANAJAS (PA)";0;0;0;0
2014;"1500800";"ANANINDEUA (PA)";0;0;0;0
2014;"1500859";"ANAPU (PA)";0;0;0;0
2014;"1500909";"AUGUSTO CORREA (PA)";0;0;0;25
2014;"1500958";"AURORA DO PARA (PA)";0;0;0;0
2014;"1501006";"AVEIRO (PA)";0;0;0;0
2014;"1501105";"BAGRE (PA)";0;0;0;0
2014;"1501204";"BAIAO (PA)";0;0;0;0
2014;"1501253";"BANNACH (PA)";0;0;0;0
2014;"1501303";"BARCARENA (PA)";0;0;0;0
2014;"1501402";"BELEM (PA)";0;0;0;0
2014;"1501451";"BELTERRA (PA)";0;0;0;42246
2014;"1501501";"BENEVIDES (PA)";0;0;0;0
2014;"1501576";"BOM JESUS DO TOCANTINS (PA)";0;0;0;0
2014;"1501600";"BONITO (PA)";15960;0;0;0
2014;"1501709";"BRAGANCA (PA)";0;0;0;0
2014;"1501725";"BRASIL NOVO (PA)";0;0;0;0
2014;"1501758";"BREJO GRANDE DO ARAGUAIA (PA)";0;0;0;0
2014;"1501782";"BREU BRANCO (PA)";0;0;0;0
2014;"1501808";"BREVES (PA)";0;0;0;0
2014;"1501907";"BUJARU (PA)";1300;0;0;0
2014;"1501956";"CACHOEIRA DO PIRIA (PA)";0;0;0;0
2014;"1502004";"CACHOEIRA DO ARARI (PA)";0;0;0;0
2014;"1502103";"CAMETA (PA)";0;0;0;0
2014;"1502152";"CANAA DOS CARAJAS (PA)";0;0;0;0
2014;"1502202";"CAPANEMA (PA)";0;0;0;0
2014;"1502301";"CAPITAO POCO (PA)";0;0;0;0
2014;"1502400";"CASTANHAL (PA)";4734;0;0;0
2014;"1502509";"CHAVES (PA)";0;0;0;0
2014;"1502608";"COLARES (PA)";0;0;0;0
2014;"1502707";"CONCEICAO DO ARAGUAIA (PA)";0;0;0;3497
2014;"1502756";"CONCORDIA DO PARA (PA)";57137;0;0;0
2014;"1502764";"CUMARU DO NORTE (PA)";0;0;0;13500
2014;"1502772";"CURIONOPOLIS (PA)";0;0;0;0
2014;"1502806";"CURRALINHO (PA)";0;0;0;0
2014;"1502855";"CURUA (PA)";0;0;0;0
2014;"1502905";"CURUCA (PA)";266;0;0;0
2014;"1502939";"DOM ELISEU (PA)";0;0;0;96960
2014;"1502954";"ELDORADO DO CARAJAS (PA)";0;0;0;0
2014;"1503002";"FARO (PA)";0;0;0;0
2014;"1503044";"FLORESTA DO ARAGUAIA (PA)";0;0;0;3353
2014;"1503077";"GARRAFAO DO NORTE (PA)";0;0;0;0
2014;"1503093";"GOIANESIA DO PARA (PA)";0;0;0;0
2014;"1503101";"GURUPA (PA)";0;0;0;0
2014;"1503200";"IGARAPE ACU (PA)";12197;0;0;0
2014;"1503309";"IGARAPE MIRI (PA)";0;0;0;0
2014;"1503408";"INHANGAPI (PA)";0;0;0;0
2014;"1503457";"IPIXUNA DO PARA (PA)";0;0;0;0
2014;"1503507";"IRITUIA (PA)";0;0;0;0
2014;"1503606";"ITAITUBA (PA)";0;0;0;0
2014;"1503705";"ITUPIRANGA (PA)";0;0;0;0
2014;"1503754";"JACAREACANGA (PA)";0;0;0;0
2014;"1503804";"JACUNDA (PA)";0;0;0;0
2014;"1503903";"JURUTI (PA)";0;0;0;0
2014;"1504000";"LIMOEIRO DO AJURU (PA)";0;0;0;0
2014;"1504059";"MAE DO RIO (PA)";0;0;0;0
2014;"1504109";"MAGALHAES BARATA (PA)";0;0;0;0
2014;"1504208";"MARABA (PA)";0;0;0;1283
2014;"1504307";"MARACANA (PA)";265;0;0;0
2014;"1504406";"MARAPANIM (PA)";0;0;0;0
2014;"1504422";"MARITUBA (PA)";0;0;0;0
2014;"1504455";"MEDICILANDIA (PA)";0;0;0;0
2014;"1504505";"MELGACO (PA)";0;0;0;0
2014;"1504604";"MOCAJUBA (PA)";0;0;0;0
2014;"1504703";"MOJU (PA)";31053;0;0;0
2014;"1504752";"MOJUI DOS CAMPOS (PA)";0;0;0;38007
2014;"1504802";"MONTE ALEGRE (PA)";0;0;0;0
2014;"1504901";"MUANA (PA)";0;0;0;0
2014;"1504950";"NOVA ESPERANCA DO PIRIA (PA)";0;0;0;0
2014;"1504976";"NOVA IPIXUNA (PA)";0;0;0;0
2014;"1505007";"NOVA TIMBOTEUA (PA)";675;0;0;0
2014;"1505031";"NOVO PROGRESSO (PA)";0;0;0;3090
2014;"1505064";"NOVO REPARTIMENTO (PA)";0;0;0;0
2014;"1505106";"OBIDOS (PA)";0;0;0;0
2014;"1505205";"OEIRAS DO PARA (PA)";0;0;0;0
2014;"1505304";"ORIXIMINA (PA)";0;0;0;0
2014;"1505403";"OUREM (PA)";0;0;0;0
2014;"1505437";"OURILANDIA DO NORTE (PA)";0;0;0;0
2014;"1505486";"PACAJA (PA)";0;0;0;0
2014;"1505494";"PALESTINA DO PARA (PA)";0;0;0;0
2014;"1505502";"PARAGOMINAS (PA)";0;0;0;122774
2014;"1505536";"PARAUAPEBAS (PA)";0;0;0;1539
2014;"1505551";"PAU D ARCO (PA)";0;0;0;0
2014;"1505601";"PEIXE BOI (PA)";0;0;0;0
2014;"1505635";"PICARRA (PA)";0;0;0;0
2014;"1505650";"PLACAS (PA)";0;0;0;834
2014;"1505700";"PONTA DE PEDRAS (PA)";0;0;0;0
2014;"1505809";"PORTEL (PA)";0;0;0;0
2014;"1505908";"PORTO DE MOZ (PA)";0;0;0;0
2014;"1506005";"PRAINHA (PA)";0;0;0;0
2014;"1506104";"PRIMAVERA (PA)";0;0;0;0
2014;"1506112";"QUATIPURU (PA)";0;0;0;0
2014;"1506138";"REDENCAO (PA)";0;0;0;3132
2014;"1506161";"RIO MARIA (PA)";0;0;0;1704
2014;"1506187";"RONDON DO PARA (PA)";0;0;0;36000
2014;"1506195";"RUROPOLIS (PA)";0;0;0;973
2014;"1506203";"SALINOPOLIS (PA)";0;0;0;0
2014;"1506302";"SALVATERRA (PA)";0;0;0;0
2014;"1506351";"SANTA BARBARA DO PARA (PA)";0;0;0;0
2014;"1506500";"SANTA IZABEL DO PARA (PA)";1944;0;0;0
2014;"1506559";"SANTA LUZIA DO PARA (PA)";0;0;0;0
2014;"1506583";"SANTA MARIA DAS BARREIRAS (PA)";0;0;0;19161
2014;"1506609";"SANTA MARIA DO PARA (PA)";1360;0;0;0
2014;"1506708";"SANTANA DO ARAGUAIA (PA)";0;0;0;139500
2014;"1506807";"SANTAREM (PA)";0;0;0;45299
2014;"1506906";"SANTAREM NOVO (PA)";0;0;0;0
2014;"1507003";"SANTO ANTONIO DO TAUA (PA)";10767;0;0;0
2014;"1507102";"SAO CAETANO DE ODIVELAS (PA)";0;0;0;0
2014;"1507151";"SAO DOMINGOS DO ARAGUAIA (PA)";0;0;0;0
2014;"1507201";"SAO DOMINGOS DO CAPIM (PA)";0;0;0;0
2014;"1507300";"SAO FELIX DO XINGU (PA)";0;0;0;0
2014;"1507409";"SAO FRANCISCO DO PARA (PA)";1061;0;0;0
2014;"1507458";"SAO GERALDO DO ARAGUAIA (PA)";0;0;0;0
2014;"1507466";"SAO JOAO DA PONTA (PA)";0;0;0;0
2014;"1507474";"SAO JOAO DE PIRABAS (PA)";0;0;0;0
2014;"1507508";"SAO JOAO DO ARAGUAIA (PA)";0;0;0;0
2014;"1507607";"SAO MIGUEL DO GUAMA (PA)";0;0;0;0
2014;"1507706";"SAO SEBASTIAO DA BOA VISTA (PA)";0;0;0;0
2014;"1507755";"SAPUCAIA (PA)";0;0;0;0
2014;"1507805";"SENADOR JOSE PORFIRIO (PA)";0;0;0;0
2014;"1507904";"SOURE (PA)";0;0;0;0
2014;"1507953";"TAILANDIA (PA)";98833;0;0;3417
2014;"1507961";"TERRA ALTA (PA)";475;0;0;0
2014;"1507979";"TERRA SANTA (PA)";0;0;0;0
2014;"1508001";"TOME ACU (PA)";13239;0;0;0
2014;"1508035";"TRACUATEUA (PA)";0;0;0;189
2014;"1508050";"TRAIRAO (PA)";0;0;0;0
2014;"1508084";"TUCUMA (PA)";0;0;0;0
2014;"1508100";"TUCURUI (PA)";0;0;0;0
2014;"1508126";"ULIANOPOLIS (PA)";0;0;0;107074
2014;"1508159";"URUARA (PA)";0;0;0;1655
2014;"1508209";"VIGIA (PA)";1032;0;0;0
2014;"1508308";"VISEU (PA)";0;0;0;0
2014;"1508357";"VITORIA DO XINGU (PA)";0;0;0;0
2014;"1508407";"XINGUARA (PA)";0;0;0;0
2014;"1600055";"SERRA DO NAVIO (AP)";0;0;0;0
2014;"1600105";"AMAPA (AP)";0;0;0;0
2014;"1600154";"PEDRA BRANCA DO AMAPARI (AP)";0;0;0;0
2014;"1600204";"CALCOENE (AP)";0;0;0;0
2014;"1600212";"CUTIAS (AP)";0;0;0;0
2014;"1600238";"FERREIRA GOMES (AP)";0;0;0;0
2014;"1600253";"ITAUBAL (AP)";0;0;0;8664
2014;"1600279";"LARANJAL DO JARI (AP)";0;0;0;0
2014;"1600303";"MACAPA (AP)";0;0;0;26227
2014;"1600402";"MAZAGAO (AP)";0;0;0;0
2014;"1600501";"OIAPOQUE (AP)";0;0;0;0
2014;"1600535";"PORTO GRANDE (AP)";0;0;0;0
2014;"1600550";"PRACUUBA (AP)";0;0;0;0
2014;"1600600";"SANTANA (AP)";0;0;0;0
2014;"1600709";"TARTARUGALZINHO (AP)";0;0;0;1244
2014;"1600808";"VITORIA DO JARI (AP)";0;0;0;0
2014;"1700251";"ABREULANDIA (TO)";0;0;0;878
2014;"1700301";"AGUIARNOPOLIS (TO)";0;0;0;0
2014;"1700350";"ALIANCA DO TOCANTINS (TO)";0;0;0;4757
2014;"1700400";"ALMAS (TO)";0;0;0;13252
2014;"1700707";"ALVORADA (TO)";0;0;0;72224
2014;"1701002";"ANANAS (TO)";0;0;0;0
2014;"1701051";"ANGICO (TO)";0;0;0;0
2014;"1701101";"APARECIDA DO RIO NEGRO (TO)";0;0;0;47628
2014;"1701309";"ARAGOMINAS (TO)";0;0;0;0
2014;"1701903";"ARAGUACEMA (TO)";0;0;0;14630
2014;"1702000";"ARAGUACU (TO)";0;0;0;14991
2014;"1702109";"ARAGUAINA (TO)";0;0;0;0
2014;"1702158";"ARAGUANA (TO)";0;0;0;0
2014;"1702208";"ARAGUATINS (TO)";0;0;0;0
2014;"1702307";"ARAPOEMA (TO)";0;0;0;3700
2014;"1702406";"ARRAIAS (TO)";0;0;0;0
2014;"1702554";"AUGUSTINOPOLIS (TO)";0;0;0;0
2014;"1702703";"AURORA DO TOCANTINS (TO)";0;0;0;0
2014;"1702901";"AXIXA DO TOCANTINS (TO)";0;0;0;0
2014;"1703008";"BABACULANDIA (TO)";0;0;0;2759
2014;"1703057";"BANDEIRANTES DO TOCANTINS (TO)";0;0;0;560
2014;"1703073";"BARRA DO OURO (TO)";0;0;0;21024
2014;"1703107";"BARROLANDIA (TO)";0;0;0;851
2014;"1703206";"BERNARDO SAYAO (TO)";0;0;0;0
2014;"1703305";"BOM JESUS DO TOCANTINS (TO)";0;0;0;15581
2014;"1703602";"BRASILANDIA DO TOCANTINS (TO)";0;0;0;4200
2014;"1703701";"BREJINHO DE NAZARE (TO)";0;0;0;52920
2014;"1703800";"BURITI DO TOCANTINS (TO)";0;0;0;0
2014;"1703826";"CACHOEIRINHA (TO)";0;0;0;0
2014;"1703842";"CAMPOS LINDOS (TO)";0;0;0;219604
2014;"1703867";"CARIRI DO TOCANTINS (TO)";0;0;0;59365
2014;"1703883";"CARMOLANDIA (TO)";0;0;0;0
2014;"1703891";"CARRASCO BONITO (TO)";0;0;0;0
2014;"1703909";"CASEARA (TO)";0;0;0;23142
2014;"1704105";"CENTENARIO (TO)";0;0;0;4271
2014;"1704600";"CHAPADA DE AREIA (TO)";0;0;0;0
2014;"1705102";"CHAPADA DA NATIVIDADE (TO)";0;0;0;35100
2014;"1705508";"COLINAS DO TOCANTINS (TO)";0;0;0;870
2014;"1705557";"COMBINADO (TO)";0;0;0;0
2014;"1705607";"CONCEICAO DO TOCANTINS (TO)";0;0;0;0
2014;"1706001";"COUTO MAGALHAES (TO)";0;0;0;7000
2014;"1706100";"CRISTALANDIA (TO)";0;0;0;1710
2014;"1706258";"CRIXAS DO TOCANTINS (TO)";0;0;0;6224
2014;"1706506";"DARCINOPOLIS (TO)";0;0;0;17660
2014;"1707009";"DIANOPOLIS (TO)";0;0;0;100800
2014;"1707108";"DIVINOPOLIS DO TOCANTINS (TO)";0;0;0;1975
2014;"1707207";"DOIS IRMAOS DO TOCANTINS (TO)";0;0;0;1729
2014;"1707306";"DUERE (TO)";0;0;0;3171
2014;"1707405";"ESPERANTINA (TO)";0;0;0;0
2014;"1707553";"FATIMA (TO)";0;0;0;3175
2014;"1707652";"FIGUEIROPOLIS (TO)";0;0;0;44720
2014;"1707702";"FILADELFIA (TO)";0;0;0;0
2014;"1708205";"FORMOSO DO ARAGUAIA (TO)";0;0;0;61095
2014;"1708254";"FORTALEZA DO TABOCAO (TO)";0;0;0;8239
2014;"1708304";"GOIANORTE (TO)";0;0;0;0
2014;"1709005";"GOIATINS (TO)";0;0;0;40507
2014;"1709302";"GUARAI (TO)";0;0;0;34485
2014;"1709500";"GURUPI (TO)";0;0;0;12375
2014;"1709807";"IPUEIRAS (TO)";0;0;0;17993
2014;"1710508";"ITACAJA (TO)";0;0;0;17368
2014;"1710706";"ITAGUATINS (TO)";0;0;0;0
2014;"1710904";"ITAPIRATINS (TO)";0;0;0;32137
2014;"1711100";"ITAPORA DO TOCANTINS (TO)";0;0;0;0
2014;"1711506";"JAU DO TOCANTINS (TO)";0;0;0;0
2014;"1711803";"JUARINA (TO)";0;0;0;0
2014;"1711902";"LAGOA DA CONFUSAO (TO)";0;0;0;141884
2014;"1711951";"LAGOA DO TOCANTINS (TO)";0;0;0;5821
2014;"1712009";"LAJEADO (TO)";0;0;0;0
2014;"1712157";"LAVANDEIRA (TO)";0;0;0;0
2014;"1712405";"LIZARDA (TO)";0;0;0;0
2014;"1712454";"LUZINOPOLIS (TO)";0;0;0;0
2014;"1712504";"MARIANOPOLIS DO TOCANTINS (TO)";0;0;0;14725
2014;"1712702";"MATEIROS (TO)";0;0;0;92610
2014;"1712801";"MAURILANDIA DO TOCANTINS (TO)";0;0;0;0
2014;"1713205";"MIRACEMA DO TOCANTINS (TO)";0;0;0;3074
2014;"1713304";"MIRANORTE (TO)";0;0;0;7085
2014;"1713601";"MONTE DO CARMO (TO)";0;0;0;71442
2014;"1713700";"MONTE SANTO DO TOCANTINS (TO)";0;0;0;0
2014;"1713809";"PALMEIRAS DO TOCANTINS (TO)";0;0;0;0
2014;"1713957";"MURICILANDIA (TO)";0;0;0;0
2014;"1714203";"NATIVIDADE (TO)";0;0;0;1170
2014;"1714302";"NAZARE (TO)";0;0;0;0
2014;"1714880";"NOVA OLINDA (TO)";0;0;0;1160
2014;"1715002";"NOVA ROSALANDIA (TO)";0;0;0;8313
2014;"1715101";"NOVO ACORDO (TO)";0;0;0;7938
2014;"1715150";"NOVO ALEGRE (TO)";0;0;0;0
2014;"1715259";"NOVO JARDIM (TO)";0;0;0;0
2014;"1715507";"OLIVEIRA DE FATIMA (TO)";0;0;0;4101
2014;"1715705";"PALMEIRANTE (TO)";0;0;0;18000
2014;"1715754";"PALMEIROPOLIS (TO)";0;0;0;6925
2014;"1716109";"PARAISO DO TOCANTINS (TO)";0;0;0;2437
2014;"1716208";"PARANA (TO)";0;0;0;0
2014;"1716307";"PAU D ARCO (TO)";0;0;0;0
2014;"1716505";"PEDRO AFONSO (TO)";0;0;0;38641
2014;"1716604";"PEIXE (TO)";0;0;0;56542
2014;"1716653";"PEQUIZEIRO (TO)";0;0;0;0
2014;"1716703";"COLMEIA (TO)";0;0;0;0
2014;"1717008";"PINDORAMA DO TOCANTINS (TO)";0;0;0;0
2014;"1717206";"PIRAQUE (TO)";0;0;0;2591
2014;"1717503";"PIUM (TO)";0;0;0;12398
2014;"1717800";"PONTE ALTA DO BOM JESUS (TO)";0;0;0;0
2014;"1717909";"PONTE ALTA DO TOCANTINS (TO)";0;0;0;0
2014;"1718006";"PORTO ALEGRE DO TOCANTINS (TO)";0;0;0;0
2014;"1718204";"PORTO NACIONAL (TO)";0;0;0;97902
2014;"1718303";"PRAIA NORTE (TO)";0;0;0;0
2014;"1718402";"PRESIDENTE KENNEDY (TO)";0;0;0;4200
2014;"1718451";"PUGMIL (TO)";0;0;0;2993
2014;"1718501";"RECURSOLANDIA (TO)";0;0;0;513
2014;"1718550";"RIACHINHO (TO)";0;0;0;0
2014;"1718659";"RIO DA CONCEICAO (TO)";0;0;0;0
2014;"1718709";"RIO DOS BOIS (TO)";0;0;0;26648
2014;"1718758";"RIO SONO (TO)";0;0;0;1794
2014;"1718808";"SAMPAIO (TO)";0;0;0;0
2014;"1718840";"SANDOLANDIA (TO)";0;0;0;303
2014;"1718865";"SANTA FE DO ARAGUAIA (TO)";0;0;0;0
2014;"1718881";"SANTA MARIA DO TOCANTINS (TO)";0;0;0;12540
2014;"1718899";"SANTA RITA DO TOCANTINS (TO)";0;0;0;13230
2014;"1718907";"SANTA ROSA DO TOCANTINS (TO)";0;0;0;70119
2014;"1719004";"SANTA TEREZA DO TOCANTINS (TO)";0;0;0;0
2014;"1720002";"SANTA TEREZINHA DO TOCANTINS (TO)";0;0;0;0
2014;"1720101";"SAO BENTO DO TOCANTINS (TO)";0;0;0;1290
2014;"1720150";"SAO FELIX DO TOCANTINS (TO)";0;0;0;0
2014;"1720200";"SAO MIGUEL DO TOCANTINS (TO)";0;0;0;0
2014;"1720259";"SAO SALVADOR DO TOCANTINS (TO)";0;0;0;0
2014;"1720309";"SAO SEBASTIAO DO TOCANTINS (TO)";0;0;0;0
