"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2014;"ACRELANDIA (AC)";"AC";"ACRELANDIA";878;25394630.47
2014;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";341;4334745.2
2014;"BRASILEIA (AC)";"AC";"BRASILEIA";345;6346755.61
2014;"BUJARI (AC)";"AC";"BUJARI";58;2175292.18
2014;"CAPIXABA (AC)";"AC";"CAPIXABA";106;2249568.37
2014;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";116;915365.33
2014;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";192;5145523.37
2014;"FEIJO (AC)";"AC";"FEIJO";375;3292044.72
2014;"JORDAO (AC)";"AC";"JORDAO";58;496627.08
2014;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";453;1560247.95
2014;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";51;285291.17
2014;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";59;145500
2014;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";276;6324123.02
2014;"PORTO ACRE (AC)";"AC";"PORTO ACRE";298;7321171.41
2014;"PORTO WALTER (AC)";"AC";"PORTO WALTER";58;142000
2014;"RIO BRANCO (AC)";"AC";"RIO BRANCO";668;26280472.04
2014;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";85;314049.69
2014;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";1;2500
2014;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";89.389;15920161.91
2014;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";503;12632813.75
2014;"TARAUACA (AC)";"AC";"TARAUACA";457.115;31098249.54
2014;"XAPURI (AC)";"AC";"XAPURI";282;8261430.73
2014;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";737;2236372.59
2014;"ANADIA (AL)";"AL";"ANADIA";60;2324266.74
2014;"ARAPIRACA (AL)";"AL";"ARAPIRACA";739;3344144.92
2014;"ATALAIA (AL)";"AL";"ATALAIA";129;1057870.4
2014;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";75;282999.96
2014;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";1;19960
2014;"BATALHA (AL)";"AL";"BATALHA";470;1645048.3
2014;"BELEM (AL)";"AL";"BELEM";152;582803.77
2014;"BELO MONTE (AL)";"AL";"BELO MONTE";1006;4085696.66
2014;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";56;997961.95
2014;"BRANQUINHA (AL)";"AL";"BRANQUINHA";142;1748863.21
