"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2014;"ACRELANDIA (AC)";"AC";"ACRELANDIA";216;7;42;265
2014;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";20;2;3;25
2014;"BRASILEIA (AC)";"AC";"BRASILEIA";199;3;12;214
2014;"BUJARI (AC)";"AC";"BUJARI";93;3;11;107
2014;"CAPIXABA (AC)";"AC";"CAPIXABA";69;1;9;79
2014;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";673;58;63;794
2014;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";197;1;14;212
2014;"FEIJO (AC)";"AC";"FEIJO";103;1;6;110
2014;"JORDAO (AC)";"AC";"JORDAO";2;0;0;2
2014;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";75;3;10;88
2014;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";26;0;2;28
2014;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";9;0;4;13
2014;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";138;3;17;158
2014;"PORTO ACRE (AC)";"AC";"PORTO ACRE";144;2;33;179
2014;"PORTO WALTER (AC)";"AC";"PORTO WALTER";6;0;3;9
2014;"RIO BRANCO (AC)";"AC";"RIO BRANCO";4003;211;718;4932
2014;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";14;0;7;21
2014;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";3;0;1;4
2014;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";92;3;8;103
2014;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";327;8;22;357
2014;"TARAUACA (AC)";"AC";"TARAUACA";139;16;22;177
2014;"XAPURI (AC)";"AC";"XAPURI";66;3;3;72
2014;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";68;67;10;145
2014;"ANADIA (AL)";"AL";"ANADIA";44;45;39;128
2014;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2866;400;330;3596
2014;"ATALAIA (AL)";"AL";"ATALAIA";206;52;128;386
