"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2018;"ACRELANDIA (AC)";"AC";"ACRELANDIA";380;15347403.29
2018;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";67;2794929.86
2018;"BRASILEIA (AC)";"AC";"BRASILEIA";357;12881162.4
2018;"BUJARI (AC)";"AC";"BUJARI";131;5149298
2018;"CAPIXABA (AC)";"AC";"CAPIXABA";94;3726530.62
2018;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";44;987355.24
2018;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";116;8527151.15
2018;"FEIJO (AC)";"AC";"FEIJO";95;1924204.22
2018;"JORDAO (AC)";"AC";"JORDAO";8;103417.45
2018;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";106;2243938.57
2018;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";37;1014194.75
2018;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";270;12289193.79
2018;"PORTO ACRE (AC)";"AC";"PORTO ACRE";350;11403791.86
2018;"PORTO WALTER (AC)";"AC";"PORTO WALTER";4;35163.42
2018;"RIO BRANCO (AC)";"AC";"RIO BRANCO";567;31358577.29
2018;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";44;1050658.71
2018;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";234;8000827.69
2018;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";193;8462712.43
2018;"TARAUACA (AC)";"AC";"TARAUACA";349;10334945.08
2018;"XAPURI (AC)";"AC";"XAPURI";133;4829193.84
2018;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";419;2025243.15
2018;"ANADIA (AL)";"AL";"ANADIA";101;1998515.3
2018;"ARAPIRACA (AL)";"AL";"ARAPIRACA";573;4323339.48
2018;"ATALAIA (AL)";"AL";"ATALAIA";176;2682126.13
2018;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";18;77000
2018;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";1;89303.04
2018;"BATALHA (AL)";"AL";"BATALHA";458;2603038.29
2018;"BELEM (AL)";"AL";"BELEM";70;757455.62
2018;"BELO MONTE (AL)";"AL";"BELO MONTE";527;2745628.83
2018;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";79;2330341.76
2018;"BRANQUINHA (AL)";"AL";"BRANQUINHA";42;603062.33
2018;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";224;2592665
2018;"CAJUEIRO (AL)";"AL";"CAJUEIRO";12;153209.8
2018;"CAMPESTRE (AL)";"AL";"CAMPESTRE";63;282616.1
2018;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";7;163695.56
2018;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";563;6297034.59
2018;"CANAPI (AL)";"AL";"CANAPI";8.212;6931012.62
2018;"CAPELA (AL)";"AL";"CAPELA";7;231902.02
2018;"CARNEIROS (AL)";"AL";"CARNEIROS";95;462973.89
2018;"CHA PRETA (AL)";"AL";"CHA PRETA";81;954528.22
2018;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";487;4209528.29
2018;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";77;1785853.78
2018;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";1;5000
2018;"CORURIPE (AL)";"AL";"CORURIPE";1191;7530863.66
2018;"CRAIBAS (AL)";"AL";"CRAIBAS";103.281;9782218.13
2018;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";137;958291.84
2018;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";431;3927720.93
2018;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";15.04;5468166.34
2018;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";780;5188072.83
2018;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";78;400730.84
2018;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";28;461779.49
2018;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";235.476;12121120.77
2018;"IBATEGUARA (AL)";"AL";"IBATEGUARA";329;1568363.19
2018;"IGACI (AL)";"AL";"IGACI";856;6130816.11
2018;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";222.414;8639720.98
2018;"INHAPI (AL)";"AL";"INHAPI";689;3470232.16
2018;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";217;1032136.14
2018;"JACUIPE (AL)";"AL";"JACUIPE";18;99947
2018;"JAPARATINGA (AL)";"AL";"JAPARATINGA";142;589438
2018;"JARAMATAIA (AL)";"AL";"JARAMATAIA";102;506823.94
2018;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";67;326000
2018;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";61;1162143.16
2018;"JUNDIA (AL)";"AL";"JUNDIA";95;923471.14
2018;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";762;4787766.44
2018;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";318;1914636.19
2018;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";312;3519317.62
2018;"MACEIO (AL)";"AL";"MACEIO";57;338501
2018;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";800;7546648.25
2018;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";172;1509866.08
2018;"MARAGOGI (AL)";"AL";"MARAGOGI";246;1319218.47
2018;"MARAVILHA (AL)";"AL";"MARAVILHA";443;2043434.76
2018;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";7;33000
2018;"MARIBONDO (AL)";"AL";"MARIBONDO";152;3179698.56
2018;"MATA GRANDE (AL)";"AL";"MATA GRANDE";945;5311095.3
2018;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";40;391015.26
2018;"MESSIAS (AL)";"AL";"MESSIAS";19;131813.12
2018;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";371;3160443.45
2018;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";338;1404314.64
2018;"MURICI (AL)";"AL";"MURICI";4;80529.31
2018;"NOVO LINO (AL)";"AL";"NOVO LINO";173;2041707.3
2018;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";233;1188154.15
2018;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";364;1944111.42
2018;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";627;3752830.12
2018;"OLIVENCA (AL)";"AL";"OLIVENCA";478;2437921.37
2018;"OURO BRANCO (AL)";"AL";"OURO BRANCO";774;3210602.41
2018;"PALESTINA (AL)";"AL";"PALESTINA";114;441339
2018;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";931;7384515.45
2018;"PAO DE ACUCAR (AL)";"AL";"PAO DE ACUCAR";788;4790354.27
2018;"PARICONHA (AL)";"AL";"PARICONHA";315;1606549.83
2018;"PARIPUEIRA (AL)";"AL";"PARIPUEIRA";29;169468.2
2018;"PASSO DE CAMARAGIBE (AL)";"AL";"PASSO DE CAMARAGIBE";68;384960
2018;"PAULO JACINTO (AL)";"AL";"PAULO JACINTO";150;2046962.72
2018;"PENEDO (AL)";"AL";"PENEDO";941;4536319.38
2018;"PIACABUCU (AL)";"AL";"PIACABUCU";195;1457929.76
2018;"PILAR (AL)";"AL";"PILAR";16;173137.85
2018;"PINDOBA (AL)";"AL";"PINDOBA";47;720574.86
2018;"PIRANHAS (AL)";"AL";"PIRANHAS";488;2913844.42
2018;"POCO DAS TRINCHEIRAS (AL)";"AL";"POCO DAS TRINCHEIRAS";598;3137933.97
2018;"PORTO CALVO (AL)";"AL";"PORTO CALVO";46;391185.82
2018;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";19;85000
2018;"PORTO REAL DO COLEGIO (AL)";"AL";"PORTO REAL DO COLEGIO";661;4627670.75
2018;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";357;2487967.24
2018;"RIO LARGO (AL)";"AL";"RIO LARGO";2;74460
2018;"ROTEIRO (AL)";"AL";"ROTEIRO";5;25000
2018;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";1514;6366247.68
2018;"SANTANA DO MUNDAU (AL)";"AL";"SANTANA DO MUNDAU";667;3421714.09
2018;"SAO BRAS (AL)";"AL";"SAO BRAS";163;861069
2018;"SAO JOSE DA LAJE (AL)";"AL";"SAO JOSE DA LAJE";268;3505346.25
2018;"SAO JOSE DA TAPERA (AL)";"AL";"SAO JOSE DA TAPERA";1431;7049851.03
2018;"SAO LUIS DO QUITUNDE (AL)";"AL";"SAO LUIS DO QUITUNDE";124;599707.69
2018;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";7;140070.78
2018;"SAO MIGUEL DOS MILAGRES (AL)";"AL";"SAO MIGUEL DOS MILAGRES";50;239233
2018;"SAO SEBASTIAO (AL)";"AL";"SAO SEBASTIAO";198.258;11219916.07
2018;"SENADOR RUI PALMEIRA (AL)";"AL";"SENADOR RUI PALMEIRA";315;1940036.58
2018;"TANQUE D ARCA (AL)";"AL";"TANQUE D ARCA";219;1388211.13
2018;"TAQUARANA (AL)";"AL";"TAQUARANA";602;4415177.86
2018;"TEOTONIO VILELA (AL)";"AL";"TEOTONIO VILELA";314;2227006.9
2018;"TRAIPU (AL)";"AL";"TRAIPU";783;5766763.09
2018;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";843;4336935.96
2018;"VICOSA (AL)";"AL";"VICOSA";384;2554471.22
2018;"ANAMA (AM)";"AM";"ANAMA";23;328517.54
2018;"ANORI (AM)";"AM";"ANORI";1;60000
2018;"APUI (AM)";"AM";"APUI";88;3685693.43
2018;"AUTAZES (AM)";"AM";"AUTAZES";33;1166381.91
2018;"BARREIRINHA (AM)";"AM";"BARREIRINHA";32;731070.28
2018;"BOA VISTA DO RAMOS (AM)";"AM";"BOA VISTA DO RAMOS";10;558923.48
2018;"BOCA DO ACRE (AM)";"AM";"BOCA DO ACRE";58;2241376.94
2018;"CANUTAMA (AM)";"AM";"CANUTAMA";45;1555971.7
2018;"CARAUARI (AM)";"AM";"CARAUARI";1;19910.39
2018;"CAREIRO (AM)";"AM";"CAREIRO";2;14101.5
2018;"CAREIRO DA VARZEA (AM)";"AM";"CAREIRO DA VARZEA";2;19278
2018;"CODAJAS (AM)";"AM";"CODAJAS";14;364000
2018;"GUAJARA (AM)";"AM";"GUAJARA";53;1475194.92
2018;"HUMAITA (AM)";"AM";"HUMAITA";7;227305.08
2018;"IPIXUNA (AM)";"AM";"IPIXUNA";55;826807.4
2018;"IRANDUBA (AM)";"AM";"IRANDUBA";16;196813.9
2018;"ITACOATIARA (AM)";"AM";"ITACOATIARA";1;51204.57
2018;"LABREA (AM)";"AM";"LABREA";14;625467.57
2018;"MANACAPURU (AM)";"AM";"MANACAPURU";119;1673580.32
2018;"MANAQUIRI (AM)";"AM";"MANAQUIRI";1;19186.2
2018;"MANAUS (AM)";"AM";"MANAUS";6;113869.67
2018;"MANICORE (AM)";"AM";"MANICORE";75;2393828.36
2018;"MAUES (AM)";"AM";"MAUES";38;887431.73
2018;"NHAMUNDA (AM)";"AM";"NHAMUNDA";56;1136433.27
2018;"NOVO ARIPUANA (AM)";"AM";"NOVO ARIPUANA";6;237660
2018;"PARINTINS (AM)";"AM";"PARINTINS";37;694941.54
2018;"PRESIDENTE FIGUEIREDO (AM)";"AM";"PRESIDENTE FIGUEIREDO";3;63503.14
2018;"RIO PRETO DA EVA (AM)";"AM";"RIO PRETO DA EVA";2;119733.07
2018;"TEFE (AM)";"AM";"TEFE";39;532656.32
2018;"AMAPA (AP)";"AP";"AMAPA";13;219871.97
2018;"CALCOENE (AP)";"AP";"CALCOENE";21;401419.74
2018;"CUTIAS (AP)";"AP";"CUTIAS";9;189108
2018;"FERREIRA GOMES (AP)";"AP";"FERREIRA GOMES";8;134176.46
2018;"ITAUBAL (AP)";"AP";"ITAUBAL";7;103611.6
2018;"LARANJAL DO JARI (AP)";"AP";"LARANJAL DO JARI";3;36494.62
2018;"MACAPA (AP)";"AP";"MACAPA";38;1133095.68
2018;"MAZAGAO (AP)";"AP";"MAZAGAO";313;6912106.26
2018;"OIAPOQUE (AP)";"AP";"OIAPOQUE";2;42228
2018;"PEDRA BRANCA DO AMAPARI (AP)";"AP";"PEDRA BRANCA DO AMAPARI";20;438953.04
2018;"PORTO GRANDE (AP)";"AP";"PORTO GRANDE";47;2116404.41
2018;"PRACUUBA (AP)";"AP";"PRACUUBA";7;146676
2018;"SANTANA (AP)";"AP";"SANTANA";60;1321717.96
2018;"SERRA DO NAVIO (AP)";"AP";"SERRA DO NAVIO";17;411547.2
2018;"TARTARUGALZINHO (AP)";"AP";"TARTARUGALZINHO";14;205983.11
2018;"VITORIA DO JARI (AP)";"AP";"VITORIA DO JARI";14;336397.5
2018;"ABAIRA (BA)";"BA";"ABAIRA";215;587247
2018;"ABARE (BA)";"BA";"ABARE";449;1670389.2
2018;"ACAJUTIBA (BA)";"BA";"ACAJUTIBA";468;1883936.15
2018;"ADUSTINA (BA)";"BA";"ADUSTINA";1060;19075759.43
2018;"AGUA FRIA (BA)";"BA";"AGUA FRIA";538;1528219.72
2018;"AIQUARA (BA)";"BA";"AIQUARA";125;606655.17
2018;"ALAGOINHAS (BA)";"BA";"ALAGOINHAS";452;1495008.1
2018;"ALCOBACA (BA)";"BA";"ALCOBACA";480;3246253.92
