"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2018;"ACRELANDIA (AC)";"AC";"ACRELANDIA";249;9;42;300
2018;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";21;3;2;26
2018;"BRASILEIA (AC)";"AC";"BRASILEIA";270;5;18;293
2018;"BUJARI (AC)";"AC";"BUJARI";108;5;12;125
2018;"CAPIXABA (AC)";"AC";"CAPIXABA";79;2;16;97
2018;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";713;60;78;851
2018;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";235;3;14;252
2018;"FEIJO (AC)";"AC";"FEIJO";115;1;7;123
2018;"JORDAO (AC)";"AC";"JORDAO";4;0;0;4
2018;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";95;4;14;113
2018;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";48;0;5;53
2018;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";13;0;9;22
2018;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";148;4;25;177
2018;"PORTO ACRE (AC)";"AC";"PORTO ACRE";171;2;43;216
2018;"PORTO WALTER (AC)";"AC";"PORTO WALTER";9;0;5;14
2018;"RIO BRANCO (AC)";"AC";"RIO BRANCO";4232;228;784;5244
2018;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";19;0;8;27
2018;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";4;0;3;7
2018;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";106;5;10;121
2018;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";349;9;33;391
2018;"TARAUACA (AC)";"AC";"TARAUACA";150;21;25;196
2018;"XAPURI (AC)";"AC";"XAPURI";68;5;6;79
2018;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";120;85;19;224
2018;"ANADIA (AL)";"AL";"ANADIA";46;40;43;129
2018;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2950;410;445;3805
2018;"ATALAIA (AL)";"AL";"ATALAIA";205;47;142;394
2018;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";30;6;26;62
2018;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";30;5;9;44
2018;"BATALHA (AL)";"AL";"BATALHA";129;41;16;186
2018;"BELEM (AL)";"AL";"BELEM";9;22;5;36
2018;"BELO MONTE (AL)";"AL";"BELO MONTE";34;17;7;58
2018;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";203;67;95;365
2018;"BRANQUINHA (AL)";"AL";"BRANQUINHA";31;21;21;73
2018;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";83;45;13;141
2018;"CAJUEIRO (AL)";"AL";"CAJUEIRO";91;10;54;155
2018;"CAMPESTRE (AL)";"AL";"CAMPESTRE";36;58;9;103
2018;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";123;105;146;374
2018;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";49;15;20;84
2018;"CANAPI (AL)";"AL";"CANAPI";61;61;24;146
2018;"CAPELA (AL)";"AL";"CAPELA";65;5;60;130
2018;"CARNEIROS (AL)";"AL";"CARNEIROS";33;17;5;55
2018;"CHA PRETA (AL)";"AL";"CHA PRETA";29;10;6;45
2018;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";87;10;25;122
2018;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";92;26;37;155
2018;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";8;3;7;18
2018;"CORURIPE (AL)";"AL";"CORURIPE";355;78;228;661
2018;"CRAIBAS (AL)";"AL";"CRAIBAS";268;39;33;340
2018;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";670;464;100;1234
2018;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";87;22;12;121
2018;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";62;86;27;175
2018;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";105;5;47;157
2018;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";10;5;11;26
2018;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";36;19;44;99
2018;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";212;62;88;362
2018;"IBATEGUARA (AL)";"AL";"IBATEGUARA";49;65;16;130
2018;"IGACI (AL)";"AL";"IGACI";147;125;39;311
2018;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";83;22;106;211
2018;"INHAPI (AL)";"AL";"INHAPI";77;24;9;110
2018;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";38;11;16;65
2018;"JACUIPE (AL)";"AL";"JACUIPE";13;21;18;52
2018;"JAPARATINGA (AL)";"AL";"JAPARATINGA";20;22;13;55
2018;"JARAMATAIA (AL)";"AL";"JARAMATAIA";29;12;8;49
2018;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";37;7;40;84
2018;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";109;26;85;220
2018;"JUNDIA (AL)";"AL";"JUNDIA";17;5;15;37
2018;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";187;25;115;327
2018;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";95;27;43;165
2018;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";145;23;53;221
2018;"MACEIO (AL)";"AL";"MACEIO";7439;1179;2173;10791
2018;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";109;32;29;170
2018;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";13;1;9;23
2018;"MARAGOGI (AL)";"AL";"MARAGOGI";87;167;50;304
2018;"MARAVILHA (AL)";"AL";"MARAVILHA";63;53;10;126
2018;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";298;61;175;534
2018;"MARIBONDO (AL)";"AL";"MARIBONDO";70;15;17;102
2018;"MATA GRANDE (AL)";"AL";"MATA GRANDE";67;41;18;126
2018;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";145;30;134;309
2018;"MESSIAS (AL)";"AL";"MESSIAS";66;44;91;201
2018;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";59;15;8;82
2018;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";17;12;5;34
2018;"MURICI (AL)";"AL";"MURICI";133;26;97;256
