"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2009;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";979;1973790.34
2009;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";89;918504.7
2009;"MARAGOGI (AL)";"AL";"MARAGOGI";80;648101.94
2009;"MARAVILHA (AL)";"AL";"MARAVILHA";391;2099917.62
2009;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";11;406551.86
2009;"MARIBONDO (AL)";"AL";"MARIBONDO";86;769838.36
2009;"MATA GRANDE (AL)";"AL";"MATA GRANDE";594;1233574.14
2009;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";105;912215.76
2009;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";193;1382870.01
2009;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";450;697884.53
2009;"MURICI (AL)";"AL";"MURICI";116;617093.12
2009;"NOVO LINO (AL)";"AL";"NOVO LINO";53;509752.54
2009;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";337;556808.48
2009;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";433;1339116.91
2009;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";378;905087.87
2009;"OLIVENCA (AL)";"AL";"OLIVENCA";551;1364633.29
2009;"OURO BRANCO (AL)";"AL";"OURO BRANCO";663;1479884.26
2009;"PALESTINA (AL)";"AL";"PALESTINA";76;1390510
2009;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";1201;4529703.81
2009;"PAO DE ACUCAR (AL)";"AL";"PAO DE ACUCAR";920;2058877.1
2009;"PARICONHA (AL)";"AL";"PARICONHA";90;127340
2009;"PARIPUEIRA (AL)";"AL";"PARIPUEIRA";9;69292.41
2009;"PASSO DE CAMARAGIBE (AL)";"AL";"PASSO DE CAMARAGIBE";37;383028.88
2009;"PAULO JACINTO (AL)";"AL";"PAULO JACINTO";275;1680070.92
2009;"PENEDO (AL)";"AL";"PENEDO";438;1937855.63
2009;"PIACABUCU (AL)";"AL";"PIACABUCU";87;474064.88
2009;"PILAR (AL)";"AL";"PILAR";11;972039.11
2009;"PINDOBA (AL)";"AL";"PINDOBA";65;401622.9
2009;"PIRANHAS (AL)";"AL";"PIRANHAS";707;3639591.67
2009;"POCO DAS TRINCHEIRAS (AL)";"AL";"POCO DAS TRINCHEIRAS";328;622506.54
2009;"PORTO CALVO (AL)";"AL";"PORTO CALVO";238;4743084.28
2009;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";39;377479.81
2009;"PORTO REAL DO COLEGIO (AL)";"AL";"PORTO REAL DO COLEGIO";326;1120990.03
2009;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";431;2665955.75
2009;"RIO LARGO (AL)";"AL";"RIO LARGO";7;53400
2009;"SANTA LUZIA DO NORTE (AL)";"AL";"SANTA LUZIA DO NORTE";3;5997.3
2009;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";1156;2950737.01
2009;"SANTANA DO MUNDAU (AL)";"AL";"SANTANA DO MUNDAU";607;2307092.98
2009;"SAO BRAS (AL)";"AL";"SAO BRAS";141;1231351.8
2009;"SAO JOSE DA LAJE (AL)";"AL";"SAO JOSE DA LAJE";248;13094418.51
2009;"SAO JOSE DA TAPERA (AL)";"AL";"SAO JOSE DA TAPERA";801;1333830.69
2009;"SAO LUIS DO QUITUNDE (AL)";"AL";"SAO LUIS DO QUITUNDE";158;1036870.22
2009;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";16;1772448
2009;"SAO MIGUEL DOS MILAGRES (AL)";"AL";"SAO MIGUEL DOS MILAGRES";39;98000
2009;"SAO SEBASTIAO (AL)";"AL";"SAO SEBASTIAO";2094;6886838.16
2009;"SATUBA (AL)";"AL";"SATUBA";3;17150
2009;"SENADOR RUI PALMEIRA (AL)";"AL";"SENADOR RUI PALMEIRA";562;1277864.64
2009;"TANQUE D ARCA (AL)";"AL";"TANQUE D ARCA";52;339679
2009;"TAQUARANA (AL)";"AL";"TAQUARANA";371;2855335.73
2009;"TEOTONIO VILELA (AL)";"AL";"TEOTONIO VILELA";232;1895304.22
2009;"TRAIPU (AL)";"AL";"TRAIPU";457;1243491.88
2009;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";1561;4360601.63
2009;"VICOSA (AL)";"AL";"VICOSA";701;5583853.99
2009;"AMAPA (AP)";"AP";"AMAPA";19;344303.8
2009;"CALCOENE (AP)";"AP";"CALCOENE";1;9500
2009;"CUTIAS (AP)";"AP";"CUTIAS";63;199909.33
2009;"FERREIRA GOMES (AP)";"AP";"FERREIRA GOMES";8;282080.14
2009;"ITAUBAL (AP)";"AP";"ITAUBAL";61;514003.76
2009;"LARANJAL DO JARI (AP)";"AP";"LARANJAL DO JARI";33;196787.5
2009;"MACAPA (AP)";"AP";"MACAPA";286;4048513.83
2009;"MAZAGAO (AP)";"AP";"MAZAGAO";318;3491319.59
2009;"OIAPOQUE (AP)";"AP";"OIAPOQUE";2;39780
2009;"PEDRA BRANCA DO AMAPARI (AP)";"AP";"PEDRA BRANCA DO AMAPARI";29;268876.85
2009;"PORTO GRANDE (AP)";"AP";"PORTO GRANDE";428;5219518.22
2009;"SANTANA (AP)";"AP";"SANTANA";245;1217096.08
2009;"SERRA DO NAVIO (AP)";"AP";"SERRA DO NAVIO";27;43500
2009;"TARTARUGALZINHO (AP)";"AP";"TARTARUGALZINHO";337;2774071.14
2009;"VITORIA DO JARI (AP)";"AP";"VITORIA DO JARI";35;443527.26
2009;"ALVARAES (AM)";"AM";"ALVARAES";103;207384.05
2009;"APUI (AM)";"AM";"APUI";172;3241340.51
2009;"ATALAIA DO NORTE (AM)";"AM";"ATALAIA DO NORTE";9;166363.88
2009;"AUTAZES (AM)";"AM";"AUTAZES";57;2524750.17
2009;"BARREIRINHA (AM)";"AM";"BARREIRINHA";465;4223647.01
2009;"BENJAMIN CONSTANT (AM)";"AM";"BENJAMIN CONSTANT";192;3238651.83
2009;"BOA VISTA DO RAMOS (AM)";"AM";"BOA VISTA DO RAMOS";42;152662.8
2009;"BOCA DO ACRE (AM)";"AM";"BOCA DO ACRE";263;2369223.53
2009;"BORBA (AM)";"AM";"BORBA";1723;8946678.11
2009;"CANUTAMA (AM)";"AM";"CANUTAMA";148;921425.33
2009;"CARAUARI (AM)";"AM";"CARAUARI";663;10356606.36
2009;"CAREIRO (AM)";"AM";"CAREIRO";227;1850104.04
2009;"CAREIRO DA VARZEA (AM)";"AM";"CAREIRO DA VARZEA";552;1985454.19
2009;"COARI (AM)";"AM";"COARI";198;401773
2009;"CODAJAS (AM)";"AM";"CODAJAS";55;105660
2009;"EIRUNEPE (AM)";"AM";"EIRUNEPE";177;2257031.76
2009;"ENVIRA (AM)";"AM";"ENVIRA";200;1205420.92
2009;"FONTE BOA (AM)";"AM";"FONTE BOA";163;256115
2009;"GUAJARA (AM)";"AM";"GUAJARA";46;226891.96
2009;"HUMAITA (AM)";"AM";"HUMAITA";290;1185495.86
2009;"IPIXUNA (AM)";"AM";"IPIXUNA";2;192960
2009;"IRANDUBA (AM)";"AM";"IRANDUBA";55;2025381.85
2009;"ITACOATIARA (AM)";"AM";"ITACOATIARA";2204;12468886.49
2009;"ITAPIRANGA (AM)";"AM";"ITAPIRANGA";141;1534503.7
2009;"JURUA (AM)";"AM";"JURUA";34;87800
2009;"JUTAI (AM)";"AM";"JUTAI";62;124000
2009;"LABREA (AM)";"AM";"LABREA";828;4638031.93
2009;"MANACAPURU (AM)";"AM";"MANACAPURU";121;1299347.48
2009;"MANAQUIRI (AM)";"AM";"MANAQUIRI";637;1711491.34
2009;"MANAUS (AM)";"AM";"MANAUS";34;8524576.26
2009;"MANICORE (AM)";"AM";"MANICORE";506;7700997.88
2009;"MARAA (AM)";"AM";"MARAA";95;192078.4
2009;"MAUES (AM)";"AM";"MAUES";2937;10558596.07
2009;"NHAMUNDA (AM)";"AM";"NHAMUNDA";674;1337500
2009;"NOVA OLINDA DO NORTE (AM)";"AM";"NOVA OLINDA DO NORTE";511;2886852.66
2009;"NOVO AIRAO (AM)";"AM";"NOVO AIRAO";20;70506.36
2009;"NOVO ARIPUANA (AM)";"AM";"NOVO ARIPUANA";125;1671444.4
2009;"PARINTINS (AM)";"AM";"PARINTINS";1297;4214304.45
2009;"PAUINI (AM)";"AM";"PAUINI";6;15093.9
2009;"PRESIDENTE FIGUEIREDO (AM)";"AM";"PRESIDENTE FIGUEIREDO";4;21933.47
2009;"RIO PRETO DA EVA (AM)";"AM";"RIO PRETO DA EVA";69;5824524.11
2009;"SAO PAULO DE OLIVENCA (AM)";"AM";"SAO PAULO DE OLIVENCA";84;26629119.35
2009;"SAO SEBASTIAO DO UATUMA (AM)";"AM";"SAO SEBASTIAO DO UATUMA";200;1172458.7
2009;"SILVES (AM)";"AM";"SILVES";155;297250
2009;"TABATINGA (AM)";"AM";"TABATINGA";24;70500
2009;"TAPAUA (AM)";"AM";"TAPAUA";100;476700.09
2009;"TEFE (AM)";"AM";"TEFE";424;2007348.91
2009;"UARINI (AM)";"AM";"UARINI";201;280071
2009;"URUCARA (AM)";"AM";"URUCARA";425;2675411.68
2009;"URUCURITUBA (AM)";"AM";"URUCURITUBA";440;1120899.12
2009;"ABAIRA (BA)";"BA";"ABAIRA";244;337662
2009;"ABARE (BA)";"BA";"ABARE";127;281781.02
2009;"ACAJUTIBA (BA)";"BA";"ACAJUTIBA";212;3830590.54
2009;"ADUSTINA (BA)";"BA";"ADUSTINA";1372;9386618.57
2009;"AGUA FRIA (BA)";"BA";"AGUA FRIA";364;787623.39
2009;"AIQUARA (BA)";"BA";"AIQUARA";94;424386.56
2009;"ALAGOINHAS (BA)";"BA";"ALAGOINHAS";268;1481370.78
2009;"ALCOBACA (BA)";"BA";"ALCOBACA";168;3160100.77
2009;"ALMADINA (BA)";"BA";"ALMADINA";47;527866.63
2009;"AMARGOSA (BA)";"BA";"AMARGOSA";567;544347.37
2009;"AMELIA RODRIGUES (BA)";"BA";"AMELIA RODRIGUES";221;370138.82
2009;"AMERICA DOURADA (BA)";"BA";"AMERICA DOURADA";496;1636921.67
2009;"ANAGE (BA)";"BA";"ANAGE";318;751504.72
2009;"ANDARAI (BA)";"BA";"ANDARAI";50;285887.24
2009;"ANDORINHA (BA)";"BA";"ANDORINHA";633;970686.17
2009;"ANGICAL (BA)";"BA";"ANGICAL";291;2142981.4
2009;"ANGUERA (BA)";"BA";"ANGUERA";47;164833.22
2009;"ANTAS (BA)";"BA";"ANTAS";379;1922200.08
2009;"ANTONIO CARDOSO (BA)";"BA";"ANTONIO CARDOSO";741;893948.96
2009;"ANTONIO GONCALVES (BA)";"BA";"ANTONIO GONCALVES";186;186112.4
2009;"APORA (BA)";"BA";"APORA";289;1056901.65
2009;"APUAREMA (BA)";"BA";"APUAREMA";24;321752.48
2009;"ARACAS (BA)";"BA";"ARACAS";7;106455.73
2009;"ARACATU (BA)";"BA";"ARACATU";718;1401794.09
2009;"ARACI (BA)";"BA";"ARACI";366;1272354.85
2009;"ARAMARI (BA)";"BA";"ARAMARI";106;215415.17
2009;"ARATACA (BA)";"BA";"ARATACA";118;1163488.49
2009;"ARATUIPE (BA)";"BA";"ARATUIPE";99;190500
2009;"AURELINO LEAL (BA)";"BA";"AURELINO LEAL";329;1069292.3
2009;"BAIANOPOLIS (BA)";"BA";"BAIANOPOLIS";736;7687142.34
2009;"BAIXA GRANDE (BA)";"BA";"BAIXA GRANDE";1259;2754958.7
2009;"BANZAE (BA)";"BA";"BANZAE";167;317711.42
2009;"BARRA (BA)";"BA";"BARRA";190;6890475.92
2009;"BARRA DA ESTIVA (BA)";"BA";"BARRA DA ESTIVA";982;2326087.05
2009;"BARRA DO CHOCA (BA)";"BA";"BARRA DO CHOCA";312;9344800.23
2009;"BARRA DO MENDES (BA)";"BA";"BARRA DO MENDES";60;291781.84
2009;"BARRA DO ROCHA (BA)";"BA";"BARRA DO ROCHA";7;1791077.97
2009;"BARREIRAS (BA)";"BA";"BARREIRAS";1419;180475371.54
2009;"BARRO ALTO (BA)";"BA";"BARRO ALTO";264;914632.18
2009;"BARRO PRETO (BA)";"BA";"BARRO PRETO";106;768528.69
2009;"BARROCAS (BA)";"BA";"BARROCAS";695;522279.34
2009;"BELMONTE (BA)";"BA";"BELMONTE";191;2601493.04
2009;"BELO CAMPO (BA)";"BA";"BELO CAMPO";179;716119.49
2009;"BIRITINGA (BA)";"BA";"BIRITINGA";43;979583.46
2009;"BOA NOVA (BA)";"BA";"BOA NOVA";142;900956.23
2009;"BOA VISTA DO TUPIM (BA)";"BA";"BOA VISTA DO TUPIM";777;1397188.43
2009;"BOM JESUS DA LAPA (BA)";"BA";"BOM JESUS DA LAPA";2965;16321514.38
2009;"BOM JESUS DA SERRA (BA)";"BA";"BOM JESUS DA SERRA";459;758376.81
2009;"BONINAL (BA)";"BA";"BONINAL";101;148076.41
2009;"BONITO (BA)";"BA";"BONITO";501;3122733.7
2009;"BOQUIRA (BA)";"BA";"BOQUIRA";215;341921.55
2009;"BOTUPORA (BA)";"BA";"BOTUPORA";463;567405.29
2009;"BREJOES (BA)";"BA";"BREJOES";33;840163.1
2009;"BREJOLANDIA (BA)";"BA";"BREJOLANDIA";535;2706250.71
2009;"BROTAS DE MACAUBAS (BA)";"BA";"BROTAS DE MACAUBAS";198;228848.3
2009;"BRUMADO (BA)";"BA";"BRUMADO";792;1987965.73
2009;"BUERAREMA (BA)";"BA";"BUERAREMA";417;886831.28
2009;"BURITIRAMA (BA)";"BA";"BURITIRAMA";151;417007
2009;"CAATIBA (BA)";"BA";"CAATIBA";141;2146928.03
2009;"CABACEIRAS DO PARAGUACU (BA)";"BA";"CABACEIRAS DO PARAGUACU";577;992702.02
2009;"CACHOEIRA (BA)";"BA";"CACHOEIRA";554;1766496.6
2009;"CACULE (BA)";"BA";"CACULE";616;1328864.94
2009;"CAEM (BA)";"BA";"CAEM";437;651931.51
2009;"CAETANOS (BA)";"BA";"CAETANOS";279;442778.38
2009;"CAETITE (BA)";"BA";"CAETITE";558;1262854.5
2009;"CAFARNAUM (BA)";"BA";"CAFARNAUM";314;693261.19
2009;"CAIRU (BA)";"BA";"CAIRU";3;124907.48
2009;"CALDEIRAO GRANDE (BA)";"BA";"CALDEIRAO GRANDE";101;153061.71
2009;"CAMACAN (BA)";"BA";"CAMACAN";116;1856009.86
2009;"CAMACARI (BA)";"BA";"CAMACARI";99;246831.92
2009;"CAMAMU (BA)";"BA";"CAMAMU";223;1117273.37
2009;"CAMPO ALEGRE DE LOURDES (BA)";"BA";"CAMPO ALEGRE DE LOURDES";271;323227.34
2009;"CAMPO FORMOSO (BA)";"BA";"CAMPO FORMOSO";1022;2052309.01
2009;"CANAPOLIS (BA)";"BA";"CANAPOLIS";173;289062.67
2009;"CANARANA (BA)";"BA";"CANARANA";519;2039839.09
2009;"CANAVIEIRAS (BA)";"BA";"CANAVIEIRAS";258;3152736.22
2009;"CANDEAL (BA)";"BA";"CANDEAL";51;353998.59
2009;"CANDEIAS (BA)";"BA";"CANDEIAS";17;63590.17
2009;"CANDIBA (BA)";"BA";"CANDIBA";751;1553684.8
2009;"CANDIDO SALES (BA)";"BA";"CANDIDO SALES";219;487169.32
2009;"CANSANCAO (BA)";"BA";"CANSANCAO";148;452206.21
2009;"CANUDOS (BA)";"BA";"CANUDOS";111;260966.75
2009;"CAPELA DO ALTO ALEGRE (BA)";"BA";"CAPELA DO ALTO ALEGRE";348;1016443.11
2009;"CAPIM GROSSO (BA)";"BA";"CAPIM GROSSO";114;287929.98
2009;"CARAIBAS (BA)";"BA";"CARAIBAS";160;947288.44
2009;"CARAVELAS (BA)";"BA";"CARAVELAS";277;4396879.28
2009;"CARDEAL DA SILVA (BA)";"BA";"CARDEAL DA SILVA";13;212747.04
2009;"CARINHANHA (BA)";"BA";"CARINHANHA";845;3311872.37
2009;"CASA NOVA (BA)";"BA";"CASA NOVA";1526;19719955.28
2009;"CASTRO ALVES (BA)";"BA";"CASTRO ALVES";253;1988940.76
2009;"CATOLANDIA (BA)";"BA";"CATOLANDIA";533;1045356.48
2009;"CATU (BA)";"BA";"CATU";85;122308
2009;"CATURAMA (BA)";"BA";"CATURAMA";191;327616.14
2009;"CENTRAL (BA)";"BA";"CENTRAL";334;471340.13
2009;"CHORROCHO (BA)";"BA";"CHORROCHO";4;39676
2009;"CICERO DANTAS (BA)";"BA";"CICERO DANTAS";773;3120805.16
2009;"CIPO (BA)";"BA";"CIPO";92;178229.05
2009;"COARACI (BA)";"BA";"COARACI";225;1810580.22
2009;"COCOS (BA)";"BA";"COCOS";24;23532742.77
2009;"CONCEICAO DA FEIRA (BA)";"BA";"CONCEICAO DA FEIRA";373;10947750.03
2009;"CONCEICAO DO ALMEIDA (BA)";"BA";"CONCEICAO DO ALMEIDA";214;728581.72
2009;"CONCEICAO DO COITE (BA)";"BA";"CONCEICAO DO COITE";1730;7848156.38
2009;"CONCEICAO DO JACUIPE (BA)";"BA";"CONCEICAO DO JACUIPE";154;141935
2009;"CONDE (BA)";"BA";"CONDE";238;3037803.53
2009;"CONDEUBA (BA)";"BA";"CONDEUBA";364;1255149.6
2009;"CONTENDAS DO SINCORA (BA)";"BA";"CONTENDAS DO SINCORA";124;226688.38
2009;"CORACAO DE MARIA (BA)";"BA";"CORACAO DE MARIA";665;1705334.59
2009;"CORDEIROS (BA)";"BA";"CORDEIROS";88;359765.72
2009;"CORIBE (BA)";"BA";"CORIBE";333;4335748.34
2009;"CORONEL JOAO SA (BA)";"BA";"CORONEL JOAO SA";1104;4264877.16
2009;"CORRENTINA (BA)";"BA";"CORRENTINA";1304;175546446.94
2009;"COTEGIPE (BA)";"BA";"COTEGIPE";292;3571044.34
2009;"CRAVOLANDIA (BA)";"BA";"CRAVOLANDIA";13;282162.72
2009;"CRISOPOLIS (BA)";"BA";"CRISOPOLIS";703;2754424.43
2009;"CRISTOPOLIS (BA)";"BA";"CRISTOPOLIS";598;694029.86
2009;"CRUZ DAS ALMAS (BA)";"BA";"CRUZ DAS ALMAS";805;2376349.23
2009;"CURACA (BA)";"BA";"CURACA";506;7409362.84
2009;"DARIO MEIRA (BA)";"BA";"DARIO MEIRA";128;293337.29
2009;"DOM BASILIO (BA)";"BA";"DOM BASILIO";731;6578323.32
2009;"DOM MACEDO COSTA (BA)";"BA";"DOM MACEDO COSTA";205;700600.67
2009;"ELISIO MEDRADO (BA)";"BA";"ELISIO MEDRADO";357;374031.85
2009;"ENCRUZILHADA (BA)";"BA";"ENCRUZILHADA";225;8313542.15
2009;"ENTRE RIOS (BA)";"BA";"ENTRE RIOS";124;1641230.73
2009;"ERICO CARDOSO (BA)";"BA";"ERICO CARDOSO";28;51417.1
2009;"ESPLANADA (BA)";"BA";"ESPLANADA";383;2798920.19
2009;"EUCLIDES DA CUNHA (BA)";"BA";"EUCLIDES DA CUNHA";714;3652474.02
2009;"EUNAPOLIS (BA)";"BA";"EUNAPOLIS";277;13974345.47
2009;"FATIMA (BA)";"BA";"FATIMA";949;4301554.48
2009;"FEIRA DA MATA (BA)";"BA";"FEIRA DA MATA";125;628245.1
2009;"FEIRA DE SANTANA (BA)";"BA";"FEIRA DE SANTANA";985;1774171.33
2009;"FILADELFIA (BA)";"BA";"FILADELFIA";450;1036326.98
2009;"FIRMINO ALVES (BA)";"BA";"FIRMINO ALVES";60;408774.39
2009;"FLORESTA AZUL (BA)";"BA";"FLORESTA AZUL";135;426557.28
2009;"FORMOSA DO RIO PRETO (BA)";"BA";"FORMOSA DO RIO PRETO";1712;281492403.37
2009;"GANDU (BA)";"BA";"GANDU";61;1477717.23
2009;"GAVIAO (BA)";"BA";"GAVIAO";8;35601.49
2009;"GENTIO DO OURO (BA)";"BA";"GENTIO DO OURO";74;62360
2009;"GLORIA (BA)";"BA";"GLORIA";140;437755.7
2009;"GONGOGI (BA)";"BA";"GONGOGI";18;381579.19
2009;"GOVERNADOR MANGABEIRA (BA)";"BA";"GOVERNADOR MANGABEIRA";1291;757549.5
2009;"GUAJERU (BA)";"BA";"GUAJERU";135;394282.27
2009;"GUANAMBI (BA)";"BA";"GUANAMBI";1067;3289232.77
2009;"GUARATINGA (BA)";"BA";"GUARATINGA";642;12494721.87
2009;"HELIOPOLIS (BA)";"BA";"HELIOPOLIS";351;934758.95
2009;"IACU (BA)";"BA";"IACU";419;1950369.63
2009;"IBIASSUCE (BA)";"BA";"IBIASSUCE";667;1823534.57
2009;"IBICARAI (BA)";"BA";"IBICARAI";146;832529.95
2009;"IBICOARA (BA)";"BA";"IBICOARA";720;35411073.48
2009;"IBICUI (BA)";"BA";"IBICUI";389;4935588.65
2009;"IBIPEBA (BA)";"BA";"IBIPEBA";586;1427838.82
2009;"IBIPITANGA (BA)";"BA";"IBIPITANGA";91;133522.9
2009;"IBIQUERA (BA)";"BA";"IBIQUERA";422;769217.32
2009;"IBIRAPITANGA (BA)";"BA";"IBIRAPITANGA";331;1119673.77
2009;"IBIRAPUA (BA)";"BA";"IBIRAPUA";293;9452830.48
2009;"IBIRATAIA (BA)";"BA";"IBIRATAIA";277;1037977.41
2009;"IBITITA (BA)";"BA";"IBITITA";274;821096.21
2009;"IBOTIRAMA (BA)";"BA";"IBOTIRAMA";122;668005.31
2009;"ICHU (BA)";"BA";"ICHU";9;165816.92
2009;"IGAPORA (BA)";"BA";"IGAPORA";273;844398.48
2009;"IGRAPIUNA (BA)";"BA";"IGRAPIUNA";216;2603579.88
2009;"IGUAI (BA)";"BA";"IGUAI";129;1208302.58
2009;"ILHEUS (BA)";"BA";"ILHEUS";390;5408558.14
2009;"INHAMBUPE (BA)";"BA";"INHAMBUPE";755;7853087.1
2009;"IPECAETA (BA)";"BA";"IPECAETA";28;130124.9
2009;"IPIAU (BA)";"BA";"IPIAU";35;945780.93
2009;"IPIRA (BA)";"BA";"IPIRA";1071;4543609.67
2009;"IPUPIARA (BA)";"BA";"IPUPIARA";67;83520
2009;"IRAJUBA (BA)";"BA";"IRAJUBA";10;307959.37
2009;"IRAMAIA (BA)";"BA";"IRAMAIA";173;995943.42
2009;"IRAQUARA (BA)";"BA";"IRAQUARA";1253;704747.08
