"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2009;"ACRELANDIA (AC)";"AC";"ACRELANDIA";124;1;17;142
2009;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";11;0;2;13
2009;"BRASILEIA (AC)";"AC";"BRASILEIA";127;0;6;133
2009;"BUJARI (AC)";"AC";"BUJARI";66;3;2;71
2009;"CAPIXABA (AC)";"AC";"CAPIXABA";48;1;5;54
2009;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";367;26;30;423
2009;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";104;1;9;114
2009;"FEIJO (AC)";"AC";"FEIJO";60;1;1;62
2009;"JORDAO (AC)";"AC";"JORDAO";0;0;0;0
2009;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";39;1;5;45
2009;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";11;0;0;11
2009;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";3;0;0;3
2009;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";91;1;3;95
2009;"PORTO ACRE (AC)";"AC";"PORTO ACRE";90;3;22;115
2009;"PORTO WALTER (AC)";"AC";"PORTO WALTER";0;0;0;0
2009;"RIO BRANCO (AC)";"AC";"RIO BRANCO";3163;114;397;3674
2009;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";4;0;0;4
2009;"SANTA ROSA (AC)";"AC";"SANTA ROSA";1;0;0;1
2009;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";77;2;2;81
2009;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";214;3;14;231
2009;"TARAUACA (AC)";"AC";"TARAUACA";89;0;2;91
2009;"XAPURI (AC)";"AC";"XAPURI";42;0;1;43
2009;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";40;68;4;112
2009;"ANADIA (AL)";"AL";"ANADIA";23;45;23;91
2009;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2280;368;230;2878
2009;"ATALAIA (AL)";"AL";"ATALAIA";172;43;76;291
2009;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";19;8;9;36
2009;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";16;2;3;21
2009;"BATALHA (AL)";"AL";"BATALHA";60;11;1;72
2009;"BELEM (AL)";"AL";"BELEM";6;18;1;25
2009;"BELO MONTE (AL)";"AL";"BELO MONTE";21;3;0;24
2009;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";216;60;79;355
