"ano";"cod_mun";"amc";"cod_uf";"uf";"semiarido";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta";"est_pop"
2009;"1721257";"16015";17;"TO";"0";"TUPIRAMA (TO)";0;0;0;18900;0;0;0;7000;0;0;0;7888.20954101122;0;0;0;856.213220487912;20;33;2297583.74329839;6300.3096460319;1083.45957448042;3459.08913531281;4253.14004844746;15095.9984042726;1570.77808566123;16666.7764899338;11307.1763406801;"1474"
2009;"1721307";"16018";17;"TO";"0";"TUPIRATINS (TO)";0;0;0;2430;0;0;0;900;0;0;0;939.68633732401;0;0;0;0;13;103;1269146.29009847;1724.12679410999;583.863149849689;1721.39182198777;5004.52146832884;9033.90323427629;835.611318725262;9869.51393922863;4605.46350274384;"2143"
2009;"1722081";"16013";17;"TO";"0";"WANDERLANDIA (TO)";0;0;0;168;0;0;0;70;0;0;0;83.4731168360975;0;0;0;0;49;331;4095180.89265986;4368.56250075257;2313.09530709087;13951.8698319482;15806.9309613177;36440.4586011093;3277.11283042677;39717.5714315361;4183.8812986173;"9493"
2009;"1722107";"16037";17;"TO";"0";"XAMBIOA (TO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;190;4731304.13041988;6122.84579963836;25767.7307328545;16213.5481541597;18195.6817595892;66299.8058324689;9669.5141926081;75969.3206388499;6844.69737689313;"11099"
2009;"2100055";"3001";21;"MA";"0";"ACAILANDIA (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1029;715;29773726.4064668;48822.2414557019;183609.010204023;267194.326570834;86654.3202828255;586279.897899611;67266.4791512206;653546.377050831;6462.43960361724;"101130"
2009;"2100105";"3002";21;"MA";"0";"AFONSO CUNHA (MA)";0;0;0;1800;0;0;0;600;0;0;0;447.440457158199;0;0;0;0;6;21;25778.4625523242;1360.58050200958;440.341559589623;1870.73504837424;5961.78012429268;9633.43723426612;196.4349535133;9829.87218777942;1652.63268331279;"5948"
2009;"2100154";"3003";21;"MA";"0";"AGUA DOCE DO MARANHAO (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;252;256775.325061569;2840.33483639855;825.087568274734;4188.62637704568;9803.64567099702;17657.694452716;394.295701514911;18051.9901542309;1448.79255954488;"12460"
2009;"2100204";"3004";21;"MA";"0";"ALCANTARA (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;5;6939.42095131456;4640.88679292825;3868.49469852089;7262.85165927314;17051.7379329131;32823.9704698625;1126.53906804286;33950.5095379053;1541.80370752533;"22020"
2009;"2100303";"3005";21;"MA";"0";"ALDEIAS ALTAS (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;160;29810042.5705281;8977.14765255692;2793.95385831065;10314.2857117397;21178.886359409;43264.2735820163;2663.44179881866;45927.7159946079;2026.19329434186;"22667"
2009;"2100402";"3006";21;"MA";"0";"ALTAMIRA DO MARANHAO (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;278;1046540.73451559;6641.71960407488;565.864872804823;2828.96223800255;5727.23110012285;15763.7778150051;232.124621144075;15995.9024361492;2058.41023480309;"7771"
2009;"2100436";"3007";21;"MA";"0";"ALTO ALEGRE DO MARANHAO (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;142;227350.222783405;5735.24513311204;2633.36385697636;21377.9685155173;18605.8287604821;48352.4056523149;2952.83695716023;51305.2426094751;2239.03746681555;"22914"
2009;"2100477";"3008";21;"MA";"0";"ALTO ALEGRE DO PINDARE (MA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;560;1364441.13366325;15234.5944668664;2484.81608029151;13200.5148043023;28095.8966201718;59015.821971632;1518.29436345053;60534.1163350826;1822.71529659552;"33211"
