"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2019;"ACRELANDIA (AC)";"AC";"ACRELANDIA";398;17835159.49
2019;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";43;1644836.89
2019;"BRASILEIA (AC)";"AC";"BRASILEIA";237;10406159.8
2019;"BUJARI (AC)";"AC";"BUJARI";167;4987141.79
2019;"CAPIXABA (AC)";"AC";"CAPIXABA";77;2623328.47
2019;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";43;1473475.85
2019;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";165;9378802.71
2019;"FEIJO (AC)";"AC";"FEIJO";79;2728906.87
2019;"JORDAO (AC)";"AC";"JORDAO";6;190707.58
2019;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";18;608457.24
2019;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";82;3272915.72
2019;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";275;13913951.32
2019;"PORTO ACRE (AC)";"AC";"PORTO ACRE";274;12609408.94
2019;"PORTO WALTER (AC)";"AC";"PORTO WALTER";1;64935.44
2019;"RIO BRANCO (AC)";"AC";"RIO BRANCO";446;17349227.05
2019;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";28;833881.66
2019;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";254;8944254.83
2019;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";205;9213799.3
2019;"TARAUACA (AC)";"AC";"TARAUACA";342;9566038.67
2019;"XAPURI (AC)";"AC";"XAPURI";113;4490881.46
2019;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";454;2267193.16
2019;"ANADIA (AL)";"AL";"ANADIA";63;1270241.45
2019;"ARAPIRACA (AL)";"AL";"ARAPIRACA";503;3241501.63
2019;"ATALAIA (AL)";"AL";"ATALAIA";52;1600501.16
2019;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";25;116380
2019;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";1;5000
2019;"BATALHA (AL)";"AL";"BATALHA";454;2562220.09
2019;"BELEM (AL)";"AL";"BELEM";63;530730.69
2019;"BELO MONTE (AL)";"AL";"BELO MONTE";511;3064629.36
2019;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";32;997088.81
2019;"BRANQUINHA (AL)";"AL";"BRANQUINHA";23;555611.8
2019;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";147;1932443.67
2019;"CAJUEIRO (AL)";"AL";"CAJUEIRO";3;15000
2019;"CAMPESTRE (AL)";"AL";"CAMPESTRE";7;122894.16
2019;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";1;15624.03
2019;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";370;5131671.35
2019;"CANAPI (AL)";"AL";"CANAPI";4.491;6911370.48
2019;"CAPELA (AL)";"AL";"CAPELA";25;654387.98
2019;"CARNEIROS (AL)";"AL";"CARNEIROS";216;767002.62
2019;"CHA PRETA (AL)";"AL";"CHA PRETA";93;670649.16
2019;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";339;2329196.17
2019;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";92;2826873.59
2019;"CORURIPE (AL)";"AL";"CORURIPE";434;3864850.02
2019;"CRAIBAS (AL)";"AL";"CRAIBAS";32.269;8781666.5
2019;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";273;1261824.76
2019;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";396;3975564.57
2019;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";25.04;6158991.77
2019;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";705;5000709.46
2019;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";31;152161.2
2019;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";12;811251.47
2019;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";75.453;10065430.16
2019;"IBATEGUARA (AL)";"AL";"IBATEGUARA";369;1271359.9
2019;"IGACI (AL)";"AL";"IGACI";999;5917222
2019;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";122.472;9892954.78
2019;"INHAPI (AL)";"AL";"INHAPI";745;3578628.65
2019;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";192;1255423.53
2019;"JACUIPE (AL)";"AL";"JACUIPE";7;50614.5
2019;"JAPARATINGA (AL)";"AL";"JAPARATINGA";35;186600.45
2019;"JARAMATAIA (AL)";"AL";"JARAMATAIA";115;758807.64
2019;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";61;273000
2019;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";25;716304.9
2019;"JUNDIA (AL)";"AL";"JUNDIA";53;452109.01
2019;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";638;3401280.1
2019;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";313;1785832.05
2019;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";208;2435582.79
2019;"MACEIO (AL)";"AL";"MACEIO";116;572304
2019;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";610;6015299.32
2019;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";113;750162.2
2019;"MARAGOGI (AL)";"AL";"MARAGOGI";140;1102232.76
2019;"MARAVILHA (AL)";"AL";"MARAVILHA";288;1623087.36
2019;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";27;134948
2019;"MARIBONDO (AL)";"AL";"MARIBONDO";103;2426125.55
2019;"MATA GRANDE (AL)";"AL";"MATA GRANDE";1.017;7558857.27
2019;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";37;296632.36
2019;"MESSIAS (AL)";"AL";"MESSIAS";16;79208.5
2019;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";196;3080553.98
2019;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";237;1000362.14
2019;"MURICI (AL)";"AL";"MURICI";11;311478.26
2019;"NOVO LINO (AL)";"AL";"NOVO LINO";69;1047690.95
2019;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";286;1292346.68
2019;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";368;1884019.47
2019;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";655;3845628.95
2019;"OLIVENCA (AL)";"AL";"OLIVENCA";389;2153283.33
2019;"OURO BRANCO (AL)";"AL";"OURO BRANCO";609;2773897.9
2019;"PALESTINA (AL)";"AL";"PALESTINA";66;295192
2019;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";796;6249904.06
