"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2013;"ACRELANDIA (AC)";"AC";"ACRELANDIA";633;11442567.95
2013;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";306;3511488.04
2013;"BRASILEIA (AC)";"AC";"BRASILEIA";447;5427560.56
2013;"BUJARI (AC)";"AC";"BUJARI";51;444404.38
2013;"CAPIXABA (AC)";"AC";"CAPIXABA";165;2540611.6
2013;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";312;1130570.75
2013;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";152;2542137.69
2013;"FEIJO (AC)";"AC";"FEIJO";440;1726031.83
2013;"JORDAO (AC)";"AC";"JORDAO";11;78665
2013;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";218;1170949.7
2013;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";42;456291.25
2013;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";137;316000
2013;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";326;5082348.35
2013;"PORTO ACRE (AC)";"AC";"PORTO ACRE";252;5665423.54
2013;"PORTO WALTER (AC)";"AC";"PORTO WALTER";95;230000
2013;"RIO BRANCO (AC)";"AC";"RIO BRANCO";527;26063148.8
2013;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";186;432352.69
2013;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";37;92500
2013;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";135.034;10269342.29
2013;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";365;9490225.52
2013;"TARAUACA (AC)";"AC";"TARAUACA";286.176;24052448.65
2013;"XAPURI (AC)";"AC";"XAPURI";418;7488797.32
2013;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";1203;2806827
2013;"ANADIA (AL)";"AL";"ANADIA";96;1451803.5
2013;"ARAPIRACA (AL)";"AL";"ARAPIRACA";908;3461778.7
2013;"ATALAIA (AL)";"AL";"ATALAIA";18;96654
2013;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";21;52500
2013;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";1;2500
2013;"BATALHA (AL)";"AL";"BATALHA";549;1486945.07
2013;"BELEM (AL)";"AL";"BELEM";254;433459.49
2013;"BELO MONTE (AL)";"AL";"BELO MONTE";1154;2660181.08
2013;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";74;1126126.53
2013;"BRANQUINHA (AL)";"AL";"BRANQUINHA";527;1389752.1
2013;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";590;1643584.36
2013;"CAJUEIRO (AL)";"AL";"CAJUEIRO";131;562068.42
2013;"CAMPESTRE (AL)";"AL";"CAMPESTRE";29;84122.22
2013;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";1;2500
2013;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";347;3570282.97
2013;"CANAPI (AL)";"AL";"CANAPI";549.219;5327110.09
2013;"CAPELA (AL)";"AL";"CAPELA";21;172177.64
2013;"CARNEIROS (AL)";"AL";"CARNEIROS";152;571332.72
2013;"CHA PRETA (AL)";"AL";"CHA PRETA";68;730103.21
2013;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";374;3093171.61
2013;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";116;450180.46
2013;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";12;33900
2013;"CORURIPE (AL)";"AL";"CORURIPE";1018;5012040.3
2013;"CRAIBAS (AL)";"AL";"CRAIBAS";1312;4405382.97
2013;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";673;1962066.88
2013;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";767;1520982.29
2013;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";772.468;3611537.16
2013;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";736;3626371.8
2013;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";77;182721.53
2013;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";1;3500
2013;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";2.698;8090772.78
2013;"IBATEGUARA (AL)";"AL";"IBATEGUARA";215;492410.18
2013;"IGACI (AL)";"AL";"IGACI";1127;2723087.07
2013;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";673.496;10244313.43
2013;"INHAPI (AL)";"AL";"INHAPI";977;3047769.89
2013;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";364;701600.34
2013;"JACUIPE (AL)";"AL";"JACUIPE";10;144993.56
2013;"JAPARATINGA (AL)";"AL";"JAPARATINGA";62;223013.82
2013;"JARAMATAIA (AL)";"AL";"JARAMATAIA";148;415758.69
2013;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";73;202500
2013;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";60;313227.63
2013;"JUNDIA (AL)";"AL";"JUNDIA";61;381018.61
2013;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";1056;4228819.13
2013;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";477;1885641.38
2013;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";299;2110730.74
2013;"MACEIO (AL)";"AL";"MACEIO";50;197338.99
2013;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";1043;4431328.4
2013;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";458;1250199.64
2013;"MARAGOGI (AL)";"AL";"MARAGOGI";59;205506
2013;"MARAVILHA (AL)";"AL";"MARAVILHA";638;2469605.59
2013;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";24;62000
2013;"MARIBONDO (AL)";"AL";"MARIBONDO";160;1348326.81
2013;"MATA GRANDE (AL)";"AL";"MATA GRANDE";1389;3663590.89
2013;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";57;655189.08
2013;"MESSIAS (AL)";"AL";"MESSIAS";2;5000
2013;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";351;1919712.98
2013;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";569;1257076.93
2013;"MURICI (AL)";"AL";"MURICI";150;376307.6
2013;"NOVO LINO (AL)";"AL";"NOVO LINO";88;690174.48
2013;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";351;848560.65
2013;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";858;2626301.44
2013;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";384;1596148.26
2013;"OLIVENCA (AL)";"AL";"OLIVENCA";411;1016448.03
2013;"OURO BRANCO (AL)";"AL";"OURO BRANCO";822.259;3113035.25
2013;"PALESTINA (AL)";"AL";"PALESTINA";118;223079.99
2013;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";899.372;4839067.48
2013;"PAO DE ACUCAR (AL)";"AL";"PAO DE ACUCAR";1331;4868538.38
2013;"PARICONHA (AL)";"AL";"PARICONHA";460;1184565.64
2013;"PARIPUEIRA (AL)";"AL";"PARIPUEIRA";15;38500
2013;"PASSO DE CAMARAGIBE (AL)";"AL";"PASSO DE CAMARAGIBE";45;122390.7
2013;"PAULO JACINTO (AL)";"AL";"PAULO JACINTO";207;594641.8
2013;"PENEDO (AL)";"AL";"PENEDO";572;1786938.58
2013;"PIACABUCU (AL)";"AL";"PIACABUCU";185;551735.4
2013;"PILAR (AL)";"AL";"PILAR";16;82865.66
2013;"PINDOBA (AL)";"AL";"PINDOBA";34;125583.6
2013;"PIRANHAS (AL)";"AL";"PIRANHAS";1243;3486933.51
2013;"POCO DAS TRINCHEIRAS (AL)";"AL";"POCO DAS TRINCHEIRAS";911;2397077.39
2013;"PORTO CALVO (AL)";"AL";"PORTO CALVO";67;242942.55
2013;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";12;47542.86
2013;"PORTO REAL DO COLEGIO (AL)";"AL";"PORTO REAL DO COLEGIO";547;2629281.11
2013;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";696;1467851.78
2013;"RIO LARGO (AL)";"AL";"RIO LARGO";1;3500
2013;"ROTEIRO (AL)";"AL";"ROTEIRO";1;3500
2013;"SANTA LUZIA DO NORTE (AL)";"AL";"SANTA LUZIA DO NORTE";2;5000
2013;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";719.181;5830009.89
2013;"SANTANA DO MUNDAU (AL)";"AL";"SANTANA DO MUNDAU";455;1198863.91
2013;"SAO BRAS (AL)";"AL";"SAO BRAS";153;404557.57
2013;"SAO JOSE DA LAJE (AL)";"AL";"SAO JOSE DA LAJE";251;969119.15
2013;"SAO JOSE DA TAPERA (AL)";"AL";"SAO JOSE DA TAPERA";1694;5305360.95
2013;"SAO LUIS DO QUITUNDE (AL)";"AL";"SAO LUIS DO QUITUNDE";114;739247.33
2013;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";2;3500
2013;"SAO MIGUEL DOS MILAGRES (AL)";"AL";"SAO MIGUEL DOS MILAGRES";90;343948.9
2013;"SAO SEBASTIAO (AL)";"AL";"SAO SEBASTIAO";800.907;7905695.1
2013;"SATUBA (AL)";"AL";"SATUBA";1;3500
2013;"SENADOR RUI PALMEIRA (AL)";"AL";"SENADOR RUI PALMEIRA";1109;4634143.68
2013;"TANQUE D ARCA (AL)";"AL";"TANQUE D ARCA";490;1033338.02
2013;"TAQUARANA (AL)";"AL";"TAQUARANA";387;3426259.8
2013;"TEOTONIO VILELA (AL)";"AL";"TEOTONIO VILELA";334;1764503.04
2013;"TRAIPU (AL)";"AL";"TRAIPU";1271;3800846.38
2013;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";1511;3831365.74
