"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2013;"ACRELANDIA (AC)";"AC";"ACRELANDIA";201;6;41;248
2013;"ASSIS BRASIL (AC)";"AC";"ASSIS BRASIL";15;2;3;20
2013;"BRASILEIA (AC)";"AC";"BRASILEIA";186;3;11;200
2013;"BUJARI (AC)";"AC";"BUJARI";86;3;10;99
2013;"CAPIXABA (AC)";"AC";"CAPIXABA";67;1;9;77
2013;"CRUZEIRO DO SUL (AC)";"AC";"CRUZEIRO DO SUL";616;53;60;729
2013;"EPITACIOLANDIA (AC)";"AC";"EPITACIOLANDIA";183;1;13;197
2013;"FEIJO (AC)";"AC";"FEIJO";93;1;6;100
2013;"JORDAO (AC)";"AC";"JORDAO";2;0;0;2
2013;"MANCIO LIMA (AC)";"AC";"MANCIO LIMA";71;2;9;82
2013;"MANOEL URBANO (AC)";"AC";"MANOEL URBANO";23;0;2;25
2013;"MARECHAL THAUMATURGO (AC)";"AC";"MARECHAL THAUMATURGO";7;0;4;11
2013;"PLACIDO DE CASTRO (AC)";"AC";"PLACIDO DE CASTRO";134;2;15;151
2013;"PORTO ACRE (AC)";"AC";"PORTO ACRE";140;2;36;178
2013;"PORTO WALTER (AC)";"AC";"PORTO WALTER";4;0;2;6
2013;"RIO BRANCO (AC)";"AC";"RIO BRANCO";3856;188;654;4698
2013;"RODRIGUES ALVES (AC)";"AC";"RODRIGUES ALVES";10;0;1;11
2013;"SANTA ROSA DO PURUS (AC)";"AC";"SANTA ROSA DO PURUS";3;0;1;4
2013;"SENA MADUREIRA (AC)";"AC";"SENA MADUREIRA";87;3;7;97
2013;"SENADOR GUIOMARD (AC)";"AC";"SENADOR GUIOMARD";314;8;21;343
2013;"TARAUACA (AC)";"AC";"TARAUACA";138;12;14;164
2013;"XAPURI (AC)";"AC";"XAPURI";61;3;2;66
2013;"AGUA BRANCA (AL)";"AL";"AGUA BRANCA";60;63;10;133
2013;"ANADIA (AL)";"AL";"ANADIA";46;47;40;133
2013;"ARAPIRACA (AL)";"AL";"ARAPIRACA";2803;402;316;3521
2013;"ATALAIA (AL)";"AL";"ATALAIA";196;51;125;372
2013;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";28;5;19;52
2013;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";25;1;5;31
2013;"BATALHA (AL)";"AL";"BATALHA";91;22;3;116
2013;"BELEM (AL)";"AL";"BELEM";12;25;5;42
2013;"BELO MONTE (AL)";"AL";"BELO MONTE";35;8;2;45
2013;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";224;69;87;380
2013;"BRANQUINHA (AL)";"AL";"BRANQUINHA";25;21;15;61
2013;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";41;31;9;81
2013;"CAJUEIRO (AL)";"AL";"CAJUEIRO";92;8;49;149
2013;"CAMPESTRE (AL)";"AL";"CAMPESTRE";19;49;8;76
2013;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";132;116;119;367
2013;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";43;23;13;79
2013;"CANAPI (AL)";"AL";"CANAPI";36;31;17;84
2013;"CAPELA (AL)";"AL";"CAPELA";63;7;47;117
2013;"CARNEIROS (AL)";"AL";"CARNEIROS";25;10;5;40
2013;"CHA PRETA (AL)";"AL";"CHA PRETA";27;8;6;41
2013;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";48;6;24;78
2013;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";60;26;31;117
2013;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";8;2;4;14
2013;"CORURIPE (AL)";"AL";"CORURIPE";340;70;197;607
2013;"CRAIBAS (AL)";"AL";"CRAIBAS";123;31;25;179
2013;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";419;334;46;799
2013;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";58;12;9;79
2013;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";40;82;19;141
2013;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";59;2;47;108
2013;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";5;5;8;18
2013;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";23;18;35;76
2013;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";161;53;50;264
2013;"IBATEGUARA (AL)";"AL";"IBATEGUARA";39;55;15;109
2013;"IGACI (AL)";"AL";"IGACI";94;86;26;206
2013;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";83;23;78;184
2013;"INHAPI (AL)";"AL";"INHAPI";51;21;9;81
2013;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";35;6;6;47
2013;"JACUIPE (AL)";"AL";"JACUIPE";9;8;14;31
2013;"JAPARATINGA (AL)";"AL";"JAPARATINGA";12;23;7;42
2013;"JARAMATAIA (AL)";"AL";"JARAMATAIA";23;9;4;36
2013;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";29;11;38;78
2013;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";93;23;70;186
2013;"JUNDIA (AL)";"AL";"JUNDIA";12;4;8;24
2013;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";208;28;103;339
2013;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";84;15;23;122
2013;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";107;18;45;170
2013;"MACEIO (AL)";"AL";"MACEIO";6899;1052;1845;9796
2013;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";74;23;25;122
2013;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";11;2;9;22
2013;"MARAGOGI (AL)";"AL";"MARAGOGI";60;93;38;191
2013;"MARAVILHA (AL)";"AL";"MARAVILHA";31;41;8;80
2013;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";259;75;109;443
2013;"MARIBONDO (AL)";"AL";"MARIBONDO";62;18;13;93
2013;"MATA GRANDE (AL)";"AL";"MATA GRANDE";55;29;9;93
2013;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";135;29;125;289
2013;"MESSIAS (AL)";"AL";"MESSIAS";59;28;75;162
2013;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";43;15;6;64
2013;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";9;3;5;17
2013;"MURICI (AL)";"AL";"MURICI";106;25;103;234
2013;"NOVO LINO (AL)";"AL";"NOVO LINO";42;23;48;113
2013;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";104;74;20;198
2013;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";28;16;6;50
2013;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";12;1;8;21
2013;"OLIVENCA (AL)";"AL";"OLIVENCA";49;18;6;73
2013;"OURO BRANCO (AL)";"AL";"OURO BRANCO";55;34;18;107
2013;"PALESTINA (AL)";"AL";"PALESTINA";8;6;5;19
2013;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";593;188;63;844
2013;"PAO DE ACUCAR (AL)";"AL";"PAO DE ACUCAR";68;20;7;95
2013;"PARICONHA (AL)";"AL";"PARICONHA";34;18;8;60
2013;"PARIPUEIRA (AL)";"AL";"PARIPUEIRA";52;4;13;69
2013;"PASSO DE CAMARAGIBE (AL)";"AL";"PASSO DE CAMARAGIBE";31;8;26;65
2013;"PAULO JACINTO (AL)";"AL";"PAULO JACINTO";13;11;8;32
2013;"PENEDO (AL)";"AL";"PENEDO";244;70;191;505
2013;"PIACABUCU (AL)";"AL";"PIACABUCU";24;13;13;50
2013;"PILAR (AL)";"AL";"PILAR";160;49;60;269
