"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2006;"BARRA DE SANTO ANTONIO (AL)";"AL";"BARRA DE SANTO ANTONIO";198;185999.4
2006;"BARRA DE SAO MIGUEL (AL)";"AL";"BARRA DE SAO MIGUEL";15;79097.8
2006;"BATALHA (AL)";"AL";"BATALHA";755;1326194.02
2006;"BELEM (AL)";"AL";"BELEM";251;342555.15
2006;"BELO MONTE (AL)";"AL";"BELO MONTE";303;198530.97
2006;"BOCA DA MATA (AL)";"AL";"BOCA DA MATA";322;9267774.35
2006;"BRANQUINHA (AL)";"AL";"BRANQUINHA";1160;2163254.45
2006;"CACIMBINHAS (AL)";"AL";"CACIMBINHAS";272;691989.37
2006;"CAJUEIRO (AL)";"AL";"CAJUEIRO";244;585311.42
2006;"CAMPESTRE (AL)";"AL";"CAMPESTRE";45;93504.18
2006;"CAMPO ALEGRE (AL)";"AL";"CAMPO ALEGRE";65;1879829.55
2006;"CAMPO GRANDE (AL)";"AL";"CAMPO GRANDE";1105;1977584.32
2006;"CANAPI (AL)";"AL";"CANAPI";2087;3001306.66
2006;"CAPELA (AL)";"AL";"CAPELA";75;1141412.56
2006;"CARNEIROS (AL)";"AL";"CARNEIROS";349;343537.19
2006;"CHA PRETA (AL)";"AL";"CHA PRETA";1047;2280820.02
2006;"COITE DO NOIA (AL)";"AL";"COITE DO NOIA";302;1724563.97
2006;"COLONIA LEOPOLDINA (AL)";"AL";"COLONIA LEOPOLDINA";117;324884.56
2006;"COQUEIRO SECO (AL)";"AL";"COQUEIRO SECO";48;48048.02
2006;"CORURIPE (AL)";"AL";"CORURIPE";1026;46618257.15
2006;"CRAIBAS (AL)";"AL";"CRAIBAS";2077;3112831.03
2006;"DELMIRO GOUVEIA (AL)";"AL";"DELMIRO GOUVEIA";2499;1740375.76
2006;"DOIS RIACHOS (AL)";"AL";"DOIS RIACHOS";1615;1198126.87
2006;"ESTRELA DE ALAGOAS (AL)";"AL";"ESTRELA DE ALAGOAS";1200;2028415.52
2006;"FEIRA GRANDE (AL)";"AL";"FEIRA GRANDE";1645;1832333.6
2006;"FELIZ DESERTO (AL)";"AL";"FELIZ DESERTO";42;968614.18
2006;"FLEXEIRAS (AL)";"AL";"FLEXEIRAS";11;372688
2006;"GIRAU DO PONCIANO (AL)";"AL";"GIRAU DO PONCIANO";2312;3512991.65
2006;"IBATEGUARA (AL)";"AL";"IBATEGUARA";388;2695233.14
2006;"IGACI (AL)";"AL";"IGACI";677;1695753.42
2006;"IGREJA NOVA (AL)";"AL";"IGREJA NOVA";2581;4822864.44
2006;"INHAPI (AL)";"AL";"INHAPI";2001;1483179.99
2006;"JACARE DOS HOMENS (AL)";"AL";"JACARE DOS HOMENS";598;909292.16
2006;"JACUIPE (AL)";"AL";"JACUIPE";61;412789.9
2006;"JAPARATINGA (AL)";"AL";"JAPARATINGA";18;97963.8
2006;"JARAMATAIA (AL)";"AL";"JARAMATAIA";313;289604.39
2006;"JEQUIA DA PRAIA (AL)";"AL";"JEQUIA DA PRAIA";340;465504.5
2006;"JOAQUIM GOMES (AL)";"AL";"JOAQUIM GOMES";505;4796822.89
2006;"JUNDIA (AL)";"AL";"JUNDIA";83;548988.2
2006;"JUNQUEIRO (AL)";"AL";"JUNQUEIRO";745;2093598.75
2006;"LAGOA DA CANOA (AL)";"AL";"LAGOA DA CANOA";495;756168.46
2006;"LIMOEIRO DE ANADIA (AL)";"AL";"LIMOEIRO DE ANADIA";498;1133818.44
2006;"MACEIO (AL)";"AL";"MACEIO";1004;48675176.21
2006;"MAJOR ISIDORO (AL)";"AL";"MAJOR ISIDORO";1805;2362083.58
2006;"MAR VERMELHO (AL)";"AL";"MAR VERMELHO";144;278072.82
2006;"MARAGOGI (AL)";"AL";"MARAGOGI";116;654316.23
2006;"MARAVILHA (AL)";"AL";"MARAVILHA";967;1133203.44
2006;"MARECHAL DEODORO (AL)";"AL";"MARECHAL DEODORO";116;1014706.4
2006;"MARIBONDO (AL)";"AL";"MARIBONDO";125;636395.61
2006;"MATA GRANDE (AL)";"AL";"MATA GRANDE";4091;2870203.26
2006;"MATRIZ DE CAMARAGIBE (AL)";"AL";"MATRIZ DE CAMARAGIBE";121;576518.07
2006;"MESSIAS (AL)";"AL";"MESSIAS";4;123173.5
2006;"MINADOR DO NEGRAO (AL)";"AL";"MINADOR DO NEGRAO";544;1404538.78
2006;"MONTEIROPOLIS (AL)";"AL";"MONTEIROPOLIS";399;338136.8
2006;"MURICI (AL)";"AL";"MURICI";25;690633.22
2006;"NOVO LINO (AL)";"AL";"NOVO LINO";62;255266.67
2006;"OLHO D AGUA DAS FLORES (AL)";"AL";"OLHO D AGUA DAS FLORES";1013;701243.77
2006;"OLHO D AGUA DO CASADO (AL)";"AL";"OLHO D AGUA DO CASADO";884;1337993.42
2006;"OLHO D AGUA GRANDE (AL)";"AL";"OLHO D AGUA GRANDE";862;1133950.86
2006;"OLIVENCA (AL)";"AL";"OLIVENCA";909;818414.95
2006;"OURO BRANCO (AL)";"AL";"OURO BRANCO";1363;1420830.18
2006;"PALESTINA (AL)";"AL";"PALESTINA";98;57604.28
2006;"PALMEIRA DOS INDIOS (AL)";"AL";"PALMEIRA DOS INDIOS";2135;3444079.15
2006;"PAO DE ACUCAR (AL)";"AL";"PAO DE ACUCAR";3549;3104825.95
2006;"PARICONHA (AL)";"AL";"PARICONHA";3199;1254177.62
2006;"PARIPUEIRA (AL)";"AL";"PARIPUEIRA";19;142392.26
2006;"PASSO DE CAMARAGIBE (AL)";"AL";"PASSO DE CAMARAGIBE";98;414203.16
2006;"PAULO JACINTO (AL)";"AL";"PAULO JACINTO";354;806901.46
2006;"PENEDO (AL)";"AL";"PENEDO";853;3313115.96
2006;"PIACABUCU (AL)";"AL";"PIACABUCU";210;445634.67
2006;"PILAR (AL)";"AL";"PILAR";7;425709.62
2006;"PINDOBA (AL)";"AL";"PINDOBA";78;169208.5
2006;"PIRANHAS (AL)";"AL";"PIRANHAS";1411;1790632.35
2006;"POCO DAS TRINCHEIRAS (AL)";"AL";"POCO DAS TRINCHEIRAS";1137;1337240.35
2006;"PORTO CALVO (AL)";"AL";"PORTO CALVO";867;885443.83
2006;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";784;1373892.83
2006;"PORTO REAL DO COLEGIO (AL)";"AL";"PORTO REAL DO COLEGIO";1833;3694531.11
2006;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";446;1106088.82
2006;"RIO LARGO (AL)";"AL";"RIO LARGO";3;29694
2006;"ROTEIRO (AL)";"AL";"ROTEIRO";40;297320.88
2006;"SANTA LUZIA DO NORTE (AL)";"AL";"SANTA LUZIA DO NORTE";7;3925.2
2006;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";2109;2437660.06
2006;"SANTANA DO MUNDAU (AL)";"AL";"SANTANA DO MUNDAU";2234;3765795.41
2006;"SAO BRAS (AL)";"AL";"SAO BRAS";185;569591.23
2006;"SAO JOSE DA LAJE (AL)";"AL";"SAO JOSE DA LAJE";151;999396.37
2006;"SAO JOSE DA TAPERA (AL)";"AL";"SAO JOSE DA TAPERA";674;798736.25
2006;"SAO LUIS DO QUITUNDE (AL)";"AL";"SAO LUIS DO QUITUNDE";726;871236.25
2006;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";68;6424851.42
2006;"SAO MIGUEL DOS MILAGRES (AL)";"AL";"SAO MIGUEL DOS MILAGRES";150;232155.39
2006;"SAO SEBASTIAO (AL)";"AL";"SAO SEBASTIAO";5011;8293105.8
2006;"SATUBA (AL)";"AL";"SATUBA";2;1200
2006;"SENADOR RUI PALMEIRA (AL)";"AL";"SENADOR RUI PALMEIRA";956;1189441.66
2006;"TANQUE D ARCA (AL)";"AL";"TANQUE D ARCA";342;413874.73
2006;"TAQUARANA (AL)";"AL";"TAQUARANA";388;1476877.3
2006;"TEOTONIO VILELA (AL)";"AL";"TEOTONIO VILELA";201;1141438.72
2006;"TRAIPU (AL)";"AL";"TRAIPU";2984;2995609.68
2006;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";2786;66603843.78
2006;"VICOSA (AL)";"AL";"VICOSA";1515;3327885.7
2006;"ALVARAES (AM)";"AM";"ALVARAES";98;98000
2006;"APUI (AM)";"AM";"APUI";2;150000
2006;"AUTAZES (AM)";"AM";"AUTAZES";815;3419297.12
2006;"BARREIRINHA (AM)";"AM";"BARREIRINHA";703;2410724.83
2006;"BERURI (AM)";"AM";"BERURI";1;161500
2006;"BOA VISTA DO RAMOS (AM)";"AM";"BOA VISTA DO RAMOS";111;233781.08
2006;"BOCA DO ACRE (AM)";"AM";"BOCA DO ACRE";703;8330910.21
2006;"BORBA (AM)";"AM";"BORBA";419;1847616.02
2006;"CANUTAMA (AM)";"AM";"CANUTAMA";293;437417.62
2006;"CARAUARI (AM)";"AM";"CARAUARI";28;2605520.24
2006;"CAREIRO (AM)";"AM";"CAREIRO";249;1652333.92
2006;"CAREIRO DA VARZEA (AM)";"AM";"CAREIRO DA VARZEA";378;536475.93
2006;"COARI (AM)";"AM";"COARI";505;809736.59
2006;"CODAJAS (AM)";"AM";"CODAJAS";220;222768
2006;"EIRUNEPE (AM)";"AM";"EIRUNEPE";24;36440.88
2006;"HUMAITA (AM)";"AM";"HUMAITA";474;1413626.33
2006;"IRANDUBA (AM)";"AM";"IRANDUBA";319;1537617.87
2006;"ITACOATIARA (AM)";"AM";"ITACOATIARA";313;4623123.24
2006;"ITAPIRANGA (AM)";"AM";"ITAPIRANGA";16;94028
2006;"LABREA (AM)";"AM";"LABREA";141;991991.55
2006;"MANACAPURU (AM)";"AM";"MANACAPURU";643;4746609.85
2006;"MANAQUIRI (AM)";"AM";"MANAQUIRI";65;321633.22
2006;"MANAUS (AM)";"AM";"MANAUS";103;3669854.45
2006;"MANICORE (AM)";"AM";"MANICORE";327;546785.88
2006;"MARAA (AM)";"AM";"MARAA";1;5000
2006;"MAUES (AM)";"AM";"MAUES";605;778763.71
2006;"NHAMUNDA (AM)";"AM";"NHAMUNDA";422;1353960.9
2006;"NOVO ARIPUANA (AM)";"AM";"NOVO ARIPUANA";160;295842.54
2006;"PARINTINS (AM)";"AM";"PARINTINS";494;2906945.95
2006;"PAUINI (AM)";"AM";"PAUINI";188;445570.7
2006;"PRESIDENTE FIGUEIREDO (AM)";"AM";"PRESIDENTE FIGUEIREDO";16;263938.79
2006;"RIO PRETO DA EVA (AM)";"AM";"RIO PRETO DA EVA";179;3021276.21
2006;"SAO GABRIEL DA CACHOEIRA (AM)";"AM";"SAO GABRIEL DA CACHOEIRA";65;90095.33
2006;"SAO PAULO DE OLIVENCA (AM)";"AM";"SAO PAULO DE OLIVENCA";56;9409985.33
2006;"SAO SEBASTIAO DO UATUMA (AM)";"AM";"SAO SEBASTIAO DO UATUMA";1;59025
2006;"SILVES (AM)";"AM";"SILVES";37;146345.42
2006;"TABATINGA (AM)";"AM";"TABATINGA";10;177512.77
2006;"TAPAUA (AM)";"AM";"TAPAUA";257;257000
2006;"TEFE (AM)";"AM";"TEFE";176;488701.34
2006;"URUCARA (AM)";"AM";"URUCARA";52;327033.57
2006;"URUCURITUBA (AM)";"AM";"URUCURITUBA";81;615523.48
2006;"AMAPA (AP)";"AP";"AMAPA";16;279624.52
2006;"CALCOENE (AP)";"AP";"CALCOENE";8;86458
2006;"CUTIAS (AP)";"AP";"CUTIAS";20;586328.78
2006;"FERREIRA GOMES (AP)";"AP";"FERREIRA GOMES";2;17302.26
2006;"ITAUBAL (AP)";"AP";"ITAUBAL";7;238077.17
2006;"LARANJAL DO JARI (AP)";"AP";"LARANJAL DO JARI";347;1234416.94
2006;"MACAPA (AP)";"AP";"MACAPA";276;2090606.74
2006;"MAZAGAO (AP)";"AP";"MAZAGAO";27;132228.34
2006;"OIAPOQUE (AP)";"AP";"OIAPOQUE";7;33258.49
2006;"PEDRA BRANCA DO AMAPARI (AP)";"AP";"PEDRA BRANCA DO AMAPARI";21;70294.27
2006;"PORTO GRANDE (AP)";"AP";"PORTO GRANDE";256;1250807.31
2006;"PRACUUBA (AP)";"AP";"PRACUUBA";5;53244
2006;"SANTANA (AP)";"AP";"SANTANA";110;994581.52
2006;"SERRA DO NAVIO (AP)";"AP";"SERRA DO NAVIO";43;256283.83
2006;"TARTARUGALZINHO (AP)";"AP";"TARTARUGALZINHO";260;1770632.31
2006;"VITORIA DO JARI (AP)";"AP";"VITORIA DO JARI";13;56845.64
2006;"ABAIRA (BA)";"BA";"ABAIRA";919;632024.93
2006;"ABARE (BA)";"BA";"ABARE";909;949013.84
2006;"ACAJUTIBA (BA)";"BA";"ACAJUTIBA";194;440885.71
2006;"ADUSTINA (BA)";"BA";"ADUSTINA";2388;5886394.29
2006;"AGUA FRIA (BA)";"BA";"AGUA FRIA";1150;965122.63
2006;"AIQUARA (BA)";"BA";"AIQUARA";71;379819.39
2006;"ALAGOINHAS (BA)";"BA";"ALAGOINHAS";355;1318177.61
2006;"ALCOBACA (BA)";"BA";"ALCOBACA";653;2573888.44
2006;"ALMADINA (BA)";"BA";"ALMADINA";213;914608.02
2006;"AMARGOSA (BA)";"BA";"AMARGOSA";993;876402.01
2006;"AMELIA RODRIGUES (BA)";"BA";"AMELIA RODRIGUES";213;276478.83
2006;"AMERICA DOURADA (BA)";"BA";"AMERICA DOURADA";236;817884.69
2006;"ANAGE (BA)";"BA";"ANAGE";993;1838949.58
2006;"ANDARAI (BA)";"BA";"ANDARAI";864;1441484.06
2006;"ANDORINHA (BA)";"BA";"ANDORINHA";574;447934.91
2006;"ANGICAL (BA)";"BA";"ANGICAL";717;1876982.42
2006;"ANGUERA (BA)";"BA";"ANGUERA";111;345149.47
2006;"ANTAS (BA)";"BA";"ANTAS";572;921610.69
2006;"ANTONIO CARDOSO (BA)";"BA";"ANTONIO CARDOSO";731;293655.36
2006;"ANTONIO GONCALVES (BA)";"BA";"ANTONIO GONCALVES";272;237785.5
2006;"APORA (BA)";"BA";"APORA";484;1506105.23
2006;"APUAREMA (BA)";"BA";"APUAREMA";183;255236.27
2006;"ARACAS (BA)";"BA";"ARACAS";6;122561.92
2006;"ARACATU (BA)";"BA";"ARACATU";1180;2111601.44
2006;"ARACI (BA)";"BA";"ARACI";1490;1881215.41
2006;"ARAMARI (BA)";"BA";"ARAMARI";131;183263.84
2006;"ARATACA (BA)";"BA";"ARATACA";156;1721834.9
2006;"ARATUIPE (BA)";"BA";"ARATUIPE";294;353477.91
2006;"AURELINO LEAL (BA)";"BA";"AURELINO LEAL";1204;1159825.62
2006;"BAIANOPOLIS (BA)";"BA";"BAIANOPOLIS";834;3075613.19
2006;"BAIXA GRANDE (BA)";"BA";"BAIXA GRANDE";1409;1767623.17
2006;"BANZAE (BA)";"BA";"BANZAE";1183;1030234.86
2006;"BARRA (BA)";"BA";"BARRA";679;919643.8
2006;"BARRA DA ESTIVA (BA)";"BA";"BARRA DA ESTIVA";2454;5194917.68
2006;"BARRA DO CHOCA (BA)";"BA";"BARRA DO CHOCA";1156;4386444.73
2006;"BARRA DO MENDES (BA)";"BA";"BARRA DO MENDES";270;715150.59
2006;"BARRA DO ROCHA (BA)";"BA";"BARRA DO ROCHA";14;58377.24
2006;"BARREIRAS (BA)";"BA";"BARREIRAS";1665;131154947.72
2006;"BARRO ALTO (BA)";"BA";"BARRO ALTO";720;310303.5
2006;"BARRO PRETO (BA)";"BA";"BARRO PRETO";346;271729.76
2006;"BARROCAS (BA)";"BA";"BARROCAS";540;170374.68
2006;"BELMONTE (BA)";"BA";"BELMONTE";297;1130461.24
2006;"BELO CAMPO (BA)";"BA";"BELO CAMPO";433;1306330.37
2006;"BIRITINGA (BA)";"BA";"BIRITINGA";1291;1048774.72
2006;"BOA NOVA (BA)";"BA";"BOA NOVA";524;1400643.22
2006;"BOA VISTA DO TUPIM (BA)";"BA";"BOA VISTA DO TUPIM";3420;8034852.46
2006;"BOM JESUS DA LAPA (BA)";"BA";"BOM JESUS DA LAPA";1148;4620058.42
2006;"BOM JESUS DA SERRA (BA)";"BA";"BOM JESUS DA SERRA";754;961485.73
2006;"BONINAL (BA)";"BA";"BONINAL";177;208085.44
2006;"BONITO (BA)";"BA";"BONITO";264;1981023.87
2006;"BOQUIRA (BA)";"BA";"BOQUIRA";1227;1050892.12
2006;"BOTUPORA (BA)";"BA";"BOTUPORA";855;659156.08
2006;"BREJOES (BA)";"BA";"BREJOES";125;189686.74
2006;"BREJOLANDIA (BA)";"BA";"BREJOLANDIA";1759;3826149.64
2006;"BROTAS DE MACAUBAS (BA)";"BA";"BROTAS DE MACAUBAS";1589;1624923.44
2006;"BRUMADO (BA)";"BA";"BRUMADO";2486;4917182.91
2006;"BUERAREMA (BA)";"BA";"BUERAREMA";440;462814.44
2006;"BURITIRAMA (BA)";"BA";"BURITIRAMA";1001;725993.27
2006;"CAATIBA (BA)";"BA";"CAATIBA";233;707196.75
2006;"CABACEIRAS DO PARAGUACU (BA)";"BA";"CABACEIRAS DO PARAGUACU";858;896035.84
2006;"CACHOEIRA (BA)";"BA";"CACHOEIRA";201;661615.93
2006;"CACULE (BA)";"BA";"CACULE";1076;895129.23
2006;"CAEM (BA)";"BA";"CAEM";83;237643.39
2006;"CAETANOS (BA)";"BA";"CAETANOS";1463;2009679.76
2006;"CAETITE (BA)";"BA";"CAETITE";1587;1562935.15
2006;"CAFARNAUM (BA)";"BA";"CAFARNAUM";1110;1067427.83
2006;"CAIRU (BA)";"BA";"CAIRU";49;227877.12
2006;"CALDEIRAO GRANDE (BA)";"BA";"CALDEIRAO GRANDE";74;89269.89
2006;"CAMACAN (BA)";"BA";"CAMACAN";263;1028712.07
2006;"CAMACARI (BA)";"BA";"CAMACARI";409;781360.89
2006;"CAMAMU (BA)";"BA";"CAMAMU";555;917239.29
2006;"CAMPO ALEGRE DE LOURDES (BA)";"BA";"CAMPO ALEGRE DE LOURDES";971;823296.43
2006;"CAMPO FORMOSO (BA)";"BA";"CAMPO FORMOSO";537;1133758.61
2006;"CANAPOLIS (BA)";"BA";"CANAPOLIS";913;1001899.15
2006;"CANARANA (BA)";"BA";"CANARANA";1370;860567.23
2006;"CANAVIEIRAS (BA)";"BA";"CANAVIEIRAS";464;2667069.45
2006;"CANDEAL (BA)";"BA";"CANDEAL";837;731594.83
2006;"CANDEIAS (BA)";"BA";"CANDEIAS";36;127937.7
2006;"CANDIBA (BA)";"BA";"CANDIBA";1412;2402611.65
2006;"CANDIDO SALES (BA)";"BA";"CANDIDO SALES";1979;2590925.95
2006;"CANSANCAO (BA)";"BA";"CANSANCAO";1125;1559479.38
2006;"CANUDOS (BA)";"BA";"CANUDOS";692;856208.99
2006;"CAPELA DO ALTO ALEGRE (BA)";"BA";"CAPELA DO ALTO ALEGRE";1258;1587876.35
2006;"CAPIM GROSSO (BA)";"BA";"CAPIM GROSSO";598;627841.33
2006;"CARAIBAS (BA)";"BA";"CARAIBAS";408;924350.56
2006;"CARAVELAS (BA)";"BA";"CARAVELAS";424;12139977.64
2006;"CARDEAL DA SILVA (BA)";"BA";"CARDEAL DA SILVA";3;62130.92
2006;"CARINHANHA (BA)";"BA";"CARINHANHA";1370;3104150.45
2006;"CASA NOVA (BA)";"BA";"CASA NOVA";3290;11823079.46
2006;"CASTRO ALVES (BA)";"BA";"CASTRO ALVES";268;1299935.15
2006;"CATOLANDIA (BA)";"BA";"CATOLANDIA";1072;2025576
2006;"CATU (BA)";"BA";"CATU";172;239216.17
2006;"CATURAMA (BA)";"BA";"CATURAMA";888;768146.16
2006;"CENTRAL (BA)";"BA";"CENTRAL";111;200401.48
2006;"CHORROCHO (BA)";"BA";"CHORROCHO";992;1395188.58
2006;"CICERO DANTAS (BA)";"BA";"CICERO DANTAS";2691;3249772.31
2006;"CIPO (BA)";"BA";"CIPO";372;193561.29
2006;"COARACI (BA)";"BA";"COARACI";200;961256.09
2006;"COCOS (BA)";"BA";"COCOS";459;1806763.04
2006;"CONCEICAO DA FEIRA (BA)";"BA";"CONCEICAO DA FEIRA";659;1038462.41
2006;"CONCEICAO DO ALMEIDA (BA)";"BA";"CONCEICAO DO ALMEIDA";483;634508.66
2006;"CONCEICAO DO COITE (BA)";"BA";"CONCEICAO DO COITE";2535;3437668.49
2006;"CONCEICAO DO JACUIPE (BA)";"BA";"CONCEICAO DO JACUIPE";728;443809.6
2006;"CONDE (BA)";"BA";"CONDE";239;716043.83
2006;"CONDEUBA (BA)";"BA";"CONDEUBA";1347;1811409.29
2006;"CONTENDAS DO SINCORA (BA)";"BA";"CONTENDAS DO SINCORA";357;660078.93
2006;"CORACAO DE MARIA (BA)";"BA";"CORACAO DE MARIA";2458;806303.85
2006;"CORDEIROS (BA)";"BA";"CORDEIROS";370;523514.46
2006;"CORIBE (BA)";"BA";"CORIBE";1395;3606018.64
2006;"CORONEL JOAO SA (BA)";"BA";"CORONEL JOAO SA";1318;2464502.4
2006;"CORRENTINA (BA)";"BA";"CORRENTINA";1789;56582020.05
2006;"COTEGIPE (BA)";"BA";"COTEGIPE";569;2366400.48
2006;"CRAVOLANDIA (BA)";"BA";"CRAVOLANDIA";173;358476.58
2006;"CRISOPOLIS (BA)";"BA";"CRISOPOLIS";939;2393807.51
2006;"CRISTOPOLIS (BA)";"BA";"CRISTOPOLIS";1156;1237808.04
2006;"CRUZ DAS ALMAS (BA)";"BA";"CRUZ DAS ALMAS";464;847775.02
2006;"CURACA (BA)";"BA";"CURACA";4636;10918683.91
2006;"DARIO MEIRA (BA)";"BA";"DARIO MEIRA";77;432494.02
2006;"DIAS D AVILA (BA)";"BA";"DIAS D AVILA";5;9992.13
2006;"DOM BASILIO (BA)";"BA";"DOM BASILIO";1106;4839659.19
2006;"DOM MACEDO COSTA (BA)";"BA";"DOM MACEDO COSTA";93;165577.46
2006;"ELISIO MEDRADO (BA)";"BA";"ELISIO MEDRADO";1123;718585.4
2006;"ENCRUZILHADA (BA)";"BA";"ENCRUZILHADA";819;4740314.37
2006;"ENTRE RIOS (BA)";"BA";"ENTRE RIOS";86;1122272.16
2006;"ERICO CARDOSO (BA)";"BA";"ERICO CARDOSO";370;697774.19
2006;"ESPLANADA (BA)";"BA";"ESPLANADA";221;1162571.14
2006;"EUCLIDES DA CUNHA (BA)";"BA";"EUCLIDES DA CUNHA";963;1799642.77
2006;"EUNAPOLIS (BA)";"BA";"EUNAPOLIS";216;18185572.43
2006;"FATIMA (BA)";"BA";"FATIMA";1558;3062723.96
2006;"FEIRA DA MATA (BA)";"BA";"FEIRA DA MATA";475;1165991.85
2006;"FEIRA DE SANTANA (BA)";"BA";"FEIRA DE SANTANA";3508;2694584.63
2006;"FILADELFIA (BA)";"BA";"FILADELFIA";905;598105.71
2006;"FIRMINO ALVES (BA)";"BA";"FIRMINO ALVES";17;73416.1
2006;"FLORESTA AZUL (BA)";"BA";"FLORESTA AZUL";513;791208.17
2006;"FORMOSA DO RIO PRETO (BA)";"BA";"FORMOSA DO RIO PRETO";3485;125339670.44
2006;"GANDU (BA)";"BA";"GANDU";141;460099.93
2006;"GAVIAO (BA)";"BA";"GAVIAO";835;1002272.85
2006;"GENTIO DO OURO (BA)";"BA";"GENTIO DO OURO";229;119738.53
2006;"GLORIA (BA)";"BA";"GLORIA";1386;1396891.47
2006;"GONGOGI (BA)";"BA";"GONGOGI";26;115379.56
2006;"GOVERNADOR MANGABEIRA (BA)";"BA";"GOVERNADOR MANGABEIRA";485;562352.42
2006;"GUAJERU (BA)";"BA";"GUAJERU";744;954750.92
2006;"GUANAMBI (BA)";"BA";"GUANAMBI";2061;3897861.42
2006;"GUARATINGA (BA)";"BA";"GUARATINGA";423;3077073.9
2006;"HELIOPOLIS (BA)";"BA";"HELIOPOLIS";1424;1536826.65
2006;"IACU (BA)";"BA";"IACU";1221;3028785.87
2006;"IBIASSUCE (BA)";"BA";"IBIASSUCE";1035;921289.18
2006;"IBICARAI (BA)";"BA";"IBICARAI";532;961964.81
2006;"IBICOARA (BA)";"BA";"IBICOARA";390;8376373.44
2006;"IBICUI (BA)";"BA";"IBICUI";262;6030924.64
2006;"IBIPEBA (BA)";"BA";"IBIPEBA";389;438295.89
2006;"IBIPITANGA (BA)";"BA";"IBIPITANGA";526;478151.33
2006;"IBIQUERA (BA)";"BA";"IBIQUERA";407;1318159.9
2006;"IBIRAPITANGA (BA)";"BA";"IBIRAPITANGA";482;547693.4
2006;"IBIRAPUA (BA)";"BA";"IBIRAPUA";719;8011609.82
2006;"IBIRATAIA (BA)";"BA";"IBIRATAIA";53;651599.54
2006;"IBITIARA (BA)";"BA";"IBITIARA";774;1049297.85
2006;"IBITITA (BA)";"BA";"IBITITA";936;807123.48
2006;"IBOTIRAMA (BA)";"BA";"IBOTIRAMA";512;2324673.53
2006;"ICHU (BA)";"BA";"ICHU";338;249110.34
2006;"IGAPORA (BA)";"BA";"IGAPORA";685;550317.75
2006;"IGRAPIUNA (BA)";"BA";"IGRAPIUNA";321;780075.69
2006;"IGUAI (BA)";"BA";"IGUAI";287;1665748.66
2006;"ILHEUS (BA)";"BA";"ILHEUS";1423;3052416.01
2006;"INHAMBUPE (BA)";"BA";"INHAMBUPE";537;2737984.6
2006;"IPECAETA (BA)";"BA";"IPECAETA";831;686994.06
2006;"IPIAU (BA)";"BA";"IPIAU";90;699009.38
2006;"IPIRA (BA)";"BA";"IPIRA";2336;4910621.29
2006;"IPUPIARA (BA)";"BA";"IPUPIARA";304;328243.97
2006;"IRAJUBA (BA)";"BA";"IRAJUBA";216;454769.84
2006;"IRAMAIA (BA)";"BA";"IRAMAIA";595;1209631.73
2006;"IRAQUARA (BA)";"BA";"IRAQUARA";4944;1602525.37
