"ano";"cod_mun";"amc";"regiao";"polos";"cod_uf";"uf";"semiarido";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta";"est_pop"
2006;"1100023";"1002";"Norte";0;11;"RO";0;"ARIQUEMES (RO)";0;0;0;140;0;0;0;50;0;0;0;25.5594379963348;0;0;0;0;1732;369;4492581.43356045;20727.8519060758;74966.8441902166;143447.469800103;100147.534078352;339289.700466275;49359.5608920634;388649.261358338;4471.13706508153;86924
2006;"1100031";"1001";"Norte";0;11;"RO";0;"CABIXI (RO)";0;0;0;15750;0;0;0;7500;0;0;0;2879.86052347164;0;0;0;0;66;329;1538471.72576477;7320.69441717025;1534.19690975988;3926.7932903247;8737.55974375264;21519.2443610075;1525.4506666886;23044.6950276961;3105.33408881162;7421
2006;"1100049";"1003";"Norte";0;11;"RO";0;"CACOAL (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1438;935;5645623.22419999;23196.9712778911;80293.053083887;128431.069450787;93695.5877552089;325616.682059302;39683.58539922;365300.266966994;4780.04253437339;76422
2006;"1100056";"1001";"Norte";0;11;"RO";0;"CEREJEIRAS (RO)";0;0;0;48600;0;0;0;18000;0;0;0;8886.32845261031;0;0;0;0;327;508;4399789.36849772;8572.33272293595;5086.34585626615;20065.6609356327;19972.6702933979;53697.0098082327;7456.38013446737;61153.3899427001;3552.32933715521;17215
2006;"1100064";"1001";"Norte";0;11;"RO";0;"COLORADO DO OESTE (RO)";0;0;0;12420;0;0;0;4600;0;0;0;2270.85776044359;0;0;0;0;348;425;4158315.10344439;10142.7896277149;8647.92476081011;16374.0203732061;21378.475264715;56543.2100264461;5718.36931695879;62261.5793434049;3394.48014642169;18342
2006;"1100072";"1001";"Norte";0;11;"RO";0;"CORUMBIARA (RO)";0;0;0;34720;0;0;0;12400;0;0;0;6348.57117616654;0;0;0;0;39;429;3779037.61996147;14209.73023185;2552.61124214088;3961.89770382971;11086.6657575114;31810.904935332;2072.69150543678;33883.5964407688;3601.19210121705;9409
2006;"1100080";"1001";"Norte";0;11;"RO";0;"COSTA MARQUES (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;101;1190239.12889432;3548.50426895353;2638.03039239697;7924.0210188525;13754.6572180443;27865.2128982473;2025.48027429162;29890.6931725389;2547.14053935435;11735
2006;"1100098";"1004";"Norte";0;11;"RO";0;"ESPIGAO D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431;476;3253929.77993515;15559.364405949;13895.5560776373;26311.1351694751;30371.0007245618;86137.0563776232;9844.09761154081;95981.1539891641;3482.75359776326;27559
2006;"1100106";"1001";"Norte";0;11;"RO";0;"GUAJARA MIRIM (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;204;1576413.72841502;4703.49349215732;8225.1274188619;64814.7661644284;48165.6770856163;125909.064161064;34164.4391217236;160073.503282787;3803.84895286876;42082
2006;"1100114";"1002";"Norte";0;11;"RO";0;"JARU (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952;1362;9481160.47338001;27626.6524091255;103223.340626418;80573.0675407453;67565.609034754;278988.669119515;22813.0542648842;301801.723384399;5366.12536290588;56242
2006;"1100122";"1005";"Norte";0;11;"RO";0;"JI PARANA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2610;331;3003003.92962737;21313.6196653823;99034.0494502326;228537.185934449;125801.86099672;474686.715555256;71109.8896065787;545796.605653362;4810.77284328744;113453
2006;"1100130";"1002";"Norte";0;11;"RO";0;"MACHADINHO D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;991;3328437.50780508;13064.2643569381;10590.3004885673;18097.7223291857;34241.8208117852;75994.1079864762;6297.77719995301;82291.8851864292;2769.74358319628;29711
2006;"1100148";"1005";"Norte";0;11;"RO";0;"NOVA BRASILANDIA D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1002;2242484.81815704;11680.4360785489;3394.21570454396;11318.1821638269;22060.1666117664;48453.0005586862;4717.78170952493;53170.7822682111;2953.11288971383;18005
2006;"1100155";"1005";"Norte";0;11;"RO";0;"OURO PRETO DO OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;712;5232532.07883088;22140.8479269677;13461.0987166862;46425.5536822518;45530.7231648043;127558.22349071;14587.4967593252;142145.720250035;3489.52193355575;40735
2006;"1100189";"1004";"Norte";0;11;"RO";0;"PIMENTA BUENO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;801;264;6200958.04882289;11191.5135213383;32498.5634281002;53149.3049673794;36571.793620093;133411.175045383;19884.4587745407;153295.633819924;4879.69485089986;31415
2006;"1100205";"1006";"Norte";0;11;"RO";0;"PORTO VELHO (RO)";0;0;0;896;0;0;0;320;0;0;0;163.678708707298;0;0;0;0;4133;1724;10507803.9617405;41467.0104227715;368773.640251013;831760.483741234;439208.103522015;1681209.23793703;330802.429061463;2012011.66650697;5281.22870654575;380974
2006;"1100254";"1005";"Norte";0;11;"RO";0;"PRESIDENTE MEDICI (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;659;3362995.83408674;14233.2567114703;8389.41267269395;17413.1614436916;28352.6274486161;68388.458276472;6270.30277021757;74658.7605551619;2949.42151703397;25313
2006;"1100262";"1002";"Norte";0;11;"RO";0;"RIO CRESPO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;88;925561.809416851;5759.4561135379;673.750717804615;1295.9706594427;4887.76671803017;12616.9442088154;770.833819284808;13387.7780281002;3715.73279037639;3603
2006;"1100288";"1003";"Norte";0;11;"RO";0;"ROLIM DE MOURA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;1026;4496228.56875147;13489.604862967;44504.8926631831;65145.4153425403;56364.3922660025;179504.305134693;20960.1916212114;200464.496755904;4016.75907137823;49907
2006;"1100304";"1001";"Norte";0;11;"RO";0;"VILHENA (RO)";0;0;0;110940;0;0;0;43000;0;0;0;20285.3462713218;0;0;0;0;1159;471;15020280.4686152;15539.0589070438;92790.0262060242;152913.778273897;81954.7827417509;343197.645637188;58097.5929938913;401295.238631079;6098.06410741977;65807
2006;"1100320";"1001";"Norte";0;11;"RO";0;"SAO MIGUEL DO GUAPORE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;510;1985077.68420657;16581.2238556553;4249.20692259762;12789.9373665617;33694.7495500775;67315.1176948922;5064.62918146704;72379.7468763592;2320.01052582116;31198
2006;"1100379";"1001";"Norte";0;11;"RO";0;"ALTO ALEGRE DOS PARECIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;817;1648170.86753442;11240.3325394389;2704.69972877214;6593.58837254828;17016.1565238476;37554.7771646069;3403.5483401062;40958.3255047131;2650.33677026456;15454
2006;"1100403";"1002";"Norte";0;11;"RO";0;"ALTO PARAISO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;168;519102.355152484;10410.9985733847;2275.02394883699;8466.72309124571;18500.9332771862;39653.6788906536;3781.62747916921;43435.3063698229;2630.84769879235;16510
2006;"1100452";"1006";"Norte";0;11;"RO";0;"BURITIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;375;835056.330999483;17022.5950445844;10759.4582560312;18613.7777044124;44935.0506317466;91330.8816367746;7476.68120962361;98807.5628463982;2313.07507062638;42717
2006;"1100502";"1003";"Norte";0;11;"RO";0;"NOVO HORIZONTE DO OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;744;1418442.14729571;8180.91401487712;2182.29774847987;6763.39200734928;14602.1437918801;31728.748054114;3334.14905914196;35062.897113256;2714.68757069687;12916
2006;"1100601";"1002";"Norte";0;11;"RO";0;"CACAULANDIA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;102;1543839.207744;9789.72187331423;923.296849988253;2720.65914016259;6991.53112715568;20425.2089906207;1475.98627277854;21901.1952633993;4008.27038879752;5464
