"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2012;" ACRELANDIA (AC)";"AC";" ACRELANDIA";494;9723964.24
2012;" ASSIS BRASIL (AC)";"AC";" ASSIS BRASIL";165;1284704.38
2012;" BRASILEIA (AC)";"AC";" BRASILEIA";1717;16272514.6
2012;" BUJARI (AC)";"AC";" BUJARI";129;18647610.73
2012;" CAPIXABA (AC)";"AC";" CAPIXABA";185;3510599.7
2012;" CRUZEIRO DO SUL (AC)";"AC";" CRUZEIRO DO SUL";413;1365083.33
2012;" EPITACIOLANDIA (AC)";"AC";" EPITACIOLANDIA";495;5368879.04
2012;" FEIJO (AC)";"AC";" FEIJO";1401;6505545.73
2012;" JORDAO (AC)";"AC";" JORDAO";2;38091.88
2012;" MANCIO LIMA (AC)";"AC";" MANCIO LIMA";792;1306954.11
2012;" MANOEL URBANO (AC)";"AC";" MANOEL URBANO";377;2282672.48
2012;" MARECHAL THAUMATURGO (AC)";"AC";" MARECHAL THAUMATURGO";305;752000
2012;" PLACIDO DE CASTRO (AC)";"AC";" PLACIDO DE CASTRO";741;15218245.76
2012;" PORTO ACRE (AC)";"AC";" PORTO ACRE";1595;16891764.97
2012;" PORTO WALTER (AC)";"AC";" PORTO WALTER";122;175000
2012;" RIO BRANCO (AC)";"AC";" RIO BRANCO";3081;38963341.75
2012;" RODRIGUES ALVES (AC)";"AC";" RODRIGUES ALVES";104;318446.19
2012;" SENA MADUREIRA (AC)";"AC";" SENA MADUREIRA";5376;32905770.45
2012;" SENADOR GUIOMARD (AC)";"AC";" SENADOR GUIOMARD";233;11487038.25
2012;" TARAUACA (AC)";"AC";" TARAUACA";700;7094198.97
2012;" XAPURI (AC)";"AC";" XAPURI";736;23101642.13
2012;" AGUA BRANCA (AL)";"AL";" AGUA BRANCA";1230;2727068.89
2012;" ANADIA (AL)";"AL";" ANADIA";75;9094485.1
2012;" ARAPIRACA (AL)";"AL";" ARAPIRACA";662;46924269.57
2012;" ATALAIA (AL)";"AL";" ATALAIA";70;6857852.79
2012;" BARRA DE SANTO ANTONIO (AL)";"AL";" BARRA DE SANTO ANTONIO";31;320074
2012;" BARRA DE SAO MIGUEL (AL)";"AL";" BARRA DE SAO MIGUEL";2;5000
2012;" BATALHA (AL)";"AL";" BATALHA";894;3075004.79
2012;" BELEM (AL)";"AL";" BELEM";84;323302.25
2012;" BELO MONTE (AL)";"AL";" BELO MONTE";977;1892465.8
2012;" BOCA DA MATA (AL)";"AL";" BOCA DA MATA";108;2704588.85
2012;" BRANQUINHA (AL)";"AL";" BRANQUINHA";15;379680.72
2012;" CACIMBINHAS (AL)";"AL";" CACIMBINHAS";356;2919643.3
2012;" CAJUEIRO (AL)";"AL";" CAJUEIRO";66;2049353.08
2012;" CAMPESTRE (AL)";"AL";" CAMPESTRE";75;292015.01
2012;" CAMPO ALEGRE (AL)";"AL";" CAMPO ALEGRE";23;6353107.63
2012;" CAMPO GRANDE (AL)";"AL";" CAMPO GRANDE";382;2932921.22
2012;" CANAPI (AL)";"AL";" CANAPI";1214;3018676.38
2012;" CAPELA (AL)";"AL";" CAPELA";54;3893210.03
2012;" CARNEIROS (AL)";"AL";" CARNEIROS";155;447345.6
2012;" CHA PRETA (AL)";"AL";" CHA PRETA";46;2993430.71
2012;" COITE DO NOIA (AL)";"AL";" COITE DO NOIA";486;6283464.2
2012;" COLONIA LEOPOLDINA (AL)";"AL";" COLONIA LEOPOLDINA";48;673089.24
2012;" COQUEIRO SECO (AL)";"AL";" COQUEIRO SECO";5;145502.5
2012;" CORURIPE (AL)";"AL";" CORURIPE";1348;14757463.95
2012;" CRAIBAS (AL)";"AL";" CRAIBAS";1027;3640377.17
2012;" DELMIRO GOUVEIA (AL)";"AL";" DELMIRO GOUVEIA";414;1379966.97
2012;" DOIS RIACHOS (AL)";"AL";" DOIS RIACHOS";471;1441881.52
2012;" ESTRELA DE ALAGOAS (AL)";"AL";" ESTRELA DE ALAGOAS";1266;3858878.52
2012;" FEIRA GRANDE (AL)";"AL";" FEIRA GRANDE";634;3513218.98
2012;" FELIZ DESERTO (AL)";"AL";" FELIZ DESERTO";83;1856845.19
2012;" FLEXEIRAS (AL)";"AL";" FLEXEIRAS";21;2339439.24
2012;" GIRAU DO PONCIANO (AL)";"AL";" GIRAU DO PONCIANO";2273;9748449.19
