"ano";"cod_mun";"amc";"cod_uf";"uf";"semiarido";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta"
2012;"1100114";"1002";11;"RO";"0";"JARU (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1206;1262;31189543.7215228;101407.271349508;101943.862370279;275796.156179349;167496.13685016;646643.426016561;89728.2406126847;736371.666629245;14225.2788269609
2012;"1100122";"1005";11;"RO";"0";"JI PARANA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3244;698;33797228.0554406;70926.109211518;263617.752939395;757722.584312957;360651.710712025;1452918.15717589;246094.280659926;1699012.43856856;14387.191175724
2012;"1100130";"1002";11;"RO";"0";"MACHADINHO D OESTE (RO)";0;0;0;2592;0;0;0;720;0;0;0;1424.43592340831;0;0;0;0;384;892;15619512.2464396;57250.7505791362;26163.4272078325;57873.7266044105;101407.289667871;242695.193326515;16012.1259809009;258707.320040151;7984.05127884698
2012;"1100148";"1005";11;"RO";"0";"NOVA BRASILANDIA D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;933;8499138.9225937;39098.9862853883;9376.01460615565;35948.0724731087;62799.1475884356;147222.221685823;11035.024497846;158257.245450934;7956.22202145446
2012;"1100155";"1005";11;"RO";"0";"OURO PRETO DO OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;872;543;22518940.3763055;64524.8392531578;32425.4512273343;132119.09831707;124719.029130094;353788.417927655;33088.2103410991;386876.628268754;10321.6649357465
2012;"1100189";"1004";11;"RO";"0";"PIMENTA BUENO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1071;735;41072850.6872156;37191.0899218706;75114.5099027837;198609.826208003;109364.536784931;420279.963550323;83645.3416087551;503925.305159078;14762.7176215814
2012;"1100205";"1006";11;"RO";"0";"PORTO VELHO (RO)";0;0;0;596;0;0;0;240;0;0;0;283.568262530357;0;0;0;0;8209;1160;25108069.7103948;218689.576247837;2419830.62120579;3384430.39554378;1505187.10651271;7528137.70024286;1243337.01334089;8771474.71285101;19813.5446546906
2012;"1100254";"1005";11;"RO";"0";"PRESIDENTE MEDICI (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;862;15992271.1466555;45430.5277605472;20356.997734321;52680.5908021137;70031.9627919357;188500.079088918;15397.4239939225;203897.50308284;9392.30109652067
2012;"1100262";"1002";11;"RO";"0";"RIO CRESPO (RO)";0;0;0;1908;0;0;0;600;0;0;0;1328.44770017452;0;0;0;0;65;140;9042015.81642767;18671.8453401228;2345.90161715136;4648.08682686323;13412.4410270683;39078.2748112056;2032.40041639716;41110.6759603373;12184.5545463199
2012;"1100288";"1003";11;"RO";"0";"ROLIM DE MOURA (RO)";0;0;0;542;0;0;0;215;0;0;0;397.142114448201;0;0;0;0;1240;831;16464640.03766;42642.875883587;121109.466734309;224413.053578111;166129.152442928;554294.548638935;65232.5135280507;619527.062166986;12113.86031901
2012;"1100296";"1003";11;"RO";"0";"SANTA LUZIA D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;324;19782961.209407;33548.3844778926;10705.5570117157;13110.918570386;28448.8767609133;85813.7368209077;3908.90203630661;89722.6388572143;10585.493330079
2012;"1100304";"1001";11;"RO";"0";"VILHENA (RO)";0;0;0;137280;0;0;0;41600;0;0;0;129056.532505095;0;0;0;1773.38608791725;1755;535;53921933.3443083;102398.343159786;205517.417923762;552201.696158468;271093.703381409;1131211.16062342;186227.700054356;1317438.86067778;16547.4098032731
2012;"1100320";"1001";11;"RO";"0";"SAO MIGUEL DO GUAPORE (RO)";0;0;0;876;0;0;0;292;0;0;0;451.364469557364;0;0;0;0;326;1572;21630374.1697984;58544.3772690472;41382.195136281;55226.1948186012;71107.9358192968;226260.703043226;18423.2219199912;244683.924963217;11159.0266275735
2012;"1100346";"1005";11;"RO";"0";"ALVORADA D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;690;13685908.1264645;43225.459185243;5600.06431910765;26338.974280702;52954.0649137794;128118.562698832;7017.14798425697;135135.710683089;8237.97310235413
2012;"1100379";"1001";11;"RO";"0";"ALTO ALEGRE DOS PARECIS (RO)";0;0;0;4590;0;0;0;1350;0;0;0;3026.92633724265;0;0;0;0;147;471;9402015.52969795;72917.5570951172;9150.12134383276;19539.4770280568;43551.8433244774;145158.998791484;6784.78907245457;151943.787863939;11840.0813897805
2012;"1100403";"1002";11;"RO";"0";"ALTO PARAISO (RO)";0;0;0;3960;0;0;0;1200;0;0;0;2176.22154965158;0;0;0;0;311;436;9311410.87557401;32409.4058066292;20363.4575219243;30120.2625387901;58819.524946376;141712.651546454;9162.0407364079;150874.692282862;8503.81651664002
2012;"1100452";"1006";11;"RO";"0";"BURITIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474;673;14012496.3395924;73600.0172421498;20217.9584265996;74379.4137708961;105038.053737238;273235.443909618;22646.5117658315;295881.954942715;8859.53714819199
2012;"1100502";"1003";11;"RO";"0";"NOVO HORIZONTE DO OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;711;7604577.46019233;22865.5400383569;3931.20574261969;14508.1165531663;31786.5997757655;73091.4621099083;3752.80906516884;76844.2711750772;7736.26244334338
2012;"1100601";"1002";11;"RO";"0";"CACAULANDIA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;237;9129717.25178482;33246.5212996546;1716.71786495161;7710.88345021418;21156.2931346579;63830.4157494783;2659.08334565114;66489.4983623949;11481.5250756032
2012;"1100700";"1006";11;"RO";"0";"CAMPO NOVO DE RONDONIA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;640;4471573.52628037;42876.1712301168;12334.3364749637;12654.7495605253;42501.2456265728;110366.502892179;4107.36318335144;114473.865342795;8910.55012606632
2012;"1100809";"1006";11;"RO";"0";"CANDEIAS DO JAMARI (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;375;7613279.51803566;24287.9081849257;54118.1778448396;38618.6751382824;67867.4342198899;184892.196120672;11035.8407641108;195928.036884783;9425.50862535239
