"ano";"cod_mun";"amc";"cod_uf";"uf";"semiarido";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta"
2012;"2900306";"10003";29;"BA";"0";"ACAJUTIBA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;122;705054.441205013;21670.4097219707;3671.18463689728;18778.5666587301;24980.1371486924;69100.2981662904;2051.77684826888;71152.0750145592;4830.42048693572
2012;"2900355";"10004";29;"BA";"1";"ADUSTINA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1222;7678960.2071726;4279.52502269926;2306.54717836004;15442.2175211189;27217.4709562246;49245.7599456682;2115.27049336718;51361.0304390354;3227.40983158614
2012;"2900405";"10005";29;"BA";"1";"AGUA FRIA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;704;1347961.59304378;6458.61742623351;2267.84707150267;13102.8225865806;27464.9513104917;49294.239127543;1734.08294054259;51028.3220680856;3212.56463003869
2012;"2900504";"10006";29;"BA";"1";"ERICO CARDOSO (BA)";0;0;2;0;0;0;5;0;0;0;0.732734528502215;0;0;0;0;0;57;85;144384.950492061;3163.79748349422;1028.53066484422;8277.91372876826;17384.0380278371;29854.2799049438;904.140185816624;30758.4200907604;2862.31019806934
2012;"2900603";"10007";29;"BA";"0";"AIQUARA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;89;2269936.05367935;9742.55992489718;1241.55637611208;5146.62987450727;10295.058612282;26425.804055064;1002.88862001928;27428.6926750833;6046.89169646453
2012;"2900702";"10008";29;"BA";"0";"ALAGOINHAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1876;189;681279.257411796;34042.333280043;523945.292638032;693102.393582871;222640.248548675;1473730.26804962;258066.271117731;1731796.53916735;12071.6328281324
2012;"2900801";"10009";29;"BA";"0";"ALCOBACA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;466;3670216.04977874;49157.0375180191;5559.49940287524;38886.4156022626;39529.3857546161;133132.337545039;8617.49514959544;141749.832694634;6646.18793998121
2012;"2900900";"10010";29;"BA";"0";"ALMADINA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;80;1293748.21393259;8313.57372006688;1431.09721300692;5847.19735720824;12079.4496400825;27671.3186630991;588.734608022846;28260.0532711219;4610.12385094153
2012;"2901007";"10011";29;"BA";"1";"AMARGOSA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;624;2416902.0835301;11900.6946554472;20228.7765191784;72500.4926615736;54451.4137846499;159081.377620849;10617.8831271769;169699.260748026;4870.12004368997
2012;"2901106";"10012";29;"BA";"0";"AMELIA RODRIGUES (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;111;5589923.91071222;11452.7593834832;24074.372490426;57938.2504742559;39535.8067072894;133001.189788189;11844.0960422621;144845.285830451;5775.33295285632
2012;"2901155";"10013";29;"BA";"1";"AMERICA DOURADA (BA)";0;0;150;0;0;0;2000;0;0;0;109.910179275332;0;0;0;0;0;38;478;1609151.92325332;6123.96437784503;2943.45102155209;12501.7765730098;25956.9221011337;47526.1140735407;2033.70321838884;49559.8172919296;3104.85998169415
2012;"2901205";"10014";29;"BA";"1";"ANAGE (BA)";0;0;45;0;0;0;150;0;0;0;21.9820358550664;0;0;0;0;0;187;524;1169847.89766783;7261.55598264605;3511.27265339696;25019.5729210163;33240.4461976788;69032.8477547382;3290.98481021711;72323.8325649553;3636.37095397908
2012;"2901304";"10015";29;"BA";"1";"ANDARAI (BA)";0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;46;205;751775.001592609;4120.7920090553;2194.33547993068;14388.9805134426;25441.9877820871;46146.0957845157;1788.24154774777;47934.3373322635;3438.12229994752
2012;"2901353";"10016";29;"BA";"1";"ANDORINHA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;642;1468825.47940445;4201.94528902503;38933.033638435;26327.4161262494;24423.2757599248;93885.6700808997;2757.66691458488;96643.3369954846;6801.55696940482
2012;"2901403";"10017";29;"BA";"1";"ANGICAL (BA)";0;0;5;0;0;0;20;0;0;0;3.66367264251108;0;0;0;0;0;59;613;2129286.36399324;16606.5905729366;2057.77867679184;15671.5692904163;25134.2898387986;59470.2276462089;2024.72355674205;61494.9512029509;4395.00764806385
2012;"2901502";"10018";29;"BA";"1";"ANGUERA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;99;395417.110821201;2292.75784726816;1324.77083831049;9603.06192536093;16323.8971954333;29544.4878063729;1593.34661965317;31137.834426026;2986.26689825606
2012;"2901601";"10019";29;"BA";"1";"ANTAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;565;2194223.43749393;3858.71118657327;2196.7447110604;16495.0735068403;25023.6850271903;47574.2151643988;1969.39257429126;49543.60773869;2826.86050158041
2012;"2901700";"10020";29;"BA";"1";"ANTONIO CARDOSO (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;311;942313.441893313;3436.22598298776;2643.1588261432;26223.7429832807;19673.4699930804;51976.5985182265;6207.0440168902;58183.6425351167;5039.72610500238
2012;"2901809";"10021";29;"BA";"1";"ANTONIO GONCALVES (BA)";0;0;8;0;0;0;80;0;0;0;5.86187622801772;0;0;0;0;0;38;130;220117.702222331;2539.44831371353;1794.64564752688;9169.87733219023;16902.639502691;30406.6107961216;1598.6948489767;32005.3056450983;2850.23473303963
2012;"2901908";"10022";29;"BA";"0";"APORA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;329;2270364.09520887;7684.64569221757;3110.76802019746;15004.6489772641;30342.4034675925;56142.4661572717;1864.67821555754;58007.1443728292;3244.79029460221
2012;"2901957";"10023";29;"BA";"0";"APUAREMA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;41;78791.2589256904;8553.13614501898;1472.4813264422;7440.9990050036;14793.1055879474;32259.7227971467;901.455446504192;33161.1782436509;4483.06035635396
2012;"2902005";"10024";29;"BA";"1";"ARACATU (BA)";0;0;456;0;0;0;1200;0;0;0;300.421156685908;0;0;0;0;0;141;694;1711152.1893294;6630.83055699833;2099.18843593561;12886.5611196349;21768.7104553764;43385.2913006798;2042.03880638508;45427.3301070648;3354.55392697185
2012;"2902054";"10008";29;"BA";"0";"ARACAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;13;102582.83399031;7417.79916436216;172613.838365482;64956.2528269731;22570.5242642877;267558.414621105;6572.4418733601;274130.856494466;23546.7171672301
2012;"2902104";"10025";29;"BA";"1";"ARACI (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;1371;4216932.56779756;22113.8057035306;12283.9910182448;56702.4211512186;90493.5444582443;181593.762331238;7049.69605201303;188643.458383251;3605.22973651774
2012;"2902203";"10026";29;"BA";"0";"ARAMARI (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;94;615579.333993483;5451.4401110189;4971.73786630624;9618.48745265496;17546.6523362785;37588.3170335241;2089.84460522815;39678.1616387523;3784.99882574047
2012;"2902252";"10027";29;"BA";"0";"ARATACA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;73;2050914.84471486;19661.9103731587;2676.60302822763;10877.8932418814;18279.8580130826;51496.2653890848;1453.15032411125;52949.4157131961;5137.23108871017
2012;"2902302";"10028";29;"BA";"0";"ARATUIPE (BA)";172;0;0;0;40;0;0;0;29.3093811400886;0;0;0;0;0;0;0;47;263;260018.709680502;7541.29497453045;1379.81678702969;7687.81769999146;13784.7998615589;30393.7293231105;1080.79735149681;31474.5266746073;3646.26287011386
2012;"2902401";"10029";29;"BA";"0";"AURELINO LEAL (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;181;1368990.89082816;15344.1446681515;3261.00424424891;12086.0046831745;23234.1348155746;53925.287678415;2005.30975540938;55930.5974338243;4282.91391989358
2012;"2902500";"10030";29;"BA";"1";"BAIANOPOLIS (BA)";0;0;0;22370;0;0;0;14913;0;0;0;13855.2771994484;0;0;0;0;81;785;15263175.2166202;22676.796416629;2406.98163471278;16016.6821241991;22421.861221269;63522.3213968099;2293.31619097888;65815.6375877888;4904.29478209932
2012;"2902609";"10031";29;"BA";"1";"BAIXA GRANDE (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;1540;4183399.64621642;7075.20400641925;7144.6914199607;23995.7793848989;32210.6647549944;70426.3395662733;3156.97719050292;73583.3167567762;3673.46930315715
2012;"2902658";"10032";29;"BA";"1";"BANZAE (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;315;543607.657306599;2521.87221057834;2077.55664718517;10761.3921155221;21152.3209807789;36513.1419540645;1404.69605521046;37917.838009275;3202.51883965292
2012;"2902708";"10033";29;"BA";"1";"BARRA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;1006.66000463737;0;0;115;152;2131945.36966903;13621.7693599053;5965.98681349996;60074.869188111;84003.2282035733;163665.85356509;7407.04115601469;171072.895453839;3412.31538985368
2012;"2902807";"10034";29;"BA";"1";"BARRA DA ESTIVA (BA)";0;0;170;0;0;0;200;0;0;0;112.108382860839;0;0;0;0;0;314;1345;5541308.58676206;11044.3749231642;3977.22806562039;36007.2752248081;33830.9899272525;84859.8681408452;4310.05880323647;89169.9269440817;4293.83166436826
2012;"2902906";"10035";29;"BA";"1";"BARRA DO CHOCA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;449;11734229.1675974;54247.282005089;14383.1332919052;56469.3939855262;59409.6451553923;184509.454437913;5178.60201292393;189688.056450837;5343.173455291
2012;"2903003";"10036";29;"BA";"1";"BARRA DO MENDES (BA)";0;0;25;0;0;30;100;0;0;0;18.3183632125554;0;0;0;0;0;97;115;190725.544062557;4390.13129977667;2164.29116605851;16786.1603583676;22113.5521773837;45454.1350015865;1525.31808055796;46979.4530821445;3376.41872530235
2012;"2903102";"10037";29;"BA";"0";"BARRA DO ROCHA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;271445.814562673;8925.63346633553;4890.23946837359;6304.1584530943;10941.227883587;31061.2600041249;805.190249618628;31866.4502537435;5277.65233375233
2012;"2903201";"10038";29;"BA";"1";"BARREIRAS (BA)";0;0;0;420349;0;0;0;120790;0;0;0;258211.984171538;0;0;0;2500.77898170665;3088;1433;316457782.840127;479047.102374318;246257.234957189;943548.054144299;226308.992446858;1895161.38392266;168490.338902344;2063651.72282501;14627.4255182387
2012;"2903235";"10039";29;"BA";"1";"BARRO ALTO (BA)";0;0;40;0;0;15;1500;0;0;0;29.3093811400886;0;0;0;0;0;75;393;609311.156469411;2585.31969340135;1788.92812000098;11701.4465515188;22871.0663221708;38946.7606870919;1568.09365686286;40514.8543439548;2911.80641546967
2012;"2903276";"10040";29;"BA";"1";"BARROCAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;378;506781.482369144;3042.35919188196;102788.348439926;41143.9648227017;25622.9651505473;172597.638337792;9242.28322735871;181839.921565151;12545.008642926
2012;"2903300";"10041";29;"BA";"0";"BARRO PRETO (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;127;253940.273762585;10107.5899486338;1929.83883170818;8274.20829025762;12904.4068690765;33216.0439396761;1098.98162429065;34315.0248312322;5605.19932268339
2012;"2903409";"10042";29;"BA";"0";"BELMONTE (BA)";24;0;0;0;6;0;0;0;4.39640717101329;0;0;0;0;0;0;0;62;160;5422732.80318619;48990.2312353401;8282.26104272586;44734.8981758338;44493.4746051793;146500.865059079;6238.35522876216;152739.220287841;6921.6155218999
2012;"2903508";"10043";29;"BA";"1";"BELO CAMPO (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;553;1279489.13406182;3314.13262670702;2206.26659625828;19094.3554566822;27569.0193973713;52183.7748097534;2711.03202551836;54894.8068352717;3114.59802357794
2012;"2903607";"10044";29;"BA";"1";"BIRITINGA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;696;1646668.98625035;3518.47836475025;4326.03681236499;13346.0406240954;28565.5691309845;49756.1249321951;3647.78915613673;53403.9140883319;3592.35559085195
2012;"2903706";"10045";29;"BA";"1";"BOA NOVA (BA)";0;0;4;0;0;0;60;0;0;0;2.19820358550664;0;0;0;0;0;88;180;1305227.24771079;7424.73376393991;2288.4039386998;13868.6232261505;26537.3137938151;50119.0747226053;1897.8842789202;52016.9590015255;3557.93172270292
2012;"2903805";"10046";29;"BA";"1";"BOA VISTA DO TUPIM (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;717;2865769.95801992;15687.3011007432;3087.7579577989;17727.6319029424;34347.0445973932;70849.7355588777;2456.57164213275;73306.3072010105;4095.7808486594
2012;"2903904";"10047";29;"BA";"1";"BOM JESUS DA LAPA (BA)";0;0;128;0;0;0;900;0;0;0;51.291416995155;0;0;0;0;0;581;885;10263861.2014097;44507.8222799819;18808.2013740008;159360.031432897;104200.385762378;326876.440849257;29626.2939528075;356502.734802065;5506.68316532627
2012;"2903953";"10048";29;"BA";"1";"BOM JESUS DA SERRA (BA)";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;89;348;813752.574987369;2599.41750572973;1432.82133735249;6579.8637413993;18005.6379776669;28617.7398294138;615.045639472303;29232.7854688861;2888.61536764257
2012;"2904001";"10049";29;"BA";"1";"BONINAL (BA)";0;0;1;0;0;0;4;0;0;0;0.732734528502215;0;0;0;0;0;118;396;421424.247952307;3112.81234953198;1854.49393834588;15117.8806421572;23062.2939139503;43147.4801112508;1836.7610300216;44984.2411412724;3237.90991737958
2012;"2904050";"10050";29;"BA";"1";"BONITO (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;679;2407164.19552056;19164.2825109408;3880.01544298947;17357.0660698429;26678.7234977362;67080.0867887748;2401.27656367386;69481.3640851832;4593.5054318351
2012;"2904100";"10051";29;"BA";"1";"BOQUIRA (BA)";0;0;1;0;0;0;10;0;0;0;0.732734528502215;0;0;0;0;0;193;591;1196036.9288183;4124.7846795011;2541.20980752004;22816.4966508952;33748.6803921968;63231.1722628476;2794.49268651835;66025.6642166315;2997.76350300826
2012;"2904209";"10052";29;"BA";"1";"BOTUPORA (BA)";0;0;3;0;0;0;10;0;0;0;1.46546905700443;0;0;0;0;0;91;686;1057806.06908422;3433.95890235657;1884.90828315495;13965.6152956884;19971.6094144445;39256.0911629099;1991.66770395773;41247.7588668676;3766.92226492232
2012;"2904308";"10053";29;"BA";"1";"BREJOES (BA)";0;0;19;0;0;0;25;0;0;0;11.7237524560354;0;0;0;0;0;119;33;533347.959729928;21194.204086428;4019.32659522095;25953.7940574316;26326.4144781489;77493.7392172295;3631.96282305561;81125.7020402851;5744.2283721214
2012;"2904407";"10054";29;"BA";"1";"BREJOLANDIA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;403;1902519.20583493;14996.0415447578;1073.21648006492;7718.38518631698;17738.4177552019;41526.0602336071;963.316559072991;42489.3775254146;3777.84000939701
2012;"2904506";"10055";29;"BA";"1";"BROTAS DE MACAUBAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;231;412832.686475879;2359.73711051854;1843.57179746403;12091.3631707814;20717.4855367154;37012.158348214;3211.3900565895;40223.5484048035;3838.48844632113
2012;"2904605";"10056";29;"BA";"1";"BRUMADO (BA)";0;0;148;0;0;0;400;0;0;0;73.2734528502215;0;0;0;0;0;1777;782;2960904.56018269;11690.4408789007;277996.112465847;255976.493191345;103890.038251034;649553.084787127;47350.3530421889;696903.437829316;10726.2149962778
2012;"2904704";"10057";29;"BA";"0";"BUERAREMA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;345;508589.314307245;8422.25583627244;7753.44213709864;84159.8406834918;31964.8682246738;132300.406881537;18880.6695516042;151181.076433141;8159.59981718554
2012;"2904753";"10033";29;"BA";"1";"BURITIRAMA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;421;1358530.11624217;5508.41754795524;1935.45157819651;15923.9318548468;35922.8773963461;59290.6776446102;1819.8605081217;61110.5374199973;3078.15180813024
2012;"2904803";"10058";29;"BA";"1";"CAATIBA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;178;4403470.14568043;8190.33143604545;1859.6025634786;8835.67051912962;21215.5251957384;40101.1289816575;1094.19393688141;41195.3229185389;3895.17278944606
2012;"2904852";"10059";29;"BA";"1";"CABACEIRAS DO PARAGUACU (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;524;1116712.50294029;14331.1633627366;3066.22801914792;14533.6670061752;32415.7783988235;64346.8367868832;1614.5695425367;65961.4063294199;3751.64475000305
2012;"2904902";"10060";29;"BA";"0";"CACHOEIRA (BA)";2450;0;0;0;490;0;0;0;448.433531443356;0;0;0;0;0;0;0;277;805;2620642.02597454;14501.7051260419;75233.1352265411;80325.2459884551;50384.6602143371;220444.74728811;16923.4433014242;237368.189856799;7355.6947839299
2012;"2905008";"10061";29;"BA";"1";"CACULE (BA)";0;0;4;0;0;0;20;0;0;0;2.19820358550664;0;0;0;0;0;423;639;1595956.96442892;5721.72243107846;7147.40546865427;77912.0727469765;33072.5159002331;123853.716546942;21234.3110435801;145088.027590522;6426.36758143054
2012;"2905107";"10062";29;"BA";"1";"CAEM (BA)";0;0;175;0;0;0;250;0;0;0;70.3425147362126;0;0;0;0;0;42;344;1203606.06917038;5040.34233474085;3110.10123177652;10013.0855128202;19415.1268494282;37578.6559287658;1191.65715472108;38770.3130834869;3871.99639630954
2012;"2905156";"10048";29;"BA";"1";"CAETANOS (BA)";0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;78;637;1002065.13631942;2650.8737879938;1510.81506603532;8207.9324521546;22530.5499320853;34900.1719710035;964.223684419277;35864.3949226883;2402.8123752456
2012;"2905206";"10063";29;"BA";"1";"CAETITE (BA)";0;0;2;0;0;0;10;0;0;0;1.46546905700443;0;0;0;0;0;708;450;2071185.9820826;9761.23659529417;39029.2240963986;110526.173806019;80782.4129827437;240099.047480455;23074.2741234913;263173.321603947;5508.71283997022
2012;"2905305";"10064";29;"BA";"1";"CAFARNAUM (BA)";0;0;75;0;0;0;5000;0;0;0;43.9640717101329;0;0;0;0;0;93;483;1127245.45920467;4068.94444655301;2715.35955564369;18225.9866378126;28924.6471521461;53934.9385248899;2548.78921348287;56483.7277383727;3246.56351216119
2012;"2905404";"10065";29;"BA";"0";"CAIRU (BA)";32167;0;0;0;8465;0;0;0;5420.77004185939;0;0;0;0;0;0;0;24;101;233689.022809949;20689.5610238342;1435967.93096198;494907.089952332;31447.6946689081;1983012.27660706;19366.9055901075;2002379.18219717;125360.24584872
2012;"2905503";"10066";29;"BA";"1";"CALDEIRAO GRANDE (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;548;782897.387776571;4043.79040292405;1962.83020385399;12093.1708268632;22516.7584027898;40616.5498364311;1641.26379414457;42257.8136305757;3338.42643999951
2012;"2905602";"10067";29;"BA";"0";"CAMACAN (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;110;1692870.43353388;16578.4579634493;16364.6951212458;65078.9646111959;52106.8560026238;150128.973698515;12053.536483482;162182.510181997;5142.9390906872
2012;"2905701";"10068";29;"BA";"0";"CAMACARI (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3886;121;336150.054339586;7475.1700797403;2737043.18975844;2377302.43439608;503760.486785175;5625581.28175216;2825988.58266274;8451569.86441491;33112.5078180642
2012;"2905800";"10069";29;"BA";"0";"CAMAMU (BA)";28900;0;0;0;8500;0;0;0;5082.24668969136;0;0;0;0;0;0;0;216;353;1068259.73614528;51823.8065161397;10735.2232345712;56706.6783388292;58302.3103574767;177568.018447017;9497.72913868515;187065.747585702;5289.42005028008
2012;"2905909";"10070";29;"BA";"1";"CAMPO ALEGRE DE LOURDES (BA)";0;0;28;0;0;0;150;0;0;0;20.516566798062;0;0;0;0;0;97;625;1461377.65058091;6461.37030985709;12895.5678924592;29735.6084189112;43194.378052013;92286.9246732405;4473.25563562807;96760.1803088686;3436.57623009238
2012;"2906006";"10071";29;"BA";"1";"CAMPO FORMOSO (BA)";0;0;144;0;0;0;1640;0;0;0;103.315568518812;0;0;0;0;0;322;1082;2894073.40456255;17117.9491474842;62899.2303322146;98106.1235113801;107574.235520423;285697.537778768;20181.4462650444;305878.984776547;4544.66867551043
2012;"2906105";"10072";29;"BA";"1";"CANAPOLIS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;702;1711172.25892813;5969.06429851967;2429.75502385863;8010.02158874068;15931.1690737848;32340.0099849038;989.198208088747;33329.2081929925;3547.54887443404
2012;"2906204";"10039";29;"BA";"1";"CANARANA (BA)";0;0;300;0;0;20;2000;0;0;0;208.829340623131;0;0;0;0;0;188;515;7343866.49223868;7611.52464814928;4255.21362377808;26092.9652573681;40020.393360369;77980.09615693;3598.47978604118;81578.5759429712;3339.27641205257
2012;"2906303";"10073";29;"BA";"0";"CANAVIEIRAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;359;6427321.76298825;31859.9699495735;8033.09173537057;46707.9588191748;50661.2447840763;137262.265288195;5575.81153894876;142838.076827144;4477.40364579392
2012;"2906402";"10074";29;"BA";"1";"CANDEAL (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;143;1481155.56968282;3903.17425049731;998.845390891007;7360.25605636983;13834.9738583981;26097.2488234217;717.221073064766;26814.470629221;3075.05234107468
2012;"2906501";"10075";29;"BA";"0";"CANDEIAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1562;12;375920.290666455;5420.22342190112;705749.767437632;718723.725468154;180813.033691119;1610706.75001881;332428.053830402;1943134.80384921;23099.2801547455
2012;"2906600";"10076";29;"BA";"1";"CANDIBA (BA)";0;0;1;0;0;0;5;0;0;0;0.732734528502215;0;0;0;0;0;82;592;2145039.38698478;6584.13924737311;2318.98461424684;14406.2525317485;20232.8747033963;43542.2510967647;1825.80298514785;45368.0533491781;3403.71308648906
2012;"2906709";"10077";29;"BA";"1";"CANDIDO SALES (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;288;672516.030890031;4986.17713292491;4447.45678561404;29360.56191417;43958.9931271158;82753.1889598248;3686.30681209651;86439.4957719213;3361.96920040029
2012;"2906808";"10078";29;"BA";"1";"CANSANCAO (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;1203;1868937.14707631;9816.49796796475;5542.07497578746;39250.27105255;57660.955152024;112269.799148326;4921.59684252084;117191.395990847;3545.45325368253
2012;"2906824";"10079";29;"BA";"1";"CANUDOS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;302;421366.801565273;7551.18102878901;2446.95303597711;18637.8677073016;24091.0451318876;52727.0469039553;3196.33602570142;55923.3829296567;3508.14973883648
2012;"2906857";"10080";29;"BA";"1";"CAPELA DO ALTO ALEGRE (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;1257;3039318.13842301;6457.48242044886;2950.36510456304;11131.9799306574;18874.2310133023;39414.0584689716;1508.14937782063;40922.2078467922;3563.09750112886
2012;"2906873";"10081";29;"BA";"1";"CAPIM GROSSO (BA)";0;0;36;0;0;0;50;0;0;0;16.1201596270487;0;0;0;0;0;577;526;1141637.95537838;5944.72359021735;11247.2002370608;75963.7440921761;43786.7052574291;136942.373176883;11458.4234213886;148400.796598272;5482.72274624425
2012;"2906899";"10082";29;"BA";"1";"CARAIBAS (BA)";0;0;9;0;0;0;100;0;0;0;4.39640717101329;0;0;0;0;0;78;201;785597.316675779;4351.69277914597;1504.38385507865;7702.58669714795;17177.8553243309;30736.517922969;1097.77627599126;31834.2941989602;3222.41990944704
2012;"2906907";"10083";29;"BA";"0";"CARAVELAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;262;2805339.37039846;87418.3939307429;7159.48313188758;59299.3275757191;42027.0916477099;195904.296286059;11827.3369381262;207731.632491451;9611.86499798635
2012;"2907004";"10084";29;"BA";"0";"CARDEAL DA SILVA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;6;1217519.10783271;2588.871257661;45317.9746078276;23820.4037719091;17641.6535661024;89368.9024707655;2682.82174617103;92051.7242169366;10193.9859441549
2012;"2907103";"10085";29;"BA";"1";"CARINHANHA (BA)";0;0;38;0;0;0;150;0;0;0;17.5856286840532;0;0;0;0;0;184;595;3152217.29571436;10985.6044848366;2731.87978832331;27415.4096635506;48422.7276102806;89555.6215469911;3680.51381291417;93236.1353599053;3269.26362785419
2012;"2907202";"10086";29;"BA";"1";"CASA NOVA (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790;3728;22930402.7099935;48408.4773891702;26636.9539659389;73300.421144543;112462.882756666;260808.735256319;17960.2978305122;278769.033086831;4202.69414371316
2012;"2907301";"10087";29;"BA";"1";"CASTRO ALVES (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;448;2060958.54680721;12069.9512023895;30002.929758741;47405.1901615675;44972.8800924079;134450.951947841;12079.6518748124;146530.603089918;5733.93345199595
2012;"2907400";"10088";29;"BA";"0";"CATOLANDIA (BA)";0;0;5;0;0;0;20;0;0;0;3.66367264251108;0;0;0;0;0;18;65;719861.056952197;2396.08074313225;1369.69259404938;16914.6827274014;6879.17333980547;27559.6294043885;3807.63739173308;31367.2667961216;9756.53610329383
2012;"2907509";"10089";29;"BA";"0";"CATU (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;53;277862.795814794;7566.58750498529;161636.776832514;180012.26549438;86655.873743657;435871.502842802;55985.6961394296;491857.199714966;9507.42834563893
2012;"2907558";"10052";29;"BA";"1";"CATURAMA (BA)";0;0;3;0;0;0;8;0;0;0;1.46546905700443;0;0;0;0;0;52;483;979844.038497089;3922.57999175016;1190.18948746049;6562.06708517104;14549.1599450458;26223.997242162;908.197336900941;27132.194579063;3077.25787200547
2012;"2907608";"10090";29;"BA";"1";"CENTRAL (BA)";0;0;100;0;0;0;2000;0;0;0;63.0151694511905;0;0;0;0;0;112;440;887381.352792497;3415.89113435277;2809.00376112081;20052.0717257539;27852.5004644927;54129.4670857202;2890.92934328358;57020.3964290038;3342.9327573498
2012;"2907707";"10091";29;"BA";"1";"CHORROCHO (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;427;702209.086483933;2262.15738788885;1772.20638532603;10007.2104473707;19678.5141375746;33720.0883581601;1352.85215638081;35072.9405145409;3249.2966119525
2012;"2907806";"10092";29;"BA";"1";"CICERO DANTAS (BA)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1232;3029862.82215704;8056.80961932366;5733.27325818577;47451.4989837688;51122.655776754;112364.236905298;6714.59310462406;119078.830009922;3667.35096984416
