"ano";"chave";"UF";"MUNICIPIO";"CAMINHAO";"MICRO_ONIBUS";"ONIBUS";"total"
2003;"EUCLIDES DA CUNHA (BA)";"BA";"EUCLIDES DA CUNHA";171;8;73;252
2003;"EUNAPOLIS (BA)";"BA";"EUNAPOLIS";883;28;192;1103
2003;"FATIMA (BA)";"BA";"FATIMA";3;4;4;11
2003;"FEIRA DA MATA (BA)";"BA";"FEIRA DA MATA";6;0;3;9
2003;"FEIRA DE SANTANA (BA)";"BA";"FEIRA DE SANTANA";4749;468;708;5925
2003;"FILADELFIA (BA)";"BA";"FILADELFIA";44;3;8;55
2003;"FIRMINO ALVES (BA)";"BA";"FIRMINO ALVES";6;1;0;7
2003;"FLORESTA AZUL (BA)";"BA";"FLORESTA AZUL";11;1;0;12
2003;"FORMOSA DO RIO PRETO (BA)";"BA";"FORMOSA DO RIO PRETO";22;0;4;26
2003;"GANDU (BA)";"BA";"GANDU";193;5;13;211
2003;"GAVIAO (BA)";"BA";"GAVIAO";16;4;1;21
2003;"GENTIO DO OURO (BA)";"BA";"GENTIO DO OURO";11;1;1;13
2003;"GLORIA (BA)";"BA";"GLORIA";34;9;20;63
2003;"GONGOGI (BA)";"BA";"GONGOGI";6;0;1;7
2003;"GOVERNADOR MANGABEIRA (BA)";"BA";"GOVERNADOR MANGABEIRA";121;15;22;158
2003;"GUAJERU (BA)";"BA";"GUAJERU";4;5;1;10
2003;"GUANAMBI (BA)";"BA";"GUANAMBI";775;35;93;903
2003;"GUARATINGA (BA)";"BA";"GUARATINGA";47;4;13;64
2003;"HELIOPOLIS (BA)";"BA";"HELIOPOLIS";18;0;1;19
2003;"IACU (BA)";"BA";"IACU";76;4;4;84
2003;"IBIASSUCE (BA)";"BA";"IBIASSUCE";39;6;2;47
2003;"IBICARAI (BA)";"BA";"IBICARAI";87;8;7;102
2003;"IBICOARA (BA)";"BA";"IBICOARA";69;5;14;88
2003;"IBICUI (BA)";"BA";"IBICUI";27;5;3;35
2003;"IBIPEBA (BA)";"BA";"IBIPEBA";19;3;3;25
2003;"IBIPITANGA (BA)";"BA";"IBIPITANGA";35;4;18;57
2003;"IBIQUERA (BA)";"BA";"IBIQUERA";4;0;0;4
2003;"IBIRAPITANGA (BA)";"BA";"IBIRAPITANGA";30;1;3;34
2003;"IBIRAPUA (BA)";"BA";"IBIRAPUA";3;1;1;5
2003;"IBIRATAIA (BA)";"BA";"IBIRATAIA";54;11;3;68
2003;"IBITIARA (BA)";"BA";"IBITIARA";50;5;12;67
2003;"IBITITA (BA)";"BA";"IBITITA";24;0;5;29
2003;"IBOTIRAMA (BA)";"BA";"IBOTIRAMA";116;16;9;141
2003;"ICHU (BA)";"BA";"ICHU";11;2;2;15
2003;"IGAPORA (BA)";"BA";"IGAPORA";69;6;8;83
2003;"IGRAPIUNA (BA)";"BA";"IGRAPIUNA";17;1;7;25
2003;"IGUAI (BA)";"BA";"IGUAI";32;7;14;53
2003;"ILHEUS (BA)";"BA";"ILHEUS";390;75;196;661
2003;"INHAMBUPE (BA)";"BA";"INHAMBUPE";80;25;26;131
2003;"IPECAETA (BA)";"BA";"IPECAETA";8;1;18;27
2003;"IPIAU (BA)";"BA";"IPIAU";271;18;12;301
2003;"IPIRA (BA)";"BA";"IPIRA";234;13;44;291
2003;"IPUPIARA (BA)";"BA";"IPUPIARA";14;3;0;17
2003;"IRAJUBA (BA)";"BA";"IRAJUBA";10;1;8;19
2003;"IRAMAIA (BA)";"BA";"IRAMAIA";18;1;5;24
2003;"IRAQUARA (BA)";"BA";"IRAQUARA";65;9;8;82
2003;"IRARA (BA)";"BA";"IRARA";61;15;18;94
2003;"IRECE (BA)";"BA";"IRECE";461;20;31;512
2003;"ITABELA (BA)";"BA";"ITABELA";163;3;34;200
2003;"ITABERABA (BA)";"BA";"ITABERABA";271;22;19;312
2003;"ITABUNA (BA)";"BA";"ITABUNA";1195;45;509;1749
2003;"ITACARE (BA)";"BA";"ITACARE";3;5;1;9
2003;"ITAETE (BA)";"BA";"ITAETE";43;0;8;51
2003;"ITAGI (BA)";"BA";"ITAGI";15;1;2;18
2003;"ITAGIBA (BA)";"BA";"ITAGIBA";12;4;3;19
2003;"ITAGIMIRIM (BA)";"BA";"ITAGIMIRIM";33;0;3;36
2003;"ITAGUACU DA BAHIA (BA)";"BA";"ITAGUACU DA BAHIA";8;0;6;14
2003;"ITAJU DO COLONIA (BA)";"BA";"ITAJU DO COLONIA";7;0;4;11
2003;"ITAJUIPE (BA)";"BA";"ITAJUIPE";56;1;7;64
2003;"ITAMARAJU (BA)";"BA";"ITAMARAJU";296;7;75;378
2003;"ITAMARI (BA)";"BA";"ITAMARI";29;0;0;29
2003;"ITAMBE (BA)";"BA";"ITAMBE";35;6;5;46
2003;"ITANAGRA (BA)";"BA";"ITANAGRA";7;0;0;7
2003;"ITANHEM (BA)";"BA";"ITANHEM";17;1;9;27
2003;"ITAPARICA (BA)";"BA";"ITAPARICA";18;24;15;57
2003;"ITAPE (BA)";"BA";"ITAPE";15;0;0;15
2003;"ITAPEBI (BA)";"BA";"ITAPEBI";38;0;2;40
2003;"ITAPETINGA (BA)";"BA";"ITAPETINGA";372;22;55;449
2003;"ITAPICURU (BA)";"BA";"ITAPICURU";13;9;13;35
2003;"ITAPITANGA (BA)";"BA";"ITAPITANGA";5;1;0;6
2003;"ITAQUARA (BA)";"BA";"ITAQUARA";12;1;0;13
2003;"ITARANTIM (BA)";"BA";"ITARANTIM";44;1;2;47
2003;"ITATIM (BA)";"BA";"ITATIM";68;2;15;85
2003;"ITIRUCU (BA)";"BA";"ITIRUCU";98;2;6;106
2003;"ITIUBA (BA)";"BA";"ITIUBA";40;6;23;69
2003;"ITORORO (BA)";"BA";"ITORORO";53;6;9;68
2003;"ITUACU (BA)";"BA";"ITUACU";76;3;5;84
2003;"ITUBERA (BA)";"BA";"ITUBERA";79;6;18;103
2003;"IUIU (BA)";"BA";"IUIU";10;2;0;12
2003;"JABORANDI (BA)";"BA";"JABORANDI";24;1;13;38
2003;"JACARACI (BA)";"BA";"JACARACI";20;7;9;36
2003;"JACOBINA (BA)";"BA";"JACOBINA";505;30;73;608
2003;"JAGUAQUARA (BA)";"BA";"JAGUAQUARA";327;4;29;360
2003;"JAGUARARI (BA)";"BA";"JAGUARARI";88;13;31;132
2003;"JAGUARIPE (BA)";"BA";"JAGUARIPE";14;3;9;26
2003;"JANDAIRA (BA)";"BA";"JANDAIRA";11;2;1;14
2003;"JEQUIE (BA)";"BA";"JEQUIE";1030;34;221;1285
2003;"JEREMOABO (BA)";"BA";"JEREMOABO";72;8;14;94
2003;"JIQUIRICA (BA)";"BA";"JIQUIRICA";33;3;7;43
2003;"JITAUNA (BA)";"BA";"JITAUNA";28;5;3;36
2003;"JOAO DOURADO (BA)";"BA";"JOAO DOURADO";48;0;10;58
2003;"JUAZEIRO (BA)";"BA";"JUAZEIRO";1733;234;356;2323
2003;"JUCURUCU (BA)";"BA";"JUCURUCU";8;1;1;10
2003;"JUSSARA (BA)";"BA";"JUSSARA";20;1;7;28
2003;"JUSSARI (BA)";"BA";"JUSSARI";11;0;0;11
2003;"JUSSIAPE (BA)";"BA";"JUSSIAPE";30;4;2;36
2003;"LAFAIETE COUTINHO (BA)";"BA";"LAFAIETE COUTINHO";6;0;2;8
2003;"LAGEDO DO TABOCAL (BA)";"BA";"LAGEDO DO TABOCAL";17;0;4;21
2003;"LAGOA REAL (BA)";"BA";"LAGOA REAL";13;4;9;26
2003;"LAJE (BA)";"BA";"LAJE";82;2;16;100
2003;"LAJEDAO (BA)";"BA";"LAJEDAO";7;0;4;11
2003;"LAJEDINHO (BA)";"BA";"LAJEDINHO";8;0;0;8
2003;"LAMARAO (BA)";"BA";"LAMARAO";2;1;1;4
2003;"LAPAO (BA)";"BA";"LAPAO";56;6;12;74
2003;"LAURO DE FREITAS (BA)";"BA";"LAURO DE FREITAS";1234;229;145;1608
2003;"LENCOIS (BA)";"BA";"LENCOIS";7;8;0;15
2003;"LICINIO DE ALMEIDA (BA)";"BA";"LICINIO DE ALMEIDA";75;4;8;87
2003;"LIVRAMENTO DO BRUMADO (BA)";"BA";"LIVRAMENTO DO BRUMADO";184;21;26;231
2003;"LUIZ EDUARDO MAGALHAES (BA)";"BA";"LUIZ EDUARDO MAGALHAES";255;11;16;282
2003;"MACAJUBA (BA)";"BA";"MACAJUBA";7;4;14;25
2003;"MACAUBAS (BA)";"BA";"MACAUBAS";128;10;158;296
2003;"MACURURE (BA)";"BA";"MACURURE";5;2;2;9
2003;"MADRE DE DEUS (BA)";"BA";"MADRE DE DEUS";45;4;21;70
2003;"MAETINGA (BA)";"BA";"MAETINGA";13;1;6;20
2003;"MAIQUINIQUE (BA)";"BA";"MAIQUINIQUE";25;2;3;30
2003;"MAIRI (BA)";"BA";"MAIRI";42;4;15;61
2003;"MALHADA (BA)";"BA";"MALHADA";11;3;4;18
