"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2003;" ACRELANDIA (AC)";"AC";" ACRELANDIA";1242;4171320.47
2003;" ASSIS BRASIL (AC)";"AC";" ASSIS BRASIL";11;7666682.99
2003;" BRASILEIA (AC)";"AC";" BRASILEIA";84;815352.21
2003;" BUJARI (AC)";"AC";" BUJARI";135;3784748.83
2003;" CAPIXABA (AC)";"AC";" CAPIXABA";508;2177881.67
2003;" CRUZEIRO DO SUL (AC)";"AC";" CRUZEIRO DO SUL";591;2106528.71
2003;" EPITACIOLANDIA (AC)";"AC";" EPITACIOLANDIA";1274;1425724.98
2003;" FEIJO (AC)";"AC";" FEIJO";30;738554.14
2003;" MANCIO LIMA (AC)";"AC";" MANCIO LIMA";97;145367.33
2003;" MANOEL URBANO (AC)";"AC";" MANOEL URBANO";7;25494.26
2003;" PLACIDO DE CASTRO (AC)";"AC";" PLACIDO DE CASTRO";874;2306828.33
2003;" PORTO ACRE (AC)";"AC";" PORTO ACRE";766;4532722.97
2003;" RIO BRANCO (AC)";"AC";" RIO BRANCO";2449;23066232.75
2003;" RODRIGUES ALVES (AC)";"AC";" RODRIGUES ALVES";53;177398.63
2003;" SENA MADUREIRA (AC)";"AC";" SENA MADUREIRA";689;4621193.32
2003;" SENADOR GUIOMARD (AC)";"AC";" SENADOR GUIOMARD";828;5260172.85
2003;" TARAUACA (AC)";"AC";" TARAUACA";19;886120.56
2003;" XAPURI (AC)";"AC";" XAPURI";37;6579006.3
2003;" AGUA BRANCA (AL)";"AL";" AGUA BRANCA";1050;1248089.31
2003;" ANADIA (AL)";"AL";" ANADIA";9;144923.69
2003;" ARAPIRACA (AL)";"AL";" ARAPIRACA";1827;6897389.77
2003;" ATALAIA (AL)";"AL";" ATALAIA";32;797065.64
2003;" BARRA DE SANTO ANTONIO (AL)";"AL";" BARRA DE SANTO ANTONIO";7;259465
2003;" BARRA DE SAO MIGUEL (AL)";"AL";" BARRA DE SAO MIGUEL";1;16680
2003;" BATALHA (AL)";"AL";" BATALHA";187;474256.38
2003;" BELEM (AL)";"AL";" BELEM";3;45712.8
2003;" BELO MONTE (AL)";"AL";" BELO MONTE";35;93557.76
2003;" BOCA DA MATA (AL)";"AL";" BOCA DA MATA";3;141712
2003;" BRANQUINHA (AL)";"AL";" BRANQUINHA";20;129823.57
2003;" CACIMBINHAS (AL)";"AL";" CACIMBINHAS";218;397123.33
2003;" CAJUEIRO (AL)";"AL";" CAJUEIRO";6;176498
2003;" CAMPESTRE (AL)";"AL";" CAMPESTRE";28;73000
2003;" CAMPO ALEGRE (AL)";"AL";" CAMPO ALEGRE";3;206400
2003;" CAMPO GRANDE (AL)";"AL";" CAMPO GRANDE";108;130801.73
2003;" CANAPI (AL)";"AL";" CANAPI";579;1117258.7
2003;" CAPELA (AL)";"AL";" CAPELA";10;229683.44
2003;" CARNEIROS (AL)";"AL";" CARNEIROS";460;232827.9
2003;" CHA PRETA (AL)";"AL";" CHA PRETA";37;332086
2003;" COITE DO NOIA (AL)";"AL";" COITE DO NOIA";61;108152.11
2003;" COLONIA LEOPOLDINA (AL)";"AL";" COLONIA LEOPOLDINA";28;166204
2003;" CORURIPE (AL)";"AL";" CORURIPE";890;3234738.96
2003;" CRAIBAS (AL)";"AL";" CRAIBAS";127;213366.69
2003;" DELMIRO GOUVEIA (AL)";"AL";" DELMIRO GOUVEIA";1154;5006576.53
2003;" DOIS RIACHOS (AL)";"AL";" DOIS RIACHOS";580;386093.58
2003;" ESTRELA DE ALAGOAS (AL)";"AL";" ESTRELA DE ALAGOAS";313;338177.62
2003;" FEIRA GRANDE (AL)";"AL";" FEIRA GRANDE";961;511680.34
2003;" FELIZ DESERTO (AL)";"AL";" FELIZ DESERTO";22;215967.62
2003;" FLEXEIRAS (AL)";"AL";" FLEXEIRAS";13;375604
2003;" GIRAU DO PONCIANO (AL)";"AL";" GIRAU DO PONCIANO";983;2063534.94
2003;" IBATEGUARA (AL)";"AL";" IBATEGUARA";4;148420
2003;" IGACI (AL)";"AL";" IGACI";222;580732.77
2003;" IGREJA NOVA (AL)";"AL";" IGREJA NOVA";674;1430782.56
2003;" INHAPI (AL)";"AL";" INHAPI";469;649963.67
2003;" JACARE DOS HOMENS (AL)";"AL";" JACARE DOS HOMENS";89;195411.99
2003;" JACUIPE (AL)";"AL";" JACUIPE";9;174380
2003;" JARAMATAIA (AL)";"AL";" JARAMATAIA";74;84040.25
2003;" JEQUIA DA PRAIA (AL)";"AL";" JEQUIA DA PRAIA";7;34884
2003;" JOAQUIM GOMES (AL)";"AL";" JOAQUIM GOMES";4;71161.32
2003;" JUNDIA (AL)";"AL";" JUNDIA";45;28642.4
2003;" JUNQUEIRO (AL)";"AL";" JUNQUEIRO";252;486148.8
2003;" LAGOA DA CANOA (AL)";"AL";" LAGOA DA CANOA";75;145776.38
2003;" LIMOEIRO DE ANADIA (AL)";"AL";" LIMOEIRO DE ANADIA";313;776235.26
2003;" MACEIO (AL)";"AL";" MACEIO";80;42134287.45
2003;" MAJOR ISIDORO (AL)";"AL";" MAJOR ISIDORO";1481;1331511.38
2003;" MAR VERMELHO (AL)";"AL";" MAR VERMELHO";1;4834.6
2003;" MARAGOGI (AL)";"AL";" MARAGOGI";174;190880
2003;" MARAVILHA (AL)";"AL";" MARAVILHA";272;215953.9
2003;" MARECHAL DEODORO (AL)";"AL";" MARECHAL DEODORO";50;243122.64
2003;" MARIBONDO (AL)";"AL";" MARIBONDO";8;123811
2003;" MATA GRANDE (AL)";"AL";" MATA GRANDE";912;919227.36
2003;" MATRIZ DE CAMARAGIBE (AL)";"AL";" MATRIZ DE CAMARAGIBE";248;238401.04
2003;" MINADOR DO NEGRAO (AL)";"AL";" MINADOR DO NEGRAO";97;360534
2003;" MONTEIROPOLIS (AL)";"AL";" MONTEIROPOLIS";54;84720
2003;" MURICI (AL)";"AL";" MURICI";13;553859.02
2003;" NOVO LINO (AL)";"AL";" NOVO LINO";4;40661.75
2003;" OLHO D AGUA DAS FLORES (AL)";"AL";" OLHO D AGUA DAS FLORES";406;427475.43
2003;" OLHO D AGUA DO CASADO (AL)";"AL";" OLHO D AGUA DO CASADO";544;1002229.45
2003;" OLHO D AGUA GRANDE (AL)";"AL";" OLHO D AGUA GRANDE";273;233603.5
2003;" OLIVENCA (AL)";"AL";" OLIVENCA";427;236369.5
2003;" OURO BRANCO (AL)";"AL";" OURO BRANCO";145;120553.6
2003;" PALESTINA (AL)";"AL";" PALESTINA";20;21330.2
2003;" PALMEIRA DOS INDIOS (AL)";"AL";" PALMEIRA DOS INDIOS";1138;2216358.64
2003;" PAO DE ACUCAR (AL)";"AL";" PAO DE ACUCAR";1625;2328616.92
2003;" PARICONHA (AL)";"AL";" PARICONHA";434;217000
2003;" PASSO DE CAMARAGIBE (AL)";"AL";" PASSO DE CAMARAGIBE";10;343988.81
2003;" PAULO JACINTO (AL)";"AL";" PAULO JACINTO";138;422397.12
2003;" PENEDO (AL)";"AL";" PENEDO";419;959598.23
