"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2016;" ACRELANDIA (AC)";"AC";" ACRELANDIA";331;9490490.47
2016;" ASSIS BRASIL (AC)";"AC";" ASSIS BRASIL";44;423754.93
2016;" BRASILEIA (AC)";"AC";" BRASILEIA";241;8117631.95
2016;" BUJARI (AC)";"AC";" BUJARI";98;2639966.73
2016;" CAPIXABA (AC)";"AC";" CAPIXABA";48;626444.25
2016;" CRUZEIRO DO SUL (AC)";"AC";" CRUZEIRO DO SUL";49;1121503.09
2016;" EPITACIOLANDIA (AC)";"AC";" EPITACIOLANDIA";142;6605636.6
2016;" FEIJO (AC)";"AC";" FEIJO";364;7297749.83
2016;" JORDAO (AC)";"AC";" JORDAO";11;27500
2016;" MANCIO LIMA (AC)";"AC";" MANCIO LIMA";96;715246.51
2016;" MANOEL URBANO (AC)";"AC";" MANOEL URBANO";90;1120179.98
2016;" MARECHAL THAUMATURGO (AC)";"AC";" MARECHAL THAUMATURGO";2;149430
2016;" PLACIDO DE CASTRO (AC)";"AC";" PLACIDO DE CASTRO";289;9664234.25
2016;" PORTO ACRE (AC)";"AC";" PORTO ACRE";304;7813758.37
2016;" RIO BRANCO (AC)";"AC";" RIO BRANCO";275;21928689.02
2016;" RODRIGUES ALVES (AC)";"AC";" RODRIGUES ALVES";16;367763.64
2016;" SANTA ROSA DO PURUS (AC)";"AC";" SANTA ROSA DO PURUS";32;258918.44
2016;" SENA MADUREIRA (AC)";"AC";" SENA MADUREIRA";826;14599395.27
2016;" SENADOR GUIOMARD (AC)";"AC";" SENADOR GUIOMARD";245;8830970.78
2016;" TARAUACA (AC)";"AC";" TARAUACA";674;11357773.13
2016;" XAPURI (AC)";"AC";" XAPURI";385;11334770.4
2016;" AGUA BRANCA (AL)";"AL";" AGUA BRANCA";432;1574768.5
2016;" ANADIA (AL)";"AL";" ANADIA";70;1882051.52
2016;" ARAPIRACA (AL)";"AL";" ARAPIRACA";829;3590191.92
2016;" ATALAIA (AL)";"AL";" ATALAIA";34;653125.19
2016;" BARRA DE SANTO ANTONIO (AL)";"AL";" BARRA DE SANTO ANTONIO";27;101499
2016;" BARRA DE SAO MIGUEL (AL)";"AL";" BARRA DE SAO MIGUEL";1;4000
2016;" BATALHA (AL)";"AL";" BATALHA";493;1946441.18
2016;" BELEM (AL)";"AL";" BELEM";78;340400.96
2016;" BELO MONTE (AL)";"AL";" BELO MONTE";679;2272974.64
2016;" BOCA DA MATA (AL)";"AL";" BOCA DA MATA";82;3333000.19
2016;" BRANQUINHA (AL)";"AL";" BRANQUINHA";53;247171.85
2016;" CACIMBINHAS (AL)";"AL";" CACIMBINHAS";276;2242636.82
2016;" CAJUEIRO (AL)";"AL";" CAJUEIRO";17;89342.43
2016;" CAMPESTRE (AL)";"AL";" CAMPESTRE";99;287856.2
2016;" CAMPO ALEGRE (AL)";"AL";" CAMPO ALEGRE";4;75949.2
2016;" CAMPO GRANDE (AL)";"AL";" CAMPO GRANDE";462;4999230.04
2016;" CANAPI (AL)";"AL";" CANAPI";805;2462667.65
2016;" CAPELA (AL)";"AL";" CAPELA";14;342141.02
2016;" CARNEIROS (AL)";"AL";" CARNEIROS";93;337271.46
2016;" CHA PRETA (AL)";"AL";" CHA PRETA";61;665250.72
2016;" COITE DO NOIA (AL)";"AL";" COITE DO NOIA";582;3600807.42
2016;" COLONIA LEOPOLDINA (AL)";"AL";" COLONIA LEOPOLDINA";58;210545.8
2016;" COQUEIRO SECO (AL)";"AL";" COQUEIRO SECO";4;28192
2016;" CORURIPE (AL)";"AL";" CORURIPE";1195;7004919.28
2016;" CRAIBAS (AL)";"AL";" CRAIBAS";103.737;7407587.65
2016;" DELMIRO GOUVEIA (AL)";"AL";" DELMIRO GOUVEIA";172;836650.32
2016;" DOIS RIACHOS (AL)";"AL";" DOIS RIACHOS";743;2375857.36
2016;" ESTRELA DE ALAGOAS (AL)";"AL";" ESTRELA DE ALAGOAS";4.838;4575633.43
2016;" FEIRA GRANDE (AL)";"AL";" FEIRA GRANDE";846;3563036.46
2016;" FELIZ DESERTO (AL)";"AL";" FELIZ DESERTO";138;540374.72
2016;" FLEXEIRAS (AL)";"AL";" FLEXEIRAS";2;8000
2016;" GIRAU DO PONCIANO (AL)";"AL";" GIRAU DO PONCIANO";271.897;10256539
2016;" IBATEGUARA (AL)";"AL";" IBATEGUARA";323;1072107.23
2016;" IGACI (AL)";"AL";" IGACI";912;4753233.36
2016;" IGREJA NOVA (AL)";"AL";" IGREJA NOVA";203.948;8450390.27
2016;" INHAPI (AL)";"AL";" INHAPI";645;2389422.97
2016;" JACARE DOS HOMENS (AL)";"AL";" JACARE DOS HOMENS";335;930761.68
2016;" JACUIPE (AL)";"AL";" JACUIPE";26;87996.99
2016;" JAPARATINGA (AL)";"AL";" JAPARATINGA";249;719996.99
2016;" JARAMATAIA (AL)";"AL";" JARAMATAIA";125;615473.99
2016;" JEQUIA DA PRAIA (AL)";"AL";" JEQUIA DA PRAIA";108;418697.5
2016;" JOAQUIM GOMES (AL)";"AL";" JOAQUIM GOMES";46;227276.28
2016;" JUNDIA (AL)";"AL";" JUNDIA";122;541860.05
2016;" JUNQUEIRO (AL)";"AL";" JUNQUEIRO";881;4435133.26
2016;" LAGOA DA CANOA (AL)";"AL";" LAGOA DA CANOA";655;2004225.97
2016;" LIMOEIRO DE ANADIA (AL)";"AL";" LIMOEIRO DE ANADIA";311;2628761.87
2016;" MACEIO (AL)";"AL";" MACEIO";55;224650.98
2016;" MAJOR ISIDORO (AL)";"AL";" MAJOR ISIDORO";909;4955636.06
2016;" MAR VERMELHO (AL)";"AL";" MAR VERMELHO";180;2305243.01
2016;" MARAGOGI (AL)";"AL";" MARAGOGI";399;1695536.91
2016;" MARAVILHA (AL)";"AL";" MARAVILHA";405;1270590.9
2016;" MARECHAL DEODORO (AL)";"AL";" MARECHAL DEODORO";12;48000
2016;" MARIBONDO (AL)";"AL";" MARIBONDO";108;1449323.17
2016;" MATA GRANDE (AL)";"AL";" MATA GRANDE";868;3733561.41
2016;" MATRIZ DE CAMARAGIBE (AL)";"AL";" MATRIZ DE CAMARAGIBE";59;212672.43
2016;" MINADOR DO NEGRAO (AL)";"AL";" MINADOR DO NEGRAO";264;1419760.21
2016;" MONTEIROPOLIS (AL)";"AL";" MONTEIROPOLIS";436;1312054.91
2016;" MURICI (AL)";"AL";" MURICI";1;19990.98
2016;" NOVO LINO (AL)";"AL";" NOVO LINO";266;1642003.2
2016;" OLHO D AGUA DAS FLORES (AL)";"AL";" OLHO D AGUA DAS FLORES";386;1006734.74
2016;" OLHO D AGUA DO CASADO (AL)";"AL";" OLHO D AGUA DO CASADO";394;1868737.62
2016;" OLHO D AGUA GRANDE (AL)";"AL";" OLHO D AGUA GRANDE";777;4227898.43
2016;" OLIVENCA (AL)";"AL";" OLIVENCA";676;1539586.38
2016;" OURO BRANCO (AL)";"AL";" OURO BRANCO";81.332;2272547.42
2016;" PALESTINA (AL)";"AL";" PALESTINA";180;549167.21
2016;" PALMEIRA DOS INDIOS (AL)";"AL";" PALMEIRA DOS INDIOS";27.257;6431979.02
2016;" PAO DE ACUCAR (AL)";"AL";" PAO DE ACUCAR";5.351;6648945.49
2016;" PARICONHA (AL)";"AL";" PARICONHA";267;1122107.71
2016;" PARIPUEIRA (AL)";"AL";" PARIPUEIRA";18;70366
2016;" PASSO DE CAMARAGIBE (AL)";"AL";" PASSO DE CAMARAGIBE";84;227960
2016;" PAULO JACINTO (AL)";"AL";" PAULO JACINTO";197;1776594.51
2016;" PENEDO (AL)";"AL";" PENEDO";764;2454433.47
2016;" PIACABUCU (AL)";"AL";" PIACABUCU";277;1019824.91
2016;" PILAR (AL)";"AL";" PILAR";24;439288.32
2016;" PINDOBA (AL)";"AL";" PINDOBA";36;227373.04
2016;" PIRANHAS (AL)";"AL";" PIRANHAS";517;2545190.28
2016;" POCO DAS TRINCHEIRAS (AL)";"AL";" POCO DAS TRINCHEIRAS";981;2355976.92
2016;" PORTO CALVO (AL)";"AL";" PORTO CALVO";117;452676.4
2016;" PORTO DE PEDRAS (AL)";"AL";" PORTO DE PEDRAS";34;151585.84
2016;" PORTO REAL DO COLEGIO (AL)";"AL";" PORTO REAL DO COLEGIO";971;4076589.37
2016;" QUEBRANGULO (AL)";"AL";" QUEBRANGULO";500;2186194.41
2016;" ROTEIRO (AL)";"AL";" ROTEIRO";16;62500
2016;" SANTA LUZIA DO NORTE (AL)";"AL";" SANTA LUZIA DO NORTE";3;11000
2016;" SANTANA DO IPANEMA (AL)";"AL";" SANTANA DO IPANEMA";161.173;5104500.78
2016;" SANTANA DO MUNDAU (AL)";"AL";" SANTANA DO MUNDAU";541;2013917.15
2016;" SAO BRAS (AL)";"AL";" SAO BRAS";376;710277
2016;" SAO JOSE DA LAJE (AL)";"AL";" SAO JOSE DA LAJE";241;1131050.37
2016;" SAO JOSE DA TAPERA (AL)";"AL";" SAO JOSE DA TAPERA";2.894;7340043.42
2016;" SAO LUIS DO QUITUNDE (AL)";"AL";" SAO LUIS DO QUITUNDE";134;594656.46
2016;" SAO MIGUEL DOS CAMPOS (AL)";"AL";" SAO MIGUEL DOS CAMPOS";2;4000
2016;" SAO MIGUEL DOS MILAGRES (AL)";"AL";" SAO MIGUEL DOS MILAGRES";80;253986
2016;" SAO SEBASTIAO (AL)";"AL";" SAO SEBASTIAO";387.136;9835506.02
2016;" SATUBA (AL)";"AL";" SATUBA";2;4000
2016;" SENADOR RUI PALMEIRA (AL)";"AL";" SENADOR RUI PALMEIRA";385;1917239.52
2016;" TANQUE D ARCA (AL)";"AL";" TANQUE D ARCA";324;1580341.41
2016;" TAQUARANA (AL)";"AL";" TAQUARANA";668;4486448.97
2016;" TEOTONIO VILELA (AL)";"AL";" TEOTONIO VILELA";396;1705533.93
2016;" TRAIPU (AL)";"AL";" TRAIPU";982;5191975.78
2016;" UNIAO DOS PALMARES (AL)";"AL";" UNIAO DOS PALMARES";1197;3421001.81
2016;" VICOSA (AL)";"AL";" VICOSA";421;2313920.28
2016;" ALVARAES (AM)";"AM";" ALVARAES";18;153116.79
2016;" ANAMA (AM)";"AM";" ANAMA";125;781627.22
2016;" APUI (AM)";"AM";" APUI";24;1233149.4
