"ano";"chave";"estado";"municipio";"total.contratos";"valores.totais"
2017;"PORTO DE PEDRAS (AL)";"AL";"PORTO DE PEDRAS";20;85077.59
2017;"PORTO REAL DO COLEGIO (AL)";"AL";"PORTO REAL DO COLEGIO";641;3556160.32
2017;"QUEBRANGULO (AL)";"AL";"QUEBRANGULO";381;2990143.74
2017;"ROTEIRO (AL)";"AL";"ROTEIRO";5;24000
2017;"SANTA LUZIA DO NORTE (AL)";"AL";"SANTA LUZIA DO NORTE";1;5000
2017;"SANTANA DO IPANEMA (AL)";"AL";"SANTANA DO IPANEMA";143.636;6023547.27
2017;"SANTANA DO MUNDAU (AL)";"AL";"SANTANA DO MUNDAU";712;3118819.92
2017;"SAO BRAS (AL)";"AL";"SAO BRAS";102;561510.54
2017;"SAO JOSE DA LAJE (AL)";"AL";"SAO JOSE DA LAJE";237;2060972.2
2017;"SAO JOSE DA TAPERA (AL)";"AL";"SAO JOSE DA TAPERA";172.388;6962604.11
2017;"SAO LUIS DO QUITUNDE (AL)";"AL";"SAO LUIS DO QUITUNDE";73;498179.66
2017;"SAO MIGUEL DOS CAMPOS (AL)";"AL";"SAO MIGUEL DOS CAMPOS";3;99843.37
2017;"SAO MIGUEL DOS MILAGRES (AL)";"AL";"SAO MIGUEL DOS MILAGRES";49;197926.99
2017;"SAO SEBASTIAO (AL)";"AL";"SAO SEBASTIAO";360.636;12065817.55
2017;"SENADOR RUI PALMEIRA (AL)";"AL";"SENADOR RUI PALMEIRA";466;2860280.59
2017;"TANQUE D ARCA (AL)";"AL";"TANQUE D ARCA";236;1592418.98
2017;"TAQUARANA (AL)";"AL";"TAQUARANA";526;4054552.2
2017;"TEOTONIO VILELA (AL)";"AL";"TEOTONIO VILELA";270;1942538.28
2017;"TRAIPU (AL)";"AL";"TRAIPU";888;6313839.42
2017;"UNIAO DOS PALMARES (AL)";"AL";"UNIAO DOS PALMARES";1098;4292172.1
2017;"VICOSA (AL)";"AL";"VICOSA";452;2074857.36
2017;"ALVARAES (AM)";"AM";"ALVARAES";1;11909.6
2017;"ANAMA (AM)";"AM";"ANAMA";51;163326.42
2017;"APUI (AM)";"AM";"APUI";12;658352.57
2017;"AUTAZES (AM)";"AM";"AUTAZES";28;958102.96
2017;"BARCELOS (AM)";"AM";"BARCELOS";2;57347.68
2017;"BARREIRINHA (AM)";"AM";"BARREIRINHA";68;948768.56
2017;"BOA VISTA DO RAMOS (AM)";"AM";"BOA VISTA DO RAMOS";32;543393.12
2017;"BOCA DO ACRE (AM)";"AM";"BOCA DO ACRE";95;3519604.47
2017;"BORBA (AM)";"AM";"BORBA";2;9910.07
2017;"CANUTAMA (AM)";"AM";"CANUTAMA";71;2542937.25
2017;"CAREIRO DA VARZEA (AM)";"AM";"CAREIRO DA VARZEA";3;41895.1
2017;"COARI (AM)";"AM";"COARI";47;646624.77
2017;"CODAJAS (AM)";"AM";"CODAJAS";20;327301.2
2017;"GUAJARA (AM)";"AM";"GUAJARA";48;1511415.98
2017;"HUMAITA (AM)";"AM";"HUMAITA";16;280202.18
2017;"IPIXUNA (AM)";"AM";"IPIXUNA";12;116017.53
2017;"IRANDUBA (AM)";"AM";"IRANDUBA";50;625171.24
2017;"ITACOATIARA (AM)";"AM";"ITACOATIARA";35;1756910.53
2017;"JAPURA (AM)";"AM";"JAPURA";4;36283.55
2017;"LABREA (AM)";"AM";"LABREA";77;3654706.97
2017;"MANACAPURU (AM)";"AM";"MANACAPURU";76;781311.52
2017;"MANAUS (AM)";"AM";"MANAUS";14;239713.28
2017;"MANICORE (AM)";"AM";"MANICORE";322;10355222.42
2017;"MAUES (AM)";"AM";"MAUES";86;1670372.55
2017;"NHAMUNDA (AM)";"AM";"NHAMUNDA";27;274601.54
2017;"NOVA OLINDA DO NORTE (AM)";"AM";"NOVA OLINDA DO NORTE";4;55152.43
2017;"NOVO AIRAO (AM)";"AM";"NOVO AIRAO";20;191588.87
2017;"NOVO ARIPUANA (AM)";"AM";"NOVO ARIPUANA";8;311428.55
2017;"PARINTINS (AM)";"AM";"PARINTINS";37;501304.79
2017;"PRESIDENTE FIGUEIREDO (AM)";"AM";"PRESIDENTE FIGUEIREDO";13;273834.44
2017;"RIO PRETO DA EVA (AM)";"AM";"RIO PRETO DA EVA";14;388315.7
2017;"SAO GABRIEL DA CACHOEIRA (AM)";"AM";"SAO GABRIEL DA CACHOEIRA";2;17575.4
2017;"SAO SEBASTIAO DO UATUMA (AM)";"AM";"SAO SEBASTIAO DO UATUMA";1;50017.69
2017;"TEFE (AM)";"AM";"TEFE";57;663853.76
2017;"AMAPA (AP)";"AP";"AMAPA";10;206252.11
2017;"FERREIRA GOMES (AP)";"AP";"FERREIRA GOMES";2;96603.82
2017;"ITAUBAL (AP)";"AP";"ITAUBAL";6;271551.44
2017;"LARANJAL DO JARI (AP)";"AP";"LARANJAL DO JARI";7;186132
2017;"MACAPA (AP)";"AP";"MACAPA";48;1524099.94
2017;"MAZAGAO (AP)";"AP";"MAZAGAO";119;2630983.26
2017;"PEDRA BRANCA DO AMAPARI (AP)";"AP";"PEDRA BRANCA DO AMAPARI";35;639233.54
2017;"PORTO GRANDE (AP)";"AP";"PORTO GRANDE";44;2425788.66
2017;"SANTANA (AP)";"AP";"SANTANA";28;1418098.4
2017;"SERRA DO NAVIO (AP)";"AP";"SERRA DO NAVIO";10;624129.94
2017;"TARTARUGALZINHO (AP)";"AP";"TARTARUGALZINHO";1;60000
2017;"VITORIA DO JARI (AP)";"AP";"VITORIA DO JARI";49;1460945.78
2017;"ABAIRA (BA)";"BA";"ABAIRA";160;372450
2017;"ABARE (BA)";"BA";"ABARE";471;1469615.9
2017;"ACAJUTIBA (BA)";"BA";"ACAJUTIBA";283;690106.29
2017;"ADUSTINA (BA)";"BA";"ADUSTINA";1134;15578400.94
2017;"AGUA FRIA (BA)";"BA";"AGUA FRIA";897;1851564.1
2017;"AIQUARA (BA)";"BA";"AIQUARA";93;429322.51
2017;"ALAGOINHAS (BA)";"BA";"ALAGOINHAS";467;1239877.4
2017;"ALCOBACA (BA)";"BA";"ALCOBACA";383;2393185.5
2017;"ALMADINA (BA)";"BA";"ALMADINA";10;125490
2017;"AMARGOSA (BA)";"BA";"AMARGOSA";811;1946920.96
2017;"AMELIA RODRIGUES (BA)";"BA";"AMELIA RODRIGUES";154;279234
2017;"AMERICA DOURADA (BA)";"BA";"AMERICA DOURADA";650;3350948.54
2017;"ANAGE (BA)";"BA";"ANAGE";973;2607164.08
2017;"ANDARAI (BA)";"BA";"ANDARAI";243;845627.55
2017;"ANDORINHA (BA)";"BA";"ANDORINHA";672;1987860.17
2017;"ANGICAL (BA)";"BA";"ANGICAL";496;12189365.64
2017;"ANGUERA (BA)";"BA";"ANGUERA";53;127700
2017;"ANTAS (BA)";"BA";"ANTAS";546;2887634.63
2017;"ANTONIO CARDOSO (BA)";"BA";"ANTONIO CARDOSO";514;1216983.71
2017;"ANTONIO GONCALVES (BA)";"BA";"ANTONIO GONCALVES";317;949816.1
2017;"APORA (BA)";"BA";"APORA";785;3589394.31
2017;"APUAREMA (BA)";"BA";"APUAREMA";306;679044.32
2017;"ARACAS (BA)";"BA";"ARACAS";89;273297.8
2017;"ARACATU (BA)";"BA";"ARACATU";36.182;3781152.31
2017;"ARACI (BA)";"BA";"ARACI";133.742;4354877.25
2017;"ARAMARI (BA)";"BA";"ARAMARI";113;172150
2017;"ARATACA (BA)";"BA";"ARATACA";92;845574.37
2017;"ARATUIPE (BA)";"BA";"ARATUIPE";296;711935.32
2017;"AURELINO LEAL (BA)";"BA";"AURELINO LEAL";136;507487.93
2017;"BAIANOPOLIS (BA)";"BA";"BAIANOPOLIS";530;3040473.42
2017;"BAIXA GRANDE (BA)";"BA";"BAIXA GRANDE";175.409;4460998.44
2017;"BANZAE (BA)";"BA";"BANZAE";805;2372847.98
2017;"BARRA (BA)";"BA";"BARRA";412;1727709.93
2017;"BARRA DA ESTIVA (BA)";"BA";"BARRA DA ESTIVA";1130;4045995.71
2017;"BARRA DO CHOCA (BA)";"BA";"BARRA DO CHOCA";130;1324973.15
2017;"BARRA DO MENDES (BA)";"BA";"BARRA DO MENDES";661;2493776.68
2017;"BARRA DO ROCHA (BA)";"BA";"BARRA DO ROCHA";35;178069
2017;"BARREIRAS (BA)";"BA";"BARREIRAS";271;1027330.5
2017;"BARRO ALTO (BA)";"BA";"BARRO ALTO";371;1981775.65
2017;"BARRO PRETO (BA)";"BA";"BARRO PRETO";68;137863.75
2017;"BARROCAS (BA)";"BA";"BARROCAS";564;1183413.23
2017;"BELMONTE (BA)";"BA";"BELMONTE";121;1051117.56
2017;"BELO CAMPO (BA)";"BA";"BELO CAMPO";610;1514333.65
2017;"BIRITINGA (BA)";"BA";"BIRITINGA";531;1447752.42
2017;"BOA NOVA (BA)";"BA";"BOA NOVA";354;1249887.56
2017;"BOA VISTA DO TUPIM (BA)";"BA";"BOA VISTA DO TUPIM";11.239;4402625.21
2017;"BOM JESUS DA LAPA (BA)";"BA";"BOM JESUS DA LAPA";861;5236091.73
2017;"BOM JESUS DA SERRA (BA)";"BA";"BOM JESUS DA SERRA";541;1373690.3
2017;"BONINAL (BA)";"BA";"BONINAL";803;1890405
2017;"BONITO (BA)";"BA";"BONITO";294;1097208.49
2017;"BOQUIRA (BA)";"BA";"BOQUIRA";1002;2754760.03
2017;"BOTUPORA (BA)";"BA";"BOTUPORA";695;2163404.84
2017;"BREJOES (BA)";"BA";"BREJOES";289;880464.89
2017;"BREJOLANDIA (BA)";"BA";"BREJOLANDIA";393;2461919.41
2017;"BROTAS DE MACAUBAS (BA)";"BA";"BROTAS DE MACAUBAS";449;1261526.7
2017;"BRUMADO (BA)";"BA";"BRUMADO";255.139;4588846.75
2017;"BUERAREMA (BA)";"BA";"BUERAREMA";159;456750.81
2017;"BURITIRAMA (BA)";"BA";"BURITIRAMA";134;1476004.85
2017;"CAATIBA (BA)";"BA";"CAATIBA";410;1156720.17
2017;"CABACEIRAS DO PARAGUACU (BA)";"BA";"CABACEIRAS DO PARAGUACU";816;2060108.4
2017;"CACHOEIRA (BA)";"BA";"CACHOEIRA";323;948996.14
2017;"CACULE (BA)";"BA";"CACULE";1075;2914665.58
2017;"CAEM (BA)";"BA";"CAEM";164;442408.08
2017;"CAETANOS (BA)";"BA";"CAETANOS";761;2366377.9
2017;"CAETITE (BA)";"BA";"CAETITE";995;3060849.16
2017;"CAFARNAUM (BA)";"BA";"CAFARNAUM";391;2193919.92
2017;"CAIRU (BA)";"BA";"CAIRU";65;249000
2017;"CALDEIRAO GRANDE (BA)";"BA";"CALDEIRAO GRANDE";418;1197644.28
2017;"CAMACAN (BA)";"BA";"CAMACAN";159;849582.58
2017;"CAMAMU (BA)";"BA";"CAMAMU";848;2334254
2017;"CAMPO ALEGRE DE LOURDES (BA)";"BA";"CAMPO ALEGRE DE LOURDES";889;3593587.72
2017;"CAMPO FORMOSO (BA)";"BA";"CAMPO FORMOSO";472.832;8216709.76
2017;"CANAPOLIS (BA)";"BA";"CANAPOLIS";598;2446980.37
2017;"CANARANA (BA)";"BA";"CANARANA";748;4306964.62
2017;"CANAVIEIRAS (BA)";"BA";"CANAVIEIRAS";321;1851866.68
2017;"CANDEAL (BA)";"BA";"CANDEAL";120;324795.64
2017;"CANDEIAS (BA)";"BA";"CANDEIAS";4;24452
2017;"CANDIBA (BA)";"BA";"CANDIBA";840;2563596.2
2017;"CANDIDO SALES (BA)";"BA";"CANDIDO SALES";722;1426219.65
2017;"CANSANCAO (BA)";"BA";"CANSANCAO";52.09;2509897.44
2017;"CANUDOS (BA)";"BA";"CANUDOS";474;1272240.75
2017;"CAPELA DO ALTO ALEGRE (BA)";"BA";"CAPELA DO ALTO ALEGRE";1015;3098967.35
2017;"CAPIM GROSSO (BA)";"BA";"CAPIM GROSSO";615;1347249.23
2017;"CARAIBAS (BA)";"BA";"CARAIBAS";310;787618.64
2017;"CARAVELAS (BA)";"BA";"CARAVELAS";265;1529809.66
2017;"CARDEAL DA SILVA (BA)";"BA";"CARDEAL DA SILVA";51;89000
2017;"CARINHANHA (BA)";"BA";"CARINHANHA";671;2895096.34
2017;"CASA NOVA (BA)";"BA";"CASA NOVA";34.296;10575649.27
2017;"CASTRO ALVES (BA)";"BA";"CASTRO ALVES";625;1983570.74
2017;"CATOLANDIA (BA)";"BA";"CATOLANDIA";177;908315.12
2017;"CATU (BA)";"BA";"CATU";162;319999.98
2017;"CATURAMA (BA)";"BA";"CATURAMA";595;2175568.3
2017;"CENTRAL (BA)";"BA";"CENTRAL";615;2256348.73
2017;"CHORROCHO (BA)";"BA";"CHORROCHO";110;338500
2017;"CICERO DANTAS (BA)";"BA";"CICERO DANTAS";74;4522272.49
2017;"CIPO (BA)";"BA";"CIPO";231;759179.12
2017;"COARACI (BA)";"BA";"COARACI";87;510704.6
2017;"COCOS (BA)";"BA";"COCOS";627;2301201.91
2017;"CONCEICAO DA FEIRA (BA)";"BA";"CONCEICAO DA FEIRA";177;322995.11
2017;"CONCEICAO DO ALMEIDA (BA)";"BA";"CONCEICAO DO ALMEIDA";296;1027904.76
2017;"CONCEICAO DO COITE (BA)";"BA";"CONCEICAO DO COITE";172.178;4801562.71
2017;"CONCEICAO DO JACUIPE (BA)";"BA";"CONCEICAO DO JACUIPE";183;350726.44
2017;"CONDE (BA)";"BA";"CONDE";290;501180
2017;"CONDEUBA (BA)";"BA";"CONDEUBA";732;2334343.05
2017;"CONTENDAS DO SINCORA (BA)";"BA";"CONTENDAS DO SINCORA";243;824600.1
2017;"CORACAO DE MARIA (BA)";"BA";"CORACAO DE MARIA";589;1458062.98
2017;"CORDEIROS (BA)";"BA";"CORDEIROS";482;1140677.77
2017;"CORIBE (BA)";"BA";"CORIBE";805;3644063.4
2017;"CORONEL JOAO SA (BA)";"BA";"CORONEL JOAO SA";1102;5901549.63
2017;"CORRENTINA (BA)";"BA";"CORRENTINA";192.248;5192236.95
2017;"COTEGIPE (BA)";"BA";"COTEGIPE";189;2369052.18
2017;"CRAVOLANDIA (BA)";"BA";"CRAVOLANDIA";99;301133.7
2017;"CRISOPOLIS (BA)";"BA";"CRISOPOLIS";1680;6980361.15
2017;"CRISTOPOLIS (BA)";"BA";"CRISTOPOLIS";317;1755166.07
2017;"CRUZ DAS ALMAS (BA)";"BA";"CRUZ DAS ALMAS";479;1110276.57
2017;"CURACA (BA)";"BA";"CURACA";30.372;5802282.22
2017;"DARIO MEIRA (BA)";"BA";"DARIO MEIRA";316;1035196.77
2017;"DIAS D AVILA (BA)";"BA";"DIAS D AVILA";5;19737
2017;"DOM BASILIO (BA)";"BA";"DOM BASILIO";438;3130087.72
2017;"DOM MACEDO COSTA (BA)";"BA";"DOM MACEDO COSTA";179;359911.46
2017;"ELISIO MEDRADO (BA)";"BA";"ELISIO MEDRADO";508;947395.13
2017;"ENCRUZILHADA (BA)";"BA";"ENCRUZILHADA";508;1725725.86
2017;"ENTRE RIOS (BA)";"BA";"ENTRE RIOS";370;1002670.47
2017;"ERICO CARDOSO (BA)";"BA";"ERICO CARDOSO";218;692964.15
2017;"ESPLANADA (BA)";"BA";"ESPLANADA";908;2748826.86
2017;"EUCLIDES DA CUNHA (BA)";"BA";"EUCLIDES DA CUNHA";31.083;6564937.28
2017;"EUNAPOLIS (BA)";"BA";"EUNAPOLIS";290;1948870.53
2017;"FATIMA (BA)";"BA";"FATIMA";1141;10527574.35
2017;"FEIRA DA MATA (BA)";"BA";"FEIRA DA MATA";151;737229.25
2017;"FEIRA DE SANTANA (BA)";"BA";"FEIRA DE SANTANA";1005;2246576.85
2017;"FILADELFIA (BA)";"BA";"FILADELFIA";798;2845689.02
2017;"FIRMINO ALVES (BA)";"BA";"FIRMINO ALVES";15;308982.38
2017;"FLORESTA AZUL (BA)";"BA";"FLORESTA AZUL";129;403378.53
2017;"FORMOSA DO RIO PRETO (BA)";"BA";"FORMOSA DO RIO PRETO";23;141822.79
2017;"GANDU (BA)";"BA";"GANDU";478;1385194.8
2017;"GAVIAO (BA)";"BA";"GAVIAO";441;1815359.06
2017;"GENTIO DO OURO (BA)";"BA";"GENTIO DO OURO";553;1471822.01
2017;"GLORIA (BA)";"BA";"GLORIA";780;4845917.49
2017;"GONGOGI (BA)";"BA";"GONGOGI";37;110000
2017;"GOVERNADOR MANGABEIRA (BA)";"BA";"GOVERNADOR MANGABEIRA";612;1407871.96
2017;"GUAJERU (BA)";"BA";"GUAJERU";510;1833958.25
2017;"GUANAMBI (BA)";"BA";"GUANAMBI";102.073;3532057.05
2017;"GUARATINGA (BA)";"BA";"GUARATINGA";761;4604400.89
2017;"HELIOPOLIS (BA)";"BA";"HELIOPOLIS";884;5578447.77
2017;"IACU (BA)";"BA";"IACU";499;1568376.82
2017;"IBIASSUCE (BA)";"BA";"IBIASSUCE";748;1973201.76
2017;"IBICARAI (BA)";"BA";"IBICARAI";111;683325.75
2017;"IBICOARA (BA)";"BA";"IBICOARA";428;2212742.05
2017;"IBICUI (BA)";"BA";"IBICUI";166;1099880.81
2017;"IBIPEBA (BA)";"BA";"IBIPEBA";268;1447141.08
2017;"IBIPITANGA (BA)";"BA";"IBIPITANGA";726;2305728.45
2017;"IBIQUERA (BA)";"BA";"IBIQUERA";216;772798.07
2017;"IBIRAPITANGA (BA)";"BA";"IBIRAPITANGA";580;1331525.46
2017;"IBIRAPUA (BA)";"BA";"IBIRAPUA";278;2460914.91
2017;"IBIRATAIA (BA)";"BA";"IBIRATAIA";367;1094428.36
2017;"IBITIARA (BA)";"BA";"IBITIARA";318;682280
2017;"IBITITA (BA)";"BA";"IBITITA";742;3906481.69
2017;"IBOTIRAMA (BA)";"BA";"IBOTIRAMA";199;729204.35
2017;"ICHU (BA)";"BA";"ICHU";111;233823.04
2017;"IGAPORA (BA)";"BA";"IGAPORA";724;1795270.23
2017;"IGRAPIUNA (BA)";"BA";"IGRAPIUNA";376;1068433.1
2017;"IGUAI (BA)";"BA";"IGUAI";250;1745711.16
2017;"ILHEUS (BA)";"BA";"ILHEUS";269;909058.86
2017;"INHAMBUPE (BA)";"BA";"INHAMBUPE";1053;2963439.53
2017;"IPECAETA (BA)";"BA";"IPECAETA";3.149;2979332.71
2017;"IPIAU (BA)";"BA";"IPIAU";244;504306.61
2017;"IPIRA (BA)";"BA";"IPIRA";22.478;8228951.44
2017;"IPUPIARA (BA)";"BA";"IPUPIARA";411;1718165.2
2017;"IRAJUBA (BA)";"BA";"IRAJUBA";120;419131.55
2017;"IRAMAIA (BA)";"BA";"IRAMAIA";309;982444.42
2017;"IRAQUARA (BA)";"BA";"IRAQUARA";754;2145645.3
2017;"IRARA (BA)";"BA";"IRARA";1096;1776524.97
2017;"IRECE (BA)";"BA";"IRECE";279;1200034.16
2017;"ITABELA (BA)";"BA";"ITABELA";94;940038.06
2017;"ITABERABA (BA)";"BA";"ITABERABA";566;3117217.55
2017;"ITABUNA (BA)";"BA";"ITABUNA";79;189000
2017;"ITACARE (BA)";"BA";"ITACARE";165;559370.36
2017;"ITAETE (BA)";"BA";"ITAETE";692;3012139.04
2017;"ITAGI (BA)";"BA";"ITAGI";317;1113484.31
2017;"ITAGIBA (BA)";"BA";"ITAGIBA";253;959194.79
2017;"ITAGIMIRIM (BA)";"BA";"ITAGIMIRIM";203;554000
2017;"ITAGUACU DA BAHIA (BA)";"BA";"ITAGUACU DA BAHIA";328;1167163.69
2017;"ITAJU DO COLONIA (BA)";"BA";"ITAJU DO COLONIA";50;724738.71
2017;"ITAJUIPE (BA)";"BA";"ITAJUIPE";57;187499.99
2017;"ITAMARAJU (BA)";"BA";"ITAMARAJU";277;2106156.1
2017;"ITAMARI (BA)";"BA";"ITAMARI";157;287000
2017;"ITAMBE (BA)";"BA";"ITAMBE";132;1004102.39
