"ano";"chave";"Estado";"Mun";"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.GIRASSOL";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"PRODUTOR.DA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"Total"
2008;"ALTA FLORESTA D OESTE (RO)";"RO";"ALTA FLORESTA D OESTE";"RO-ALTA FLORESTA D OESTE";0;0;0;0;0;0;0;0;0
2008;"ARIQUEMES (RO)";"RO";"ARIQUEMES";"RO-ARIQUEMES";0;0;0;0;0;0;0;0;0
2008;"CABIXI (RO)";"RO";"CABIXI";"RO-CABIXI";0;0;0;0;0;0;0;0;0
2008;"CACOAL (RO)";"RO";"CACOAL";"RO-CACOAL";0;0;0;0;0;0;0;0;0
2008;"CEREJEIRAS (RO)";"RO";"CEREJEIRAS";"RO-CEREJEIRAS";0;0;0;0;0;0;0;0;0
2008;"COLORADO DO OESTE (RO)";"RO";"COLORADO DO OESTE";"RO-COLORADO DO OESTE";0;0;0;0;0;0;0;0;0
2008;"CORUMBIARA (RO)";"RO";"CORUMBIARA";"RO-CORUMBIARA";0;0;0;0;0;0;0;0;0
2008;"COSTA MARQUES (RO)";"RO";"COSTA MARQUES";"RO-COSTA MARQUES";0;0;0;0;0;0;0;0;0
2008;"ESPIGAO D OESTE (RO)";"RO";"ESPIGAO D OESTE";"RO-ESPIGAO D OESTE";0;0;0;0;0;0;0;0;0
2008;"GUAJARA MIRIM (RO)";"RO";"GUAJARA MIRIM";"RO-GUAJARA-MIRIM";0;0;0;0;0;0;0;0;0
2008;"JARU (RO)";"RO";"JARU";"RO-JARU";0;0;0;0;0;0;0;0;0
2008;"JI PARANA (RO)";"RO";"JI PARANA";"RO-JI-PARANA";0;0;0;0;0;0;0;0;0
2008;"MACHADINHO D OESTE (RO)";"RO";"MACHADINHO D OESTE";"RO-MACHADINHO D OESTE";0;0;0;0;0;0;0;0;0
2008;"NOVA BRASILANDIA D OESTE (RO)";"RO";"NOVA BRASILANDIA D OESTE";"RO-NOVA BRASILANDIA D OESTE";0;0;0;0;0;0;0;0;0
2008;"OURO PRETO DO OESTE (RO)";"RO";"OURO PRETO DO OESTE";"RO-OURO PRETO DO OESTE";0;0;0;0;0;0;0;0;0
2008;"PIMENTA BUENO (RO)";"RO";"PIMENTA BUENO";"RO-PIMENTA BUENO";0;0;0;0;0;0;0;0;0
2008;"PORTO VELHO (RO)";"RO";"PORTO VELHO";"RO-PORTO VELHO";0;0;0;0;0;0;0;0;0
2008;"PRESIDENTE MEDICI (RO)";"RO";"PRESIDENTE MEDICI";"RO-PRESIDENTE MEDICI";0;0;0;0;0;0;0;0;0
2008;"RIO CRESPO (RO)";"RO";"RIO CRESPO";"RO-RIO CRESPO";0;0;0;0;0;0;0;0;0
2008;"ROLIM DE MOURA (RO)";"RO";"ROLIM DE MOURA";"RO-ROLIM DE MOURA";0;0;0;0;0;0;0;0;0
2008;"SANTA LUZIA D OESTE (RO)";"RO";"SANTA LUZIA D OESTE";"RO-SANTA LUZIA D OESTE";0;0;0;0;0;0;0;0;0
2008;"VILHENA (RO)";"RO";"VILHENA";"RO-VILHENA";0;0;0;0;0;0;0;5790.32999999914;5790.32999999914
2008;"SAO MIGUEL DO GUAPORE (RO)";"RO";"SAO MIGUEL DO GUAPORE";"RO-SAO MIGUEL DO GUAPORE";0;0;0;0;0;0;0;0;0
2008;"NOVA MAMORE (RO)";"RO";"NOVA MAMORE";"RO-NOVA MAMORE";0;0;0;0;0;0;0;0;0
