"ano";"cod_mun";"amc";"regiao";"polos";"cod_uf";"uf";"semiarido";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta";"est_pop"
2008;"1100023";"1002";"Norte";0;11;"RO";0;"ARIQUEMES (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1864;363;8019323.29217236;35298.3446761111;111921.891397536;221918.331283748;142377.541943439;511516.109300834;67475.642360656;578991.751661489;6845.41399874066;84581
2008;"1100031";"1001";"Norte";0;11;"RO";0;"CABIXI (RO)";0;0;0;21000;0;0;0;7000;0;0;0;6518.41655561299;0;0;0;0;64;219;2376332.58120577;12573.9820361675;1393.88355863352;5567.44113209718;11610.7690848738;31146.075811772;1798.19557730558;32944.2713890776;4861.19016437197;6777
2008;"1100049";"1003";"Norte";0;11;"RO";0;"CACOAL (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1548;439;5530670.36803534;46531.2255803957;69098.668814785;200276.864790764;133849.02581046;449755.784996404;55219.6044112889;504975.389407693;6452.28627353978;78263
2008;"1100056";"1001";"Norte";0;11;"RO";0;"CEREJEIRAS (RO)";0;0;0;57240;0;0;0;18000;0;0;0;17766.871951506;0;0;0;0;357;265;6498325.71699826;16258.8677098332;6896.6902514957;30419.0847737531;28381.3999187181;81956.0431975452;9107.31541844086;91063.3591597312;5425.60304132324;16784
2008;"1100064";"1001";"Norte";0;11;"RO";0;"COLORADO DO OESTE (RO)";0;0;0;12000;0;0;0;4000;0;0;0;3724.65410460035;0;0;0;0;375;376;5488559.48310324;16435.8029171749;8970.43519571449;23484.2404705982;29714.2355809595;78604.7147081923;6777.19791036887;85381.9131623063;4687.19172444904;18216
2008;"1100072";"1001";"Norte";0;11;"RO";0;"CORUMBIARA (RO)";0;0;0;37500;0;0;0;12500;0;0;0;11639.9518857197;0;0;0;0;49;524;7155009.96664067;23175.9136038194;2805.82761158592;6638.56574085052;16752.3234792388;49372.6309792397;2821.56087677083;52194.1918560105;5347.21674413796;9761
2008;"1100080";"1001";"Norte";0;11;"RO";0;"COSTA MARQUES (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;163;962215.722734834;7796.29970431089;4053.81021587331;12070.118985074;22801.067133458;46721.2960387162;2743.54052005451;49464.8365587707;3540.03088493962;13973
2008;"1100098";"1004";"Norte";0;11;"RO";0;"ESPIGAO D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;261;3484477.53303322;27758.8264319872;16025.4308590874;42305.4967497016;44562.0069364898;130651.760977266;13775.605474863;144427.366452129;5046.90631173347;28617
2008;"1100106";"1001";"Norte";0;11;"RO";0;"GUAJARA MIRIM (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;63;1403995.58671867;8522.9617765293;7018.35757312156;129365.638458693;66538.4835007603;211445.441309104;55707.5770548564;267153.01836396;6589.70154146892;40541
2008;"1100114";"1002";"Norte";0;11;"RO";0;"JARU (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;781;9032897.37317607;45021.7135334918;96962.0242658108;119568.622586634;85990.5292554297;347542.889641366;37883.9979242893;385426.887565656;7143.48963868239;53955
2008;"1100122";"1005";"Norte";0;11;"RO";0;"JI PARANA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2904;222;6809687.22531836;33684.6081074386;136738.502084549;363009.131382916;173038.911388608;706471.152419766;107066.995082983;813538.147502749;7348.56854993656;110707
2008;"1100130";"1002";"Norte";0;11;"RO";0;"MACHADINHO D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;489;3020068.08444716;28808.6520004586;9991.9044559297;26801.7724817217;53184.9563727757;118787.285310886;8717.51595714863;127504.80181178;3958.05669940322;32214
2008;"1100148";"1005";"Norte";0;11;"RO";0;"NOVA BRASILANDIA D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;1076;3614156.39532729;23352.2245917579;5695.55563966731;23130.7446963056;30811.6638601231;82990.1887878539;7935.5283622311;90925.7171500851;5150.72356840374;17653
2008;"1100155";"1005";"Norte";0;11;"RO";0;"OURO PRETO DO OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;366;4457787.28754852;34911.2302282449;30558.3210441051;72753.7121247686;60907.3371898463;199130.600586965;18873.4781046304;218004.07814785;5869.4784990179;37142
2008;"1100189";"1004";"Norte";0;11;"RO";0;"PIMENTA BUENO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;884;144;7623203.88129505;16710.1440824209;30831.0374989183;89726.323066401;55334.5271183873;192602.031766128;35758.8853781345;228360.917144262;6755.64167864292;33803
2008;"1100205";"1006";"Norte";0;11;"RO";0;"PORTO VELHO (RO)";0;0;0;552;0;0;0;200;0;0;0;171.27971429914;0;0;0;0;4949;924;10501123.396502;81921.8976349457;479375.101165915;1249455.32871414;620539.614616666;2431291.94158792;432940.882978247;2864232.82456616;7553.63658628824;379186
2008;"1100254";"1005";"Norte";0;11;"RO";0;"PRESIDENTE MEDICI (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;463;4250835.17433955;23540.1945626615;9813.39619394201;28051.2155854142;36926.8303312927;98331.6366733105;8541.55350983506;106873.190183146;4667.76914859264;22896
2008;"1100262";"1002";"Norte";0;11;"RO";0;"RIO CRESPO (RO)";0;0;0;54;0;0;0;20;0;0;0;16.8560988675344;0;0;0;0;66;56;1037431.44209765;9536.82023623326;573.709287349279;2255.0736121686;6841.57624565011;19207.1799251464;1030.91411303228;20238.0940381787;6208.00333879047;3260
2008;"1100288";"1003";"Norte";0;11;"RO";0;"ROLIM DE MOURA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1172;694;6901823.74921855;22693.1163263493;73662.0595617386;111500.833660257;80809.0656001428;288665.075148487;32423.358122107;321088.43381434;6389.94589498614;50249
2008;"1100304";"1001";"Norte";0;11;"RO";0;"VILHENA (RO)";0;0;0;121680;0;0;0;39000;0;0;0;37768.5363657723;0;0;0;0;1314;205;16967648.7236239;31938.1651036173;108619.070410763;271014.092139166;121525.334548925;533096.662202472;91310.1351658775;624406.797368349;9128.08865718716;68405
2008;"1100320";"1001";"Norte";0;11;"RO";0;"SAO MIGUEL DO GUAPORE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;833;3606460.22683145;32309.2303703811;4981.84992628166;21934.6587579606;38284.9436168939;97510.6826715173;7294.78508841126;104805.467759929;4501.37226551384;23283
2008;"1100379";"1001";"Norte";0;11;"RO";0;"ALTO ALEGRE DOS PARECIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;212;1628333.40654668;23475.5432673277;2687.7935948837;9423.53420196043;20580.993851225;56167.8649153968;3520.89431901884;59688.7592344157;4989.86201069499;11962
2008;"1100403";"1002";"Norte";0;11;"RO";0;"ALTO PARAISO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;192;991723.13942014;19262.8991193158;2738.34394789718;16193.3252162398;28027.1766134486;66221.7454406466;5560.66389286218;71782.4093335088;4180.93238859076;17169
2008;"1100452";"1006";"Norte";0;11;"RO";0;"BURITIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;286;1895561.29807058;33204.222883342;14705.4884812443;34519.5983458822;53547.5490030055;135976.859257219;11312.8380811353;147289.697338354;4347.51958246323;33879
2008;"1100502";"1003";"Norte";0;11;"RO";0;"NOVO HORIZONTE DO OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;248;1245145.88597152;15212.0082710173;2643.11460172736;8770.82255419952;16171.7379910418;42797.6828742409;3292.31528721771;46089.9981614586;4624.7262845167;9966
2008;"1100601";"1002";"Norte";0;11;"RO";0;"CACAULANDIA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;103;2166019.03563554;16379.8955871923;1029.38945170246;4133.26116601288;10625.672023544;32168.2182284517;1875.21272426672;34043.4309527184;5965.20482823176;5707
2008;"1100700";"1006";"Norte";0;11;"RO";0;"CAMPO NOVO DE RONDONIA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;148;1016821.8706339;17115.0732518096;2522.71474998731;5634.55668033645;21634.7925653231;46907.1367037113;2208.4561676425;49115.5928713538;3840.15644400169;12790
2008;"1100809";"1006";"Norte";0;11;"RO";0;"CANDEIAS DO JAMARI (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;117;1219825.30674686;10366.2920054058;13762.639328618;16631.9432023232;29101.1787214022;69862.0532577492;5650.2953829726;75512.3480969766;4403.82439013204;17147
2008;"1100908";"1003";"Norte";0;11;"RO";0;"CASTANHEIRAS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;79;927258.892409191;8150.56977166111;500.610911502279;2246.05342429397;7664.01739035947;18561.2514978168;929.335998785771;19490.5874966026;5215.57061198252;3737
2008;"1100924";"1001";"Norte";0;11;"RO";0;"CHUPINGUAIA (RO)";0;0;0;37102;0;0;0;10306;0;0;0;11515.9779972746;0;0;0;0;85;106;6018570.14975612;22754.6851305709;7663.66178104788;13571.6330849377;16923.6706179334;60913.6506144899;4643.74485774541;65557.3954722353;8588.68261852356;7633
2008;"1100940";"1002";"Norte";0;11;"RO";0;"CUJUBIM (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;36;445549.812057328;9523.08469063672;9863.29840276679;12286.0847612161;23151.4858540896;54823.953164964;4116.27619955077;58940.2293645148;4173.64620391899;14122
2008;"1101005";"1002";"Norte";0;11;"RO";0;"GOVERNADOR JORGE TEIXEIRA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;173;1453593.29827358;21407.8143191692;1864.32640312391;5259.66997283586;20808.2352700193;49340.0459651482;2330.78305210469;51670.8290172529;4381.48190295569;11793
2008;"1101203";"1003";"Norte";0;11;"RO";0;"MINISTRO ANDREAZZA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;540;1587617.22785959;12750.4202604652;1890.09013462525;9684.73848499225;18330.9069255956;42656.1563494234;4115.91189031718;46772.0682397406;4390.50807202669;10653
2008;"1101302";"1005";"Norte";0;11;"RO";0;"MIRANTE DA SERRA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;695;2889317.50051219;13506.5652808383;3980.77165199004;11997.6372161985;20839.4261216108;50324.3997268925;3193.3727055909;53517.7724324834;4299.99625855928;12446
2008;"1101401";"1002";"Norte";0;11;"RO";0;"MONTE NEGRO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;152;1573835.46392745;16799.7614351581;5718.05907540059;11968.0917373544;21784.29256865;56270.2048165631;4260.96079605282;60531.1661563611;4762.48411187444;12710
2008;"1101435";"1005";"Norte";0;11;"RO";0;"NOVA UNIAO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;312;1437292.36317842;12530.4416453024;1197.25770908886;3164.53627038955;13330.8899309506;30223.1250119863;1483.53951727456;31706.6645292608;3974.26030412105;7978
2008;"1101450";"1004";"Norte";0;11;"RO";0;"PARECIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;83;1269524.15489498;8902.26586942343;871.363524819322;2419.2324403139;8476.35738188619;20669.2186726977;1041.6601479329;21710.8788206306;4623.26904758235;4696
2008;"1101476";"1004";"Norte";0;11;"RO";0;"PRIMAVERA DE RONDONIA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;27;301907.41183591;6079.51527831963;470.377595075419;2334.48215018843;7540.46925434707;16424.8448216757;868.246777764203;17293.0915994399;4528.17346271322;3819
2008;"1101484";"1004";"Norte";0;11;"RO";0;"SAO FELIPE D OESTE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;27;283342.974535407;12391.7469450947;865.159936690945;3637.24816328556;11434.2226552963;28328.3777003675;1445.2903102185;29773.668010586;4596.83215961656;6477
2008;"1101492";"1001";"Norte";0;11;"RO";0;"SAO FRANCISCO DO GUAPORE (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;198;1099586.94730887;22560.9471113839;3162.19871009821;15906.4083137484;26501.5158800846;68131.0700153151;5449.64255703397;73580.7120286039;4572.78775019971;16091
2008;"1101500";"1001";"Norte";0;11;"RO";0;"SERINGUEIRAS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;521;1872008.97799164;15077.233429414;3387.39890969409;7953.52197589963;20182.0328283257;46600.1865995884;3165.70858487853;49765.895728212;4116.96621211409;12088
2008;"1101559";"1005";"Norte";0;11;"RO";0;"TEIXEIROPOLIS (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;126;887313.200563883;8483.42117480194;1232.69684134016;2897.05281865702;8668.14879352662;21281.3196283257;1237.33553099948;22518.6551593252;4441.54942688783;5070
2008;"1101609";"1002";"Norte";0;11;"RO";0;"THEOBROMA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;183;1814460.6252225;22954.2069666501;1885.7956356299;5022.01746613787;18043.3233915812;47905.3434599991;2412.99731496828;50318.3407749673;4907.1910019266;10254
2008;"1101708";"1005";"Norte";0;11;"RO";0;"URUPA (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;147;522281.438453456;17008.9070162004;4185.71299572764;9849.59113191673;22770.8697042094;53815.0813917993;3371.48240240214;57186.5637942014;4148.46536719139;13785
2008;"1101757";"1002";"Norte";0;11;"RO";0;"VALE DO ANARI (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;153;684699.085960246;17416.799596519;1451.2176758235;5818.86670280532;16039.419246167;40726.3037650599;2468.77577735633;43195.0795424162;4809.60506438607;8981
2008;"1101807";"1005";"Norte";0;11;"RO";0;"VALE DO PARAISO (RO)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;147;901445.680101499;20957.1442223956;1835.3415255035;5864.37490727691;15268.5561327569;43925.4167879329;2482.59777842771;46408.0151101057;5151.86543316573;9008
2008;"1200013";"21001";"Norte";0;12;"AC";0;"ACRELANDIA (AC)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;472;1981801.56402436;16339.9531578178;2355.57837353884;5758.43813211033;22137.4881956337;46591.4578591006;1536.58294168507;48128.0408007857;4015.01943867299;11987
2008;"1200054";"21002";"Norte";0;12;"AC";0;"ASSIS BRASIL (AC)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;195;338211.305458728;3900.95584887176;349.904881488652;2873.19273883746;10665.0875638927;17789.1410330905;488.404920941685;18277.5459540322;3287.91802039378;5559
